,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,5271,5200,5762,5798,6465,8609,9596,11108,11319,8260,6802,Upgrade
1,Market Cap Growth,-10.30%,-10.30%,-10.87%,-32.65%,-32.63%,-22.50%,-15.22%,34.47%,66.41%,8.92%,-12.94%,Upgrade
2,PE Ratio,-,-,-45.95,-,-,-,1.43,2.74,5.56,5.40,2.69,Upgrade
3,PS Ratio,0.85,0.84,0.97,0.66,0.75,1.54,1.95,3.58,3.48,1.78,1.41,Upgrade
4,PB Ratio,0.12,0.08,0.09,0.09,0.09,0.12,0.13,0.22,0.23,0.17,0.14,Upgrade
5,P/FCF Ratio,2.62,2.58,5.54,0.56,0.53,6.06,-,21.48,5.06,2.15,2.71,Upgrade
6,P/OCF Ratio,2.28,2.28,4.65,0.55,0.52,5.75,-,19.64,4.94,2.12,2.65,Upgrade
7,Debt / Equity Ratio,0.35,0.35,0.37,0.36,0.36,0.43,0.41,0.43,0.41,0.44,0.37,Upgrade
8,Debt / FCF Ratio,11.55,11.55,23.80,2.30,2.00,21.28,-,42.26,8.98,5.51,7.26,Upgrade
9,Earnings Yield,-3.33%,-3.37%,-2.18%,-13.43%,-18.88%,45.13%,69.70%,36.53%,18.00%,18.52%,37.21%,Upgrade
10,Earnings Yield,-3.33%,-3.37%,-2.18%,-13.43%,-18.88%,45.13%,69.70%,36.53%,18.00%,18.52%,37.21%,Upgrade
11,FCF Yield,38.18%,38.69%,18.06%,179.97%,190.03%,16.51%,-10.86%,4.66%,19.77%,46.55%,36.85%,Upgrade
12,Dividend Yield,0.00%,-,-,-,7.30%,5.83%,5.48%,4.48%,4.55%,6.50%,8.37%,Upgrade
13,Buyback Yield / Dilution,-,-,0.02%,0.04%,0.02%,-,-,-0.03%,0.03%,0.05%,Upgrade,
14,Total Shareholder Return,-,-,0.02%,7.34%,5.85%,5.48%,4.48%,4.53%,6.52%,8.42%,Upgrade,
