,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Interest and Dividend Income,-,7619,-,10079,-,-2111,2111,2035,2080,2251,Upgrade
1,Total Interest Expense,402.2,436.2,386.6,414.5,430.9,318.2,250.5,263.8,278.7,241.4,Upgrade
2,Net Interest Income,-402.2,7182,-386.6,9665,-430.9,-2429,1861,1772,1801,2010,Upgrade
3,Gain (Loss) on Sale of Investments,-,-,-,-1,1,12.1,62.3,1.2,1.8,-0.3,Upgrade
4,Other Revenue,3954,-3413,3596,-3229,3454,5665,413.7,372.6,389.6,435.8,Upgrade
5,Revenue Before Loan Losses,3551,3767,3209,6435,3024,3247,2337,2145,2192,2445,Upgrade
6,Provision for Loan Losses,434.4,709.4,326.6,509.7,326.2,368.4,289.9,1087,-,-,Upgrade
7,Revenue,3117,3058,2883,5926,2698,2879,2047,1059,2192,2445,Upgrade
8,Revenue Growth (YoY),8.13%,-48.40%,6.84%,105.84%,31.82%,171.97%,-6.64%,-56.71%,-8.24%,0.03%,Upgrade
9,Cost of Services Provided,2575,2791,2209,4464,1894,1848,1263,1241,1051,1200,Upgrade
10,Other Operating Expenses,119.2,131.7,95.4,130.6,94.8,68.6,86.9,71.3,76.2,665.7,Upgrade
11,Total Operating Expenses,2695,2923,2304,4595,1989,1917,1350,1312,1128,1865,Upgrade
12,Operating Income,422.4,135.2,578.3,1331,709.3,962,696.5,-253.3,1065,580.2,Upgrade
13,Earnings From Equity Investments,34.6,-185.3,-22.5,-57.1,-125.4,168,155.5,583.2,-80.2,508.3,Upgrade
14,Currency Exchange Gain (Loss),-22.8,35.8,-23,25.1,-156.1,-19.1,-35.5,51.3,17.7,52.1,Upgrade
15,EBT Excluding Unusual Items,452,-14.3,553.7,1299,427.8,1111,816.5,381.2,1002,1141,Upgrade
16,Gain (Loss) on Sale of Investments,91,-86.4,-384.5,-1183,-622.8,-9583,2675,2805,-110.2,910.5,Upgrade
17,Other Unusual Items,-2.1,496,-0.5,17.4,16.7,13511,-,82.8,-,-,Upgrade
18,Pretax Income,55.1,431.9,203,2.3,-377.9,5081,3530,3165,777.5,2394,Upgrade
19,Income Tax Expense,163.3,150.1,228.8,571.3,184.2,353.1,280.7,192.7,93.5,90.8,Upgrade
20,Earnings From Continuing Ops.,-108.2,281.8,-25.8,-569,-562.1,4728,3249,2972,684,2303,Upgrade
21,Net Income to Company,-108.2,281.8,-25.8,-569,-562.1,4728,3249,2972,684,2303,Upgrade
22,Minority Interest in Earnings,-105.6,-243.3,-138.1,-45.8,-43.6,-237.4,-1051,-1112,-506.9,-950.3,Upgrade
23,Net Income,-213.8,38.5,-163.9,-614.8,-605.7,4491,2198,1860,177.1,1353,Upgrade
24,Net Income to Common,-213.8,38.5,-163.9,-614.8,-605.7,4491,2198,1860,177.1,1353,Upgrade
25,Net Income Growth,-,-,-,-,-,141.44%,1141.16%,37.51%,-84.97%,303.52%,Upgrade
26,Shares Outstanding (Basic),3514,3514,3514,3514,3515,3515,3515,3515,3515,3514,Upgrade
27,Shares Outstanding (Diluted),3514,3514,3514,3514,3515,3515,3515,3515,3515,3514,Upgrade
28,Shares Change (YoY),-,-,-0.02%,-0.04%,-0.02%,-,-,0.03%,-0.03%,-0.05%,Upgrade
29,EPS (Basic),-0.06,0.01,-0.05,-0.17,-0.17,1.28,0.63,0.53,0.05,0.38,Upgrade
30,EPS (Diluted),-0.06,0.01,-0.05,-0.18,-0.17,1.28,0.62,0.53,0.05,0.38,Upgrade
31,EPS Growth,-,-,-,-,-,141.47%,1143.78%,37.45%,-84.99%,303.82%,Upgrade
32,Free Cash Flow,1974,37.9,1003,9431,2855,-1433,391.1,126.1,2112,1734,Upgrade
33,Free Cash Flow Per Share,0.56,0.01,0.29,2.68,0.81,-0.41,0.11,0.04,0.60,0.49,Upgrade
34,Dividend Per Share,-,-,-,0.117,0.007,0.125,0.007,0.117,0.007,0.117,Upgrade
35,Dividend Growth,-,-,-,-6.00%,0%,6.38%,0%,0%,0%,0%,Upgrade
36,Operating Margin,13.55%,4.42%,20.06%,22.46%,26.29%,33.42%,34.03%,-23.93%,48.57%,23.73%,Upgrade
37,Profit Margin,-6.86%,1.26%,-5.69%,-10.38%,-22.45%,156.00%,107.39%,175.72%,8.08%,55.31%,Upgrade
38,Free Cash Flow Margin,63.34%,1.24%,34.78%,159.16%,105.81%,-49.79%,19.11%,11.91%,96.31%,70.91%,Upgrade
39,Revenue as Reported,3973,4215,3617,6872,3467,3565,2587,2494,2471,3076,Upgrade
