,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+20 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Jan '22 Jan 1, 2022","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Revenue,649199,352161,806894,516104,660840,445913,826810,700897,764658,464011,800553,997993,843322,525887,639685,514345,528539,492978,335148,389610,Upgrade
1,Revenue Growth (YoY),-1.76%,-21.02%,-2.41%,-26.37%,-13.58%,-3.90%,3.28%,-29.77%,-9.33%,-11.77%,25.15%,94.03%,59.56%,6.68%,90.87%,32.02%,103.07%,24.15%,-0.69%,-11.15%,Upgrade
2,Cost of Revenue,691239,393846,854510,458836,679444,386772,773357,625032,749324,398057,708005,904101,740936,491837,585750,465091,486889,453852,303784,348469,Upgrade
3,Gross Profit,-42041,-41686,-47616,57268,-18605,59141,53452,75865,15333,65953,92548,93891,102387,34049,53935,49254,41650,39127,31365,41141,Upgrade
4,"Selling, General & Admin",44711,41051,32830,30148,34891,20581,25410,37616,33276,25433,37742,38486,39549,27198,33963,27887,27889,24668,14890,21252,Upgrade
5,Operating Expenses,44711,41051,32830,30148,34891,20581,25410,37616,33276,25433,37742,38486,39549,27198,33963,27887,27889,24668,14890,21252,Upgrade
6,Operating Income,-86752,-82737,-80445,27120,-53496,38559,28043,38249,-17942,40521,54806,55405,62838,6851,19973,21367,13760,14459,16474,19888,Upgrade
7,Interest Expense,-7760,-9691,-21230,-26633,-38195,-38237,-40061,-38835,-22678,-20950,-487.64,-36135,-15034,-11142,-18417,-11576,-14079,-14327,-16709,-18064,Upgrade
8,Interest & Investment Income,189.74,2289,108.26,280.37,-,562.44,633.64,343.35,1832,925.33,3492,-,1703,13602,-,10.98,198.89,47.5,1221,27.73,Upgrade
9,Currency Exchange Gain (Loss),-,-,214.38,15.04,3075,-,-926.05,2968,22358,-,-19567,6892,-30194,-,15714,-,1375,-,-,-,Upgrade
10,Other Non Operating Income (Expenses),-28229,-2385,1306,803.25,103401,-715.11,145.11,1089,491.1,-20086,15294,5075,-2960,218.35,315.46,-19.23,-620.93,99.04,-820.72,-261.74,Upgrade
11,EBT Excluding Unusual Items,-122551,-92523,-100046,1585,14786,169.95,-12166,3814,-15938,410.18,53538,31238,16354,9530,17585,9783,633.95,278.7,165.6,1591,Upgrade
12,Gain (Loss) on Sale of Investments,-,-,0.04,-,-0.09,-,-,-,-0.5,-,-,-,0.17,-,-0.17,-,0.14,-,-,-,Upgrade
13,Other Unusual Items,-,-,-,-,13067,-,13067,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
14,Pretax Income,-122551,-92523,-100046,1585,27853,169.95,901.44,3814,-15939,410.18,53538,31238,16354,9530,17584,9783,634.09,278.7,165.6,1591,Upgrade
15,Income Tax Expense,208.13,259.01,-806.37,1317,26776,28.85,1683,1856,2824,14.53,11582,6413,4116,2052,3650,2068,183.9,102.74,197.75,375.52,Upgrade
16,Earnings From Continuing Operations,-122759,-92782,-99240,268.84,1078,141.09,-781.45,1958,-18763,395.65,41955,24824,12237,7478,13934,7715,450.19,175.96,-32.15,1215,Upgrade
17,Minority Interest in Earnings,-,50.54,32.91,6.62,74.29,200.58,138.32,45.33,-59.1,-24.31,-27.07,-9.1,7.26,0,-0,0,-,-,-,-,Upgrade
18,Net Income,-122759,-92732,-99207,275.46,1152,341.67,-643.13,2003,-18822,371.34,41928,24815,12245,7478,13934,7715,450.19,175.96,-32.15,1215,Upgrade
19,Preferred Dividends & Other Adjustments,-,-,-,-,-,-,-,-,482.93,-,-,-,413.72,-,-,-,54.27,-,-,-,Upgrade
20,Net Income to Common,-122759,-92732,-99207,275.46,1152,341.67,-643.13,2003,-19305,371.34,41928,24815,11831,7478,13934,7715,395.91,175.96,-32.15,1215,Upgrade
21,Net Income Growth,-,-,-,-86.25%,-,-7.99%,-,-91.93%,-,-95.03%,200.91%,221.64%,2619.93%,4149.79%,-,534.91%,-,-,-,-,Upgrade
22,Shares Outstanding (Basic),37,37,37,39,37,38,37,37,37,34,40,37,37,37,37,37,37,35,32,42,Upgrade
23,Shares Outstanding (Diluted),37,37,37,39,37,38,37,37,37,34,40,37,37,37,37,37,37,35,32,42,Upgrade
24,Shares Change (YoY),0.91%,-2.88%,0.60%,6.08%,-1.20%,12.46%,-8.15%,0.70%,0.22%,-8.36%,8.11%,-0.11%,0.04%,4.67%,14.82%,-11.36%,1.43%,-3.30%,-12.81%,12.78%,Upgrade
25,EPS (Basic),-3330.00,-2515.00,-2689.84,7.00,31.54,9.00,-17.54,54.00,-522.12,11.00,1050.50,673.66,320.68,203.00,377.43,209.21,10.74,5.00,-1.00,29.21,Upgrade
26,EPS (Diluted),-3330.00,-2515.00,-2690.17,7.00,31.15,9.00,-17.54,54.00,-522.55,11.00,1050.50,673.66,320.68,203.00,377.43,209.00,10.74,5.00,-1.00,29.21,Upgrade
27,EPS Growth,-,-,-,-87.04%,-,-18.18%,-,-91.98%,-,-94.58%,178.33%,222.33%,2887.07%,3960.00%,-,615.55%,-,-,-,-,Upgrade
