,Fiscal Quarter,Current,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+20 Quarters
,Period Ending,"Mar '25 Mar 12, 2025","Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Jan '22 Jan 1, 2022","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Market Capitalization,553170,362879,250770,444380,464663,578984,665648,897979,680399,345915,549482,838974,829755,711745,420409,324895,329689,198035,188078,220530,202829,Upgrade
1,Market Cap Growth,-37.32%,-37.32%,-62.33%,-50.51%,-31.71%,67.38%,21.14%,7.03%,-18.00%,-51.40%,30.70%,158.23%,151.68%,259.40%,123.53%,47.32%,62.55%,-8.83%,-30.23%,-28.64%,-40.15%,Upgrade
2,Enterprise Value,841389,790338,811504,1538727,1706706,1964985,2031389,2179124,1547095,1135918,1111451,1500109,1441169,1213640,549117,455742,1096078,964423,954466,986919,969218,Upgrade
3,Last Close Price,15000.00,9840.00,6800.00,12050.00,12600.00,15700.00,18050.00,24350.00,18450.00,9380.00,14900.00,22750.00,20670.73,17730.89,10473.17,8093.74,8213.17,4933.41,4685.37,5493.82,5052.85,Upgrade
4,PE Ratio,-,-,-,-,412.59,202.87,-37.81,-,27.22,-,6.96,9.75,14.29,17.38,14.24,14.62,39.94,112.85,253.85,-,-43.43,Upgrade
5,PS Ratio,0.24,0.16,0.11,0.18,0.19,0.22,0.24,0.33,0.25,0.11,0.18,0.26,0.28,0.28,0.19,0.15,0.18,0.11,0.13,0.16,0.15,Upgrade
6,PB Ratio,4.51,2.96,1.02,1.31,1.06,1.32,1.52,2.06,1.56,0.79,1.21,1.86,1.72,1.55,0.94,0.74,0.78,0.47,-,-,0.49,Upgrade
7,P/TBV Ratio,6.03,6.03,3.57,2.79,1.82,2.31,2.67,3.53,2.71,1.41,2.10,2.17,1.98,1.80,1.10,0.84,0.91,0.54,-,-,0.56,Upgrade
8,P/FCF Ratio,0.59,0.39,0.30,0.54,5.68,-1.65,-1.41,-,-,-,-,-9.16,-3.60,-,-,0.76,0.66,0.47,1.07,1.30,0.77,Upgrade
9,P/OCF Ratio,0.39,0.39,0.30,0.54,5.09,-1.69,-1.46,-,-,-,-,-9.73,-3.64,-,-,0.75,0.65,0.46,0.99,1.20,0.75,Upgrade
10,EV/Sales Ratio,0.36,0.34,0.35,0.63,0.70,0.75,0.74,0.79,0.57,0.38,0.36,0.47,0.48,0.48,0.25,0.21,0.59,0.55,0.65,0.71,0.70,Upgrade
11,EV/EBITDA Ratio,-,-,-,-,25.54,-,18.27,15.85,9.86,-,4.35,7.56,8.80,9.40,7.00,5.30,13.16,11.68,10.89,10.91,10.79,Upgrade
12,EV/EBIT Ratio,-,-,-,-,42.43,-,23.37,24.52,13.38,-,5.20,8.34,9.93,10.93,8.86,6.55,16.59,14.93,13.59,13.69,13.88,Upgrade
13,EV/FCF Ratio,0.90,0.85,0.98,1.85,20.85,-5.59,-4.29,-,-,-,-,-16.38,-6.26,-,-,1.07,2.19,2.29,5.44,5.80,3.67,Upgrade
14,Debt / Equity Ratio,5.12,5.12,1.87,1.69,2.60,2.91,3.28,3.26,3.07,2.30,2.04,1.56,1.65,1.76,1.41,0.92,0.77,1.12,-,-,1.94,Upgrade
15,Debt / EBITDA Ratio,-,-,-,-,8.87,-,8.60,9.02,7.82,-,3.41,2.99,3.30,2.96,14.32,4.19,3.20,6.55,-,-,8.14,Upgrade
16,Debt / FCF Ratio,0.67,0.67,0.55,0.69,13.89,-3.62,-3.03,-,-,-,-,-7.67,-3.46,-,-,0.95,0.65,1.11,-,-,3.06,Upgrade
17,Asset Turnover,1.89,1.01,1.86,1.00,1.18,0.74,1.24,0.89,0.93,0.62,1.19,1.42,1.15,0.82,1.26,1.22,-,-,-,-,Upgrade,
18,Inventory Turnover,2.55,5.11,2.22,3.39,1.42,1.89,0.97,1.69,1.14,1.32,0.81,1.81,2.18,1.54,1.17,1.88,1.82,-,-,-,-,Upgrade
