,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Revenue,48823,44109,41371,30377,29028,28188,65169,55400,42798,27735,Upgrade
1,Revenue Growth (YoY),18.01%,45.20%,42.52%,7.77%,-55.46%,-49.12%,52.27%,99.75%,24.08%,-2.55%,Upgrade
2,Cost of Revenue,41681,36778,34866,25301,24161,23404,54554,44298,34315,22622,Upgrade
3,Gross Profit,7142,7331,6505,5076,4867,4784,10615,11101,8484,5113,Upgrade
4,"Selling, General & Admin",3873,4653,3556,4494,3250,5062,5762,6026,4628,3763,Upgrade
5,Other Operating Expenses,-669.46,-440.47,-169.63,348.9,-152.33,-58.35,-517.92,-239.09,-348.45,-163.78,Upgrade
6,Operating Expenses,3108,4127,3473,4745,3196,4800,5328,5699,4494,3599,Upgrade
7,Operating Income,4034,3204,3033,330.91,1671,-16.19,5287,5402,3989,1514,Upgrade
8,Interest Expense,-67.45,-5.88,-25,-4.12,-5.48,-4.99,-6.4,-13.8,-21.77,-36.23,Upgrade
9,Interest & Investment Income,153.97,199.72,114.49,95.51,45.13,48.94,71.15,-,62.77,13.39,Upgrade
10,Earnings From Equity Investments,47.63,86.29,36.46,-14.23,-8.84,-11,5.36,25.51,29.06,36.1,Upgrade
11,Currency Exchange Gain (Loss),-,-15.43,-,245.88,250.67,-110.55,-57.36,-299.78,46.91,73.16,Upgrade
12,Other Non Operating Income (Expenses),-11.12,82.79,-13.13,-133.47,0.15,0.56,9.12,27.75,-27.75,-1.27,Upgrade
13,EBT Excluding Unusual Items,4157,3552,3145,520.49,1953,-93.23,5308,5142,4079,1599,Upgrade
14,Impairment of Goodwill,-,-,-,-,-,-,-,-13.61,-,-,Upgrade
15,Gain (Loss) on Sale of Investments,-,137.75,-,99.61,-,307.15,-,306.99,-,-290.7,Upgrade
16,Gain (Loss) on Sale of Assets,-,14.53,-,315.79,-,358.16,-,45.6,-,6.96,Upgrade
17,Asset Writedown,-,-,-,-,-,2.26,-,-8.56,-,16.97,Upgrade
18,Other Unusual Items,3.38,-7.2,13.92,-8.31,14.47,-19.89,-,-,-,-,Upgrade
19,Pretax Income,4160,3697,3159,927.59,1968,554.45,5308,5472,4079,1332,Upgrade
20,Income Tax Expense,561.76,493,563.03,566.14,391.43,-118.13,1271,1167,960.11,271.18,Upgrade
21,Earnings From Continuing Operations,3599,3204,2596,361.45,1576,672.58,4037,4305,3119,1061,Upgrade
22,Minority Interest in Earnings,-304.24,-258.99,-238.74,28.68,-293.58,26.42,-413.81,-395.77,-177.35,-220.55,Upgrade
23,Net Income,3294,2945,2358,390.12,1283,699,3623,3909,2941,840.67,Upgrade
24,Net Income to Common,3294,2945,2358,390.12,1283,699,3623,3909,2941,840.67,Upgrade
25,Net Income Growth,39.73%,654.89%,83.82%,-44.19%,-64.60%,-82.12%,23.19%,365.03%,17.97%,-56.37%,Upgrade
26,Shares Outstanding (Basic),2751,2761,2761,2761,2761,2761,2761,2761,2761,2761,Upgrade
27,Shares Outstanding (Diluted),2751,2761,2761,2761,2761,2761,2761,2761,2761,2761,Upgrade
28,Shares Change (YoY),-0.38%,-,-,-,-,-,-,0.00%,-,-,Upgrade
29,EPS (Basic),1.20,1.07,0.85,0.14,0.46,0.25,1.31,1.42,1.07,0.30,Upgrade
30,EPS (Diluted),1.20,1.07,0.85,0.14,0.46,0.25,1.31,1.42,1.07,0.30,Upgrade
31,EPS Growth,40.26%,654.89%,83.82%,-44.19%,-64.60%,-82.12%,23.19%,365.03%,17.97%,-56.37%,Upgrade
32,Free Cash Flow,4506,7057,1730,8928,520.97,-4302,-1425,5075,13379,3916,Upgrade
33,Free Cash Flow Per Share,1.64,2.56,0.63,3.23,0.19,-1.56,-0.52,1.84,4.85,1.42,Upgrade
34,Dividend Per Share,0.660,-,-,-,-,-,-,-,-,-,Upgrade
35,Operating Margin,8.26%,7.26%,7.33%,1.09%,5.76%,-0.06%,8.11%,9.75%,9.32%,5.46%,Upgrade
36,Profit Margin,6.75%,6.68%,5.70%,1.28%,4.42%,2.48%,5.56%,7.06%,6.87%,3.03%,Upgrade
37,Free Cash Flow Margin,9.23%,16.00%,4.18%,29.39%,1.79%,-15.26%,-2.19%,9.16%,31.26%,14.12%,Upgrade
38,EBITDA,4870,3828,3818,981.04,2374,643.21,5998,6104,4839,2289,Upgrade
39,D&A For EBITDA,836.43,623.82,785.47,650.13,702.11,659.4,711.52,701.78,849.51,774.6,Upgrade
40,EBIT,4034,3204,3033,330.91,1671,-16.19,5287,5402,3989,1514,Upgrade
