,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Cash & Equivalents,15724,15252,11318,15317,20290,24692,28652,26049,24667,18191,Upgrade
1,Short-Term Investments,24558,23107,25523,24395,8881,5077,7976,4759,319.64,-,Upgrade
2,Trading Asset Securities,9570,10512,7026,4465,5818,2959,6459,5440,7001,1715,Upgrade
3,Cash & Short-Term Investments,49852,48870,43867,44177,34989,32729,43088,36248,31988,19906,Upgrade
4,Cash Growth,13.64%,10.62%,25.37%,34.98%,-18.80%,-9.71%,34.70%,82.09%,81.33%,15.27%,Upgrade
5,Accounts Receivable,15133,9508,8844,6662,7561,7277,9385,6766,12828,10444,Upgrade
6,Other Receivables,-,-,-,-,-,-,-,-,430,231.36,Upgrade
7,Receivables,24684,17078,15544,16230,16785,24063,27615,20222,21309,17572,Upgrade
8,Inventory,13194,13338,14453,13502,15855,16667,15869,20811,14745,9721,Upgrade
9,Prepaid Expenses,-,-,-,-,-,-,-,-,-,650.35,Upgrade
10,Restricted Cash,4550,4934,4487,4555,2902,3614,6073,4558,-,-,Upgrade
11,Other Current Assets,2175,2846,1833,1487,1887,2910,2152,2236,1367,360.05,Upgrade
12,Total Current Assets,94456,87067,80183,79951,72419,79984,94797,84075,69409,48210,Upgrade
13,"Property, Plant & Equipment",17931,18083,17729,17820,16527,16769,15490,14892,12508,11535,Upgrade
14,Long-Term Investments,1527,2049,2019,1961,1489,1370,1060,1061,548.36,529.65,Upgrade
15,Goodwill,68.93,68.93,68.93,68.93,68.93,121.43,68.93,68.93,17.48,17.48,Upgrade
16,Other Intangible Assets,137.21,152.07,198.06,232.37,256.68,220.28,415.52,280.26,296.54,278.59,Upgrade
17,Long-Term Accounts Receivable,55.54,64.44,87.42,132.22,184.37,252.62,198.42,256.24,280.61,234.12,Upgrade
18,Long-Term Deferred Tax Assets,2245,2159,2417,2302,2367,2223,2360,2327,2269,1676,Upgrade
19,Long-Term Deferred Charges,-,-,-,-,-,49.23,-,34.66,-,-,Upgrade
20,Other Long-Term Assets,10115,7174,4947,1033,1118,1276,1146,1074,852.62,850.93,Upgrade
21,Total Assets,132740,121785,112304,105642,101339,107020,124376,111008,89845,65951,Upgrade
22,Accounts Payable,52165,46624,39617,33271,32675,37479,53483,54695,41530,24843,Upgrade
