,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
,Period Ending,"Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020"
0,Cash & Equivalents,-,69.22,164.37,252.35,309.4,109.27,286.31,367.13,315.56,694.39,921.97,911.12,25.61,-,189,-,15.32,15.32,14.57,14.57
1,Short-Term Investments,-,174.06,593.15,43.5,418.11,-,152.56,-,206.23,-,-,-,-,-,-,-,-,-,-,-
2,Trading Asset Securities,-,300.31,297.37,221.51,338.63,597.59,377.17,377.22,518.98,446,338.19,574.76,242.45,-,68.48,-,10.33,10.33,27.8,27.8
3,Cash & Short-Term Investments,543.59,543.59,1055,517.35,1066,706.85,816.04,744.34,1041,1140,1260,1486,268.06,-,257.48,25.65,25.65,25.65,42.37,42.37
4,Cash Growth,-49.01%,-23.10%,29.27%,-30.50%,2.44%,-38.02%,-35.24%,-49.91%,288.27%,-,389.42%,5692.88%,945.04%,-,507.75%,-39.46%,-,-,-,-
5,Accounts Receivable,-,188.98,129.92,102.17,95.52,68.31,68.3,71.51,100.84,77.69,60.99,47.51,55.04,-,49.71,-,41.67,41.67,41.75,41.75
6,Other Receivables,-,1.86,4.74,0.75,2.68,0.7,0.87,1.19,16.22,9.95,11.25,0.95,7.85,-,0.6,-,2.15,-,0.55,0.55
7,Receivables,-,190.83,134.66,102.92,98.2,69.01,73.53,72.7,138.44,87.64,72.23,48.45,62.88,-,50.31,-,43.82,41.67,42.29,42.29
8,Inventory,-,69.1,89.69,133.73,116.11,143.95,147.15,169.95,129.81,181.73,155.43,169.23,71.71,-,52.53,-,23.32,23.32,16.91,16.91
9,Other Current Assets,-,583.7,220.97,886.63,574.47,333.28,246.19,618.19,356.42,208.94,272.48,240.59,275.9,-,333.31,-,106.18,108.32,5.17,5.17
10,Total Current Assets,-,1387,1500,1641,1855,1253,1283,1605,1665,1619,1760,1944,678.55,-,693.63,-,198.97,198.97,106.74,106.74
11,"Property, Plant & Equipment",-,13.5,15.21,15.37,16.43,19.18,20.98,14.29,15.63,15.38,15.38,16.41,17.24,-,13.14,-,8.28,8.28,9.07,9.07
12,Long-Term Investments,-,132.52,433.87,132.52,504.5,131.32,631.17,101.12,265.05,51.92,51.92,-,51.92,-,-,-,-,-,-,-
13,Other Intangible Assets,-,58.12,67.97,55.2,64.72,82.43,96.27,109.17,124.72,68.76,69.56,78.35,87.26,-,30.5,-,17.43,17.43,10,10
14,Long-Term Deferred Tax Assets,-,20.78,21.63,25.73,25.74,31.9,28.13,23.64,25.12,7.3,6.11,9.58,15.81,-,3.36,-,0.68,0.68,-,-
15,Long-Term Deferred Charges,-,29.77,35.21,42.45,53.67,45.55,56.96,64.51,75.62,103.09,101.05,94.25,105.57,-,58.23,-,3.31,3.31,0.59,0.59
16,Other Long-Term Assets,-,301.13,5.47,405.1,3.55,545.33,29.84,261.72,27.44,7.48,15.57,63,13.54,-,37.85,-,59.62,59.62,4.92,4.92
17,Total Assets,-,1943,2080,2317,2524,2109,2146,2180,2199,1873,2020,2206,969.9,-,836.71,-,288.3,288.3,131.31,131.31
18,Accounts Payable,-,90.56,13.43,5.17,14.57,9.67,11.89,6.18,45.69,33.62,39.41,36.72,38.98,-,5.24,-,9.05,9.05,3.6,3.6
19,Accrued Expenses,-,15.52,22.84,25.91,30.34,12.54,15.87,26.01,29.3,10.23,15.21,15.15,24.16,-,15.44,-,31.59,31.83,12.07,12.07
20,Short-Term Debt,-,186.5,161.01,196.85,126.8,86.85,60.83,60,-,-,-,-,-,-,5.01,-,25.03,25.03,25.02,25.02
21,Current Portion of Leases,-,0.1,0.1,0.37,0.81,1.3,1.79,2.07,2.08,2.08,1.66,1.64,1.78,-,2.23,-,-,-,-,-
22,Current Income Taxes Payable,-,2.14,-,0.97,-,1.56,-,1.6,0,1.24,0,5.33,1.21,-,-,-,-,-,-,-
23,Current Unearned Revenue,-,89.77,277.67,426.32,649.25,417.97,487.48,502.15,533.26,339.81,477.45,627.31,626.3,-,580.51,-,99.89,100,16.93,16.93
24,Other Current Liabilities,-,7.86,57.78,109.3,162.59,53.56,52.44,59.85,99.23,17.09,37.74,72.26,74.83,-,60.37,-,0.75,0.4,2.15,2.15
25,Total Current Liabilities,-,392.45,532.83,764.89,984.37,583.47,630.32,657.86,709.56,404.07,571.47,758.42,767.26,-,668.79,-,166.31,166.31,59.76,59.76
26,Long-Term Leases,-,-,-,-,-,0.02,0.09,0.26,0.68,1.18,1.25,1.65,2.04,-,2.9,-,-,-,-,-
27,Long-Term Unearned Revenue,-,40.61,42.75,45.12,31.99,25.46,22.76,19.57,1.18,0.61,0.63,0.65,0.67,-,0.72,-,0.76,0.76,0.8,0.8
28,Long-Term Deferred Tax Liabilities,-,0.05,0.06,0.13,0.43,0.21,0.17,0.17,0.91,-,-,-,-,-,-,-,-,-,-,-
29,Total Liabilities,-,433.11,575.65,810.14,1017,609.16,653.34,677.85,712.33,405.86,573.35,760.72,769.98,-,672.4,-,167.07,167.07,60.57,60.57
30,Common Stock,-,111.7,80,80,80,80,80,80,80,80,80,80,60,-,60,-,60,60,60,60
31,Additional Paid-In Capital,-,1178,1208,1207,1206,1205,1204,1204,1204,1204,1204,1204,4.18,-,4.18,-,4.18,4.18,4.18,4.18
32,Retained Earnings,-,259.48,247.57,248.35,233.2,214.79,208.82,217.85,202.76,182.95,162.71,161.2,135.74,-,100.13,-,57.05,57.05,6.57,6.57
33,Treasury Stock,-,-39.3,-31.92,-28.46,-12.47,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
34,Comprehensive Income & Other,-,0.27,0.27,0.27,0.27,0.09,0.09,0.09,0.09,-,-,-,-,-,-,-,-,-,-,-
35,Shareholders' Equity,1510,1510,1504,1507,1507,1500,1493,1502,1487,1467,1447,1445,199.92,-,164.31,121.23,121.23,121.23,70.75,70.75
36,Total Liabilities & Equity,-,1943,2080,2317,2524,2109,2146,2180,2199,1873,2020,2206,969.9,-,836.71,-,288.3,288.3,131.31,131.31
37,Total Debt,186.6,186.6,161.11,197.22,127.61,88.18,62.71,62.32,2.76,3.26,2.91,3.29,3.83,-,10.13,25.03,25.03,25.03,25.02,25.02
38,Net Cash (Debt),356.99,356.99,893.77,320.13,938.54,618.67,753.32,682.02,1038,1137,1257,1483,264.23,-,247.35,0.62,0.62,0.62,17.34,17.34
39,Net Cash Growth,-61.96%,-42.30%,18.64%,-53.06%,-9.58%,-45.59%,-40.08%,-54.00%,292.84%,-,408.28%,239029.97%,42517.98%,-,1326.38%,-96.42%,-,-,-,-
40,Net Cash Per Share,3.21,3.27,7.84,2.87,8.37,5.66,6.50,6.13,9.08,10.45,10.99,14.56,3.16,-,3.05,0.01,0.01,0.01,0.21,0.21
41,Filing Date Shares Outstanding,111.29,109.31,110.95,111.34,111.74,112,112,112,112,112,112,112,112,85.31,84,86.54,84,84,84,84
42,Total Common Shares Outstanding,111.29,109.31,111.23,111.34,111.74,112,112,112,112,112,112,112,84,85.31,84,86.54,84,84,84,84
43,Working Capital,-,994.77,967.37,875.75,870.56,669.62,652.58,947.32,955.88,1215,1189,1186,-88.71,-,24.83,-,32.66,32.66,46.97,46.97
44,Book Value Per Share,13.81,13.81,13.52,13.53,13.48,13.39,13.33,13.41,13.27,13.10,12.92,12.90,2.38,-,1.96,1.44,1.44,1.44,0.84,0.84
45,Tangible Book Value,1452,1452,1436,1452,1442,1417,1397,1393,1362,1398,1377,1367,112.66,-,133.81,103.8,103.8,103.8,60.75,60.75
46,Tangible Book Value Per Share,13.28,13.28,12.91,13.04,12.91,12.65,12.47,12.43,12.16,12.48,12.29,12.20,1.34,-,1.59,1.24,1.24,1.24,0.72,0.72
47,Machinery,-,-,30.39,-,28.68,-,32.66,-,24.48,-,22.18,-,21.44,-,14.35,-,13.77,13.77,13.75,13.75
48,Construction In Progress,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.3,-,-,-,-,-
