,Fiscal Quarter,Current,Q2 2025,Q1 2025,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,+20 Quarters
,Period Ending,"Jan '25 Jan 13, 2025","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Market Capitalization,52,106,123,113,117,117,117,119,125,57,61,21,44,51,61,26,15,24,30,32,30,Upgrade
1,Market Cap Growth,-9.66%,-9.66%,5.71%,-4.77%,-6.11%,107.47%,91.73%,471.09%,182.69%,11.94%,0.11%,-19.36%,188.83%,106.30%,105.42%,-18.30%,-48.28%,-46.67%,-50.00%,-77.37%,-51.67%,Upgrade
2,Enterprise Value,43,113,130,101,105,122,121,142,147,113,105,54,78,103,113,41,31,47,52,52,50,Upgrade
3,Last Close Price,0.08,0.16,0.18,0.17,0.18,0.18,0.17,0.20,0.21,0.16,0.17,0.13,0.28,0.32,0.39,0.37,0.30,0.48,0.58,0.62,0.58,Upgrade
4,PE Ratio,-,-12.67,-15.95,-,-,-22.71,-,-,-4.71,-,-,-,-2.66,-2.35,-,-,-,-,-,-,-,Upgrade
5,PS Ratio,0.73,1.48,1.81,1.73,1.93,2.03,2.02,2.15,2.03,0.82,0.80,0.26,0.60,0.79,1.10,0.52,0.35,0.52,0.61,0.64,0.54,Upgrade
6,PB Ratio,0.97,1.97,2.29,2.14,2.21,1.96,2.23,2.28,5.77,2.61,14.22,4.87,-,1.92,377.40,160.46,-,1.51,1.54,1.64,-,Upgrade
7,P/TBV Ratio,1.99,1.99,2.32,2.16,2.24,1.98,2.26,2.31,6.02,2.72,14.22,4.87,-,1.92,377.40,160.46,-,1.51,1.54,1.64,-,Upgrade
8,P/FCF Ratio,18.32,37.34,96.43,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
9,P/OCF Ratio,36.66,36.66,92.66,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
10,EV/Sales Ratio,0.60,1.57,1.91,1.55,1.73,2.10,2.10,2.56,2.39,1.64,1.38,0.68,1.05,1.60,2.05,0.84,0.70,1.00,1.08,1.05,0.90,Upgrade
11,EV/EBITDA Ratio,-,-,-,-,-,794.05,-,-28.48,-,-,-,-,-,-6.16,-,-,-,-,-4.62,-,-,Upgrade
12,EV/EBIT Ratio,-,-,-,-,-,-47.87,-,-14.36,-,-,-,-,-,-5.82,-,-,-,-,-4.22,-,-,Upgrade
13,EV/FCF Ratio,15.07,39.70,101.69,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
14,Debt / Equity Ratio,0.17,0.17,0.17,0.20,0.20,0.08,0.14,0.14,1.83,1.83,14.24,14.24,-,1.82,346.78,346.78,-,1.95,1.52,1.52,-,Upgrade
15,Debt / EBITDA Ratio,-,4.26,4.26,-,-,1.19,-,0.57,-,-,-,-,-,27.81,-,-,-,-,15.91,-,-,Upgrade
16,Debt / FCF Ratio,3.28,3.28,7.28,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
17,Asset Turnover,1.03,1.03,0.92,0.94,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,
18,Inventory Turnover,3.03,3.83,3.48,3.04,2.74,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
19,Quick Ratio,1.33,1.33,1.33,0.56,0.56,2.33,-,0.45,-,0.96,-,0.42,-,1.21,-,0.29,-,3.18,-,1.32,-,Upgrade
20,Current Ratio,2.14,2.14,2.14,2.26,2.26,5.28,-,3.48,-,1.97,-,1.06,-,2.34,-,1.20,-,4.98,-,4.50,-,Upgrade
21,Return on Equity (ROE),6.43%,6.48%,-38.09%,-35.74%,10.65%,-6.50%,-115.59%,90.06%,-153.04%,-345.77%,-,-,44.43%,-3016.15%,-,-,-105.60%,-5.22%,-,-,Upgrade,
22,Return on Assets (ROA),-1.48%,-1.47%,-13.13%,-13.41%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,
23,Return on Capital (ROIC),-1.72%,-1.71%,-15.27%,-15.12%,3.81%,-5.70%,10.68%,-19.23%,-18.88%,-11.31%,-,-,1.62%,-14.36%,-,-,-18.30%,0.82%,-,-,Upgrade,
24,Return on Capital Employed (ROCE),-,-,-,-,-,-4.04%,-,-17.46%,-,-,-,-,-,-26.93%,-,-,-,-,-,-,-,Upgrade
25,Earnings Yield,-16.08%,-7.89%,-6.27%,-8.34%,-12.86%,-4.40%,-9.96%,-12.16%,-21.22%,-54.41%,-40.01%,-104.89%,-37.56%,-42.56%,-45.49%,-103.27%,-110.37%,-64.04%,-77.55%,-79.38%,-5.93%,Upgrade
26,FCF Yield,5.46%,2.68%,1.04%,-0.25%,-0.12%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
27,Buyback Yield / Dilution,-12.89%,-7.06%,-10.65%,-584.49%,-31.32%,-30.60%,-271.27%,38.24%,-249.26%,-308.54%,-42.19%,-157.86%,-185.05%,-140.42%,-123.70%,-19.82%,0.62%,4.90%,-,33.05%,0.90%,Upgrade
28,Total Shareholder Return,-12.89%,-7.06%,-10.65%,-584.49%,-31.32%,-30.60%,-271.27%,38.24%,-249.26%,-308.54%,-42.19%,-157.86%,-185.05%,-140.42%,-123.70%,-19.82%,0.62%,4.90%,-,33.05%,0.90%,Upgrade
