,Fiscal Quarter,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,+2 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020",+2 Quarters
0,Cash & Equivalents,126.42,164.94,118.06,194.44,102.07,207.64,145.41,130.66,84.05,69.12,Upgrade
1,Short-Term Investments,-,-,-,-,3.19,-,22.94,24.62,14.56,10.15,Upgrade
2,Trading Asset Securities,0.02,0.02,0.02,0.02,0.01,0.02,0.9,0.51,0.4,0.38,Upgrade
3,Cash & Short-Term Investments,126.43,164.96,118.08,194.47,105.28,207.66,169.25,155.79,99,79.65,Upgrade
4,Cash Growth,7.08%,-15.17%,12.16%,-6.35%,-37.80%,33.29%,70.96%,95.59%,-9.55%,-28.84%,Upgrade
5,Accounts Receivable,50.62,70.57,60.41,56.79,36.51,30.52,33.26,75.75,63.35,31.22,Upgrade
6,Other Receivables,6.62,7.82,8.51,8.89,16.78,41.8,16.79,26.94,20.23,14.59,Upgrade
7,Receivables,57.24,78.39,68.92,65.68,53.29,72.32,50.05,102.69,83.58,45.81,Upgrade
8,Inventory,128.44,105.64,100.17,99.96,109.48,93.21,96.29,111.33,167.88,195.99,Upgrade
9,Other Current Assets,-,-,-,-,-,-,19,-,-,-,Upgrade
10,Total Current Assets,312.11,348.99,287.17,360.1,268.04,373.19,334.59,369.82,350.47,321.45,Upgrade
11,"Property, Plant & Equipment",55.44,67.77,73.95,82.69,89.38,102.11,67.74,81.07,95.05,106.32,Upgrade
12,Long-Term Investments,10.46,10.53,10.6,10.61,10.28,10.68,10.11,10.11,14.13,14.13,Upgrade
13,Other Intangible Assets,-,-,-,-,-,-,-,-,0.35,0.28,Upgrade
14,Long-Term Deferred Tax Assets,2.42,2.42,2.42,2.42,2.42,2.42,2.42,2.42,2.42,2.42,Upgrade
15,Other Long-Term Assets,356.15,342.9,369.73,365.17,370.75,381.48,337.66,351.32,362.52,362.18,Upgrade
16,Total Assets,736.58,772.61,743.87,820.98,740.87,869.88,752.51,814.73,824.93,806.78,Upgrade
17,Accounts Payable,2.58,2.46,2.47,1.94,2.09,5.43,7.77,6.56,7.68,8.67,Upgrade
18,Accrued Expenses,52.52,53.11,52.04,57.61,52.42,59.45,58.45,56.96,55,50.2,Upgrade
19,Short-Term Debt,118.84,158.84,134.36,174.36,134.88,172.48,93,164.09,163.17,161.4,Upgrade
20,Current Portion of Leases,18.89,20.96,20.32,20,24.23,29.13,40.36,68.56,69.97,77.43,Upgrade
21,Current Income Taxes Payable,14.68,15.14,12.58,18.62,15.71,14.51,13.71,14.36,16.75,4.88,Upgrade
22,Current Unearned Revenue,1.15,1.13,1.2,1.25,1.44,2.62,1.89,2.52,1.84,1.32,Upgrade
23,Other Current Liabilities,24.29,24.81,21.58,22.85,28.05,28.59,35.05,36.33,46.31,39.62,Upgrade
24,Total Current Liabilities,232.94,276.44,244.55,296.62,258.82,312.2,250.23,349.37,360.72,343.51,Upgrade
25,Long-Term Leases,18.42,25.86,28.85,35.21,41.98,57.5,21.43,27.69,50.19,95.85,Upgrade
26,Long-Term Deferred Tax Liabilities,20.39,23.13,20.41,26.12,24.79,29.12,26.39,26.39,23.66,23.66,Upgrade
27,Other Long-Term Liabilities,2.74,2.66,2.8,2.34,1.76,2.59,2.66,2.55,2.46,2.36,Upgrade
28,Total Liabilities,274.49,328.09,296.61,360.28,327.34,401.41,300.71,405.99,437.03,465.37,Upgrade
29,Common Stock,149.42,149.42,149.42,149.42,149.42,149.42,149.42,149.42,149.42,149.42,Upgrade
30,Additional Paid-In Capital,10.73,10.73,10.73,10.73,10.73,10.73,10.73,10.73,10.73,10.73,Upgrade
31,Retained Earnings,-58.44,-68.26,-63.74,-59.42,-96.08,-63.02,-71.44,-106.8,-137,-177.1,Upgrade
32,Comprehensive Income & Other,360.38,352.62,350.85,359.97,349.46,371.34,363.09,360.24,367.64,360.43,Upgrade
33,Total Common Equity,462.1,444.52,447.26,460.71,413.53,468.48,451.81,413.6,390.81,343.48,Upgrade
34,Minority Interest,-0,-0,-0,-0,-0.01,-0.01,-0.01,-4.86,-2.9,-2.08,Upgrade
35,Shareholders' Equity,462.09,444.52,447.26,460.7,413.53,468.47,451.8,408.74,387.9,341.41,Upgrade
36,Total Liabilities & Equity,736.58,772.61,743.87,820.98,740.87,869.88,752.51,814.73,824.93,806.78,Upgrade
37,Total Debt,156.14,205.66,183.53,229.57,201.09,259.1,154.79,260.34,283.33,334.67,Upgrade
38,Net Cash (Debt),-29.71,-40.7,-65.46,-35.1,-95.81,-51.44,14.46,-104.54,-184.33,-255.02,Upgrade
39,Net Cash Per Share,-0.04,-0.05,-0.09,-0.05,-0.13,-0.07,0.02,-0.14,-0.25,-0.34,Upgrade
40,Filing Date Shares Outstanding,747.12,747.12,747.12,747.12,747.12,747.12,747.12,747.12,747.12,747.12,Upgrade
41,Total Common Shares Outstanding,747.12,747.12,747.12,747.12,747.12,747.12,747.12,747.12,747.12,747.12,Upgrade
42,Working Capital,79.17,72.55,42.62,63.48,9.23,60.99,84.36,20.45,-10.26,-22.06,Upgrade
43,Book Value Per Share,0.62,0.59,0.60,0.62,0.55,0.63,0.60,0.55,0.52,0.46,Upgrade
44,Tangible Book Value,462.1,444.52,447.26,460.71,413.53,468.48,451.81,413.6,390.46,343.21,Upgrade
45,Tangible Book Value Per Share,0.62,0.59,0.60,0.62,0.55,0.63,0.60,0.55,0.52,0.46,Upgrade
46,Machinery,-,28.28,-,28.56,-,30.26,-,28.72,-,27.08,Upgrade
47,Construction In Progress,-,-,-,2.08,-,0.2,-,-,-,-,Upgrade
48,Leasehold Improvements,-,32.25,-,28.53,-,34.28,-,34.31,-,32.97,Upgrade
