,Fiscal Quarter,Current,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,Q3 2019,+18 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019","Sep '19 Sep 30, 2019",+18 Quarters
0,Market Capitalization,191,267,227,306,504,648,591,335,320,330,142,167,112,28,38,51,33,86,22,23,32,Upgrade
1,Market Cap Growth,-58.89%,-58.89%,-61.59%,-8.60%,57.71%,96.22%,315.67%,100.61%,185.71%,1062.50%,272.09%,230.08%,238.31%,-67.04%,73.52%,123.79%,4.92%,149.94%,-48.61%,-44.12%,-45.36%,Upgrade
2,Enterprise Value,206,267,227,291,489,626,568,316,301,297,109,211,155,58,67,81,63,121,57,64,73,Upgrade
3,Last Close Price,0.53,0.74,0.63,0.85,1.40,1.80,1.64,0.93,0.90,0.93,0.40,0.47,0.32,0.27,0.36,0.49,0.33,1.03,0.31,0.32,0.45,Upgrade
4,PE Ratio,-,-,-,-19.31,-,-,-,-,-13.59,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
5,PS Ratio,3.73,5.21,3.72,4.80,5.96,6.29,4.75,2.39,2.13,2.47,1.21,1.53,1.31,0.43,0.65,0.75,0.34,0.64,0.16,0.16,0.22,Upgrade
6,PB Ratio,-49.40,-49.40,-42.06,-1034.57,-24.19,-31.11,-37.94,-21.51,-,-80.27,81.65,95.93,-,-0.78,-1.47,-1.95,-,-4.89,3.15,3.23,-,Upgrade
7,P/TBV Ratio,-,-,-,51038.82,152.66,196.28,66.01,37.43,-,19.06,6.40,7.52,-,-,-,-,-,-,1.53,1.57,-,Upgrade
8,EV/Sales Ratio,4.02,5.21,3.72,4.57,5.78,6.08,4.57,2.26,2.01,2.22,0.92,1.92,1.82,0.88,1.15,1.19,0.64,0.90,0.42,0.45,0.50,Upgrade
9,EV/EBITDA Ratio,-,-,-,-17.35,-,-,-,-,-9.60,-,-,-,-,-,-,-,-,-,-,-,-3.57,Upgrade
10,EV/EBIT Ratio,-,-,-,-16.27,-,-,-,-,-9.27,-,-,-,-,-,-,-,-,-,-,-,-3.32,Upgrade
11,Debt / Equity Ratio,-6.51,-6.51,-6.51,-116.89,-0.97,-0.97,-1.13,-1.13,-,-3.78,9.32,9.32,-,-1.88,-2.53,-2.53,-,-3.64,9.47,9.47,-,Upgrade
12,Debt / EBITDA Ratio,-,-,-,5.37,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
13,Asset Turnover,0.65,0.61,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,
14,Inventory Turnover,84.42,141.03,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
15,Quick Ratio,1.20,1.20,1.20,1.68,-,0.60,-,0.71,-,0.67,-,0.94,-,0.47,-,1.12,-,1.19,-,1.33,-,Upgrade
16,Current Ratio,1.71,1.71,1.71,1.88,-,0.81,-,0.86,-,0.99,-,1.08,-,0.65,-,1.25,-,1.28,-,1.39,-,Upgrade
17,Return on Equity (ROE),-,-,-,-,-,-,-,-,-,-290.41%,-,-,-,-,-,-,-,-262.95%,-,-,Upgrade,
18,Return on Assets (ROA),-17.62%,-16.52%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,
19,Return on Capital (ROIC),-27.58%,-25.62%,19.97%,-,-3214.94%,-562.94%,-,-,-74.40%,-14.87%,-,-,-24.28%,-33.20%,-,-,-11.46%,-9.23%,-,-,Upgrade,
20,Return on Capital Employed (ROCE),-,-,-,-67.34%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
21,Earnings Yield,-4.93%,-3.53%,-6.92%,-5.18%,-5.97%,-3.89%,-3.29%,-5.35%,-7.36%,-8.15%,-19.68%,-19.35%,-17.24%,-82.36%,-105.02%,-75.18%,-242.11%,-86.02%,-260.66%,-249.59%,-120.26%,Upgrade
22,FCF Yield,-3.87%,-5.35%,-3.14%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
23,Buyback Yield / Dilution,-0.64%,-,-,-1.18%,-1.38%,-1.38%,-1.11%,-22.33%,-74.05%,-300.00%,-303.81%,-239.18%,-172.78%,-34.31%,-48.30%,-44.22%,-25.80%,-11.17%,-,0.10%,-,Upgrade
24,Total Shareholder Return,-0.64%,-,-,-1.18%,-1.38%,-1.38%,-1.11%,-22.33%,-74.05%,-300.00%,-303.81%,-239.18%,-172.78%,-34.31%,-48.30%,-44.22%,-25.80%,-11.17%,-,0.10%,-,Upgrade
