,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+1 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+1 Quarters
0,Market Capitalization,1906,1154,1051,1092,1412,1231,1881,2101,2041,710,940,Upgrade
1,Market Cap Growth,5.66%,5.66%,-25.55%,-11.24%,-24.95%,-41.43%,-7.84%,195.77%,117.02%,-12.35%,51.61%,Upgrade
2,Enterprise Value,1920,1695,1313,1211,1829,1552,2217,1985,2221,710,1015,Upgrade
3,Last Close Price,1.85,1.08,0.91,0.92,1.15,1.01,1.48,1.61,1.52,0.52,0.66,Upgrade
4,PE Ratio,5.18,3.14,3.20,3.63,4.75,3.83,4.97,5.47,7.06,3.72,5.32,Upgrade
5,Forward PE,4.87,2.62,2.62,2.83,3.54,2.59,4.40,5.09,7.63,3.38,4.45,Upgrade
6,PS Ratio,0.38,0.23,0.22,0.23,0.26,0.20,0.30,0.35,0.45,0.20,0.26,Upgrade
7,PB Ratio,1.11,0.68,0.64,0.75,1.00,0.91,1.44,1.73,2.04,0.96,1.35,Upgrade
8,P/TBV Ratio,0.70,0.70,0.65,0.76,1.01,0.92,1.47,1.77,2.07,0.98,1.38,Upgrade
9,P/FCF Ratio,4.61,2.79,5.90,-,3.50,-,-5.56,-,5.24,-,23.65,Upgrade
10,P/OCF Ratio,1.45,1.45,2.17,1.74,2.37,-,7.67,-,3.69,3.03,4.48,Upgrade
11,PEG Ratio,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.09,Upgrade
12,EV/Sales Ratio,0.39,0.34,0.27,0.25,0.33,0.26,0.35,0.33,0.49,0.20,0.28,Upgrade
13,EV/EBITDA Ratio,3.28,2.97,2.46,2.36,3.57,2.95,3.64,2.98,4.40,2.22,3.19,Upgrade
14,EV/EBIT Ratio,4.53,4.00,3.45,3.39,4.94,4.09,4.50,3.50,5.29,2.89,4.24,Upgrade
15,EV/FCF Ratio,4.64,4.10,7.37,-,4.54,-,-6.55,-,5.70,-,25.52,Upgrade
16,Debt / Equity Ratio,0.15,0.15,0.43,0.27,0.34,0.48,0.47,0.39,0.33,0.41,0.24,Upgrade
17,Debt / FCF Ratio,0.63,0.63,4.00,-,1.18,-,-1.81,-,0.84,-,4.25,Upgrade
18,Return on Capital Employed (ROCE),22.41%,22.41%,20.55%,20.68%,20.68%,21.35%,28.82%,37.49%,34.02%,25.60%,28.84%,Upgrade
19,Earnings Yield,19.30%,31.89%,31.29%,27.52%,21.03%,26.12%,20.13%,18.28%,14.16%,26.86%,18.79%,Upgrade
20,FCF Yield,21.69%,35.83%,16.95%,38.47%,28.55%,-0.90%,-18.00%,-1.22%,19.08%,7.50%,4.23%,Upgrade
21,Dividend Yield,8.00%,13.66%,13.64%,6.64%,5.30%,8.30%,7.63%,6.96%,5.57%,11.22%,8.06%,Upgrade
22,Buyback Yield / Dilution,-0.35%,-,-0.70%,-2.99%,-2.28%,-,-,-,-,-,0.05%,Upgrade
23,Total Shareholder Return,7.65%,13.66%,12.94%,3.65%,3.02%,8.30%,7.63%,6.96%,5.57%,11.22%,8.10%,Upgrade
