,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+1 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+1 Quarters
0,Revenue,2471,2484,2339,2484,2998,3046,3316,2725,1764,1802,Upgrade
1,Revenue Growth (YoY),5.63%,0.02%,-21.96%,-18.47%,-9.61%,11.79%,88.04%,51.25%,-3.87%,4.01%,Upgrade
2,Cost of Revenue,1969,1986,1931,2019,2547,2554,2749,2204,1458,1474,Upgrade
3,Gross Profit,501.85,498.37,408.84,464.96,450.83,492.81,567.52,521.24,306.1,328.08,Upgrade
4,"Selling, General & Admin",331.3,314.81,269.39,271.19,326.01,315.98,315.43,233.27,197.98,213.16,Upgrade
5,Other Operating Expenses,-26.56,-47.5,-9.91,-21.14,-31.87,-48.21,-17.33,-9.84,-15.27,-7.32,Upgrade
6,Operating Expenses,314.6,261.47,265.75,251.12,294.1,270.07,297.6,224.81,182.71,206.14,Upgrade
7,Operating Income,187.25,236.9,143.09,213.84,156.73,222.74,269.92,296.43,123.39,121.94,Upgrade
8,Interest Expense,-2.12,-4.97,-5.88,-9.07,-5.5,-2.89,-4.6,-0.08,-7.19,-3.75,Upgrade
9,Interest & Investment Income,9.04,5.23,2.06,1.1,0.97,1.28,1.69,-,0.65,0.35,Upgrade
10,Currency Exchange Gain (Loss),10.75,-6.06,21.91,4.24,8.28,-9.21,-18.68,-33.27,0.34,-2.22,Upgrade
11,EBT Excluding Unusual Items,204.92,231.1,161.17,210.11,160.48,211.92,248.34,263.08,117.19,116.32,Upgrade
12,Gain (Loss) on Sale of Investments,2.42,6.16,0.95,-5.28,0.03,0.08,-,0.86,-0.77,1.26,Upgrade
13,Gain (Loss) on Sale of Assets,0.19,2.61,-0.79,-1.29,-0.46,-0.5,-0.45,-2.5,-0.24,0.17,Upgrade
14,Asset Writedown,-0.5,-13.42,0.1,-11.82,-,-3.01,0.6,-3.51,-0.3,-3.84,Upgrade
15,Pretax Income,207.02,226.45,161.43,191.72,160.06,208.49,248.49,257.94,115.88,113.91,Upgrade
16,Income Tax Expense,31.68,34.71,24.97,27.67,27.58,14.93,53.54,64.19,21,18.55,Upgrade
17,Earnings From Continuing Operations,175.34,191.74,136.46,164.05,132.48,193.56,194.96,193.75,94.88,95.37,Upgrade
18,Minority Interest in Earnings,0.49,0.4,0.25,-0.18,0.56,-5.14,-4.76,0.2,0.22,0.29,Upgrade
19,Net Income,175.83,192.14,136.71,163.87,133.03,188.42,190.2,193.95,95.11,95.66,Upgrade
20,Net Income to Common,175.83,192.14,136.71,163.87,133.03,188.42,190.2,193.95,95.11,95.66,Upgrade
21,Net Income Growth,28.61%,17.26%,2.76%,-13.03%,-30.05%,-2.85%,99.98%,102.75%,17.28%,42.82%,Upgrade
22,Shares Outstanding (Basic),1030,1030,1030,1023,1000,1000,1000,1000,1000,1000,Upgrade
23,Shares Outstanding (Diluted),1030,1030,1030,1023,1000,1000,1000,1000,1000,1000,Upgrade
24,Shares Change (YoY),-,0.70%,2.99%,2.28%,-,-,-,-,-,-0.05%,Upgrade
25,EPS (Basic),0.17,0.19,0.13,0.16,0.13,0.19,0.19,0.19,0.10,0.10,Upgrade
26,EPS (Diluted),0.17,0.19,0.13,0.16,0.13,0.19,0.19,0.19,0.10,0.10,Upgrade
27,EPS Growth,28.61%,16.44%,-0.22%,-14.97%,-30.05%,-2.85%,99.98%,102.75%,17.28%,42.89%,Upgrade
28,Free Cash Flow,142.19,271.33,-93.17,513.32,-110.34,99.31,-437.82,412.18,-22.75,76.02,Upgrade
29,Free Cash Flow Per Share,0.14,0.26,-0.09,0.50,-0.11,0.10,-0.44,0.41,-0.02,0.08,Upgrade
30,Dividend Per Share,0.052,0.096,0.028,0.033,0.028,0.056,0.057,0.055,0.030,0.028,Upgrade
31,Dividend Growth,85.71%,190.91%,0%,-41.07%,-50.88%,1.82%,90.00%,96.43%,20.00%,-,Upgrade
32,Operating Margin,7.58%,9.54%,6.12%,8.61%,5.23%,7.31%,8.14%,10.88%,7.00%,6.77%,Upgrade
33,Profit Margin,7.12%,7.74%,5.84%,6.60%,4.44%,6.19%,5.74%,7.12%,5.39%,5.31%,Upgrade
34,Free Cash Flow Margin,5.75%,10.92%,-3.98%,20.67%,-3.68%,3.26%,-13.20%,15.13%,-1.29%,4.22%,Upgrade
35,EBITDA,277.72,292.15,240.74,271.74,240.81,285.41,323.2,341.89,162.91,156.73,Upgrade
36,D&A For EBITDA,90.46,55.25,97.65,57.91,84.09,62.67,53.28,45.47,39.51,34.79,Upgrade
37,EBIT,187.25,236.9,143.09,213.84,156.73,222.74,269.92,296.43,123.39,121.94,Upgrade
38,Advertising Expenses,-,-,-,-,-,-,2.81,-,2.96,-,Upgrade
