,Fiscal Quarter,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,+2 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020",+2 Quarters
0,Cash & Equivalents,122.44,93.57,180.44,146.73,164.93,151.52,311.62,246.54,216.12,116.05,Upgrade
1,Short-Term Investments,146.43,33.55,210.63,25.15,295.94,36.88,248.41,43.39,258.51,34.78,Upgrade
2,Trading Asset Securities,29.2,42.85,26.07,49.77,31.58,63.74,64.96,65.02,31.04,28.78,Upgrade
3,Cash & Short-Term Investments,298.07,169.97,417.14,221.65,492.45,252.14,624.99,354.95,505.67,179.61,Upgrade
4,Cash Growth,-28.55%,-23.32%,-15.29%,-12.09%,-21.21%,-28.97%,23.60%,97.63%,-25.06%,-66.20%,Upgrade
5,Accounts Receivable,36.92,31.6,34.66,36.23,37.14,27.82,18.61,18.49,45.1,36.83,Upgrade
6,Other Receivables,-,75.82,5.38,125.82,13.9,184.4,3.58,115.94,-,120.81,Upgrade
7,Receivables,36.92,107.42,40.04,162.05,69.45,246.7,112.19,224.43,45.1,157.64,Upgrade
8,Inventory,817.81,811.59,1076,1230,1227,1361,930.22,696.22,654,912.92,Upgrade
9,Prepaid Expenses,-,67.05,-,43.45,-,89.91,-,34.69,-,95.59,Upgrade
10,Other Current Assets,32.82,47.3,47.51,75.23,59.06,84.11,133.73,200.5,138.9,92.42,Upgrade
11,Total Current Assets,1186,1203,1580,1732,1848,2034,1801,1511,1344,1438,Upgrade
12,"Property, Plant & Equipment",602.67,949.56,1120,1209,1187,1389,1043,1021,958.47,955.45,Upgrade
13,Long-Term Investments,129.58,133.86,137.42,158.4,132.73,319.77,516.35,520.09,247.03,124.41,Upgrade
14,Goodwill,55.68,84.71,278.78,302.32,296.6,333.22,354.53,385.66,387.14,380.98,Upgrade
15,Other Intangible Assets,41.23,134.56,174.64,187.58,184.3,210.33,208.45,265.02,284.63,280.06,Upgrade
16,Long-Term Deferred Tax Assets,1.27,-,-,-,-,-,-,-,-,-,Upgrade
17,Other Long-Term Assets,316.43,346.73,344.85,397.02,414.73,440.86,360.55,383.31,400.57,417.99,Upgrade
18,Total Assets,2332,2853,3636,3986,4063,4728,4284,4086,3622,3597,Upgrade
19,Accounts Payable,8.84,20.95,47.12,30.42,85.28,142.85,88.86,28.31,51.12,60.95,Upgrade
20,Accrued Expenses,-,21.23,-,25.53,-,93.27,-,126.12,-,85.06,Upgrade
21,Short-Term Debt,466.17,429.72,523.37,569.45,424.29,663.83,355.21,158.24,209.15,406.57,Upgrade
22,Current Portion of Long-Term Debt,263.33,297.53,204.93,151.92,182.94,178.64,180.67,177.81,119.8,175.4,Upgrade
23,Current Portion of Leases,42.06,41.03,38.36,38.87,35.48,34.88,47.84,49.75,50.69,55.51,Upgrade
24,Current Income Taxes Payable,-,0.05,0.65,0.92,0.25,5.17,4.26,4.48,4.02,2.92,Upgrade
25,Current Unearned Revenue,41.02,41.57,72.47,136.6,161.13,195.63,249.1,292.93,299.7,186.97,Upgrade
26,Other Current Liabilities,182.58,139.9,199.51,173.63,195.31,45.55,182.32,48.24,158.78,36.51,Upgrade
27,Total Current Liabilities,1004,991.98,1086,1127,1085,1360,1108,885.88,893.26,1010,Upgrade
28,Long-Term Debt,-,-,161.29,284.94,339.29,230.97,84.24,121.99,144.61,173.41,Upgrade
29,Long-Term Leases,241.59,255.23,270.34,306.32,311.2,358.12,282.08,340.79,306.38,328.88,Upgrade
30,Long-Term Deferred Tax Liabilities,-,14.01,32.1,39.45,43.62,53.47,59.22,78.19,80.24,81.99,Upgrade
31,Total Liabilities,1246,1261,1550,1758,1779,2002,1534,1427,1424,1594,Upgrade
32,Common Stock,15.01,12.61,11.98,10.94,10.94,10.94,10.94,10.94,10.22,9.59,Upgrade
33,Additional Paid-In Capital,2143,2097,2059,2013,2013,2013,2013,2013,1924,1875,Upgrade
34,Retained Earnings,-266.36,313.63,961.58,1013,1073,1066,1070,1032,1026,994.88,Upgrade
35,Comprehensive Income & Other,-808.73,-835.6,-964.01,-838.44,-927.34,-528.31,-381.64,-401.78,-767.01,-878.42,Upgrade
36,Total Common Equity,1083,1588,2069,2199,2170,2562,2713,2655,2194,2001,Upgrade
37,Minority Interest,3.99,3.42,17.18,28.7,114.18,162.85,37,4.34,3.47,2.19,Upgrade
38,Shareholders' Equity,1087,1592,2086,2228,2285,2725,2750,2659,2197,2003,Upgrade
39,Total Liabilities & Equity,2332,2853,3636,3986,4063,4728,4284,4086,3622,3597,Upgrade
40,Total Debt,1013,1024,1198,1351,1293,1466,950.04,848.59,830.63,1140,Upgrade
41,Net Cash (Debt),-715.09,-853.55,-781.14,-1130,-800.75,-1214,-325.05,-493.64,-324.96,-960.15,Upgrade
42,Net Cash Per Share,-1.70,-2.20,-2.27,-3.30,-2.32,-3.52,-0.94,-1.53,-1.04,-3.01,Upgrade
43,Filing Date Shares Outstanding,469,394.12,374.4,342,342,342,342,342,319.5,299.59,Upgrade
44,Total Common Shares Outstanding,469,394.12,374.4,342,342,342,342,342,319.5,299.59,Upgrade
45,Working Capital,181.62,211.35,493.93,604.81,762.94,674.22,692.86,624.9,450.42,428.31,Upgrade
46,Book Value Per Share,2.31,4.03,5.53,6.43,6.35,7.49,7.93,7.76,6.87,6.68,Upgrade
47,Tangible Book Value,985.99,1369,1615,1709,1689,2019,2150,2004,1522,1340,Upgrade
48,Tangible Book Value Per Share,2.10,3.47,4.31,5.00,4.94,5.90,6.29,5.86,4.76,4.47,Upgrade
49,Land,-,1173,-,1290,-,1438,-,1027,-,935.38,Upgrade
50,Machinery,-,350.52,-,362.95,-,350.94,-,344.86,-,308.77,Upgrade
