,Fiscal Quarter,Current,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,+2 Quarters
,Period Ending,"Mar '25 Mar 12, 2025","Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020",+2 Quarters
0,Market Capitalization,230,206,512,374,414,602,657,930,1352,1304,959,Upgrade
1,Market Cap Growth,-44.88%,-44.88%,23.81%,-37.80%,-36.98%,-35.29%,-51.42%,-28.64%,40.98%,-0.03%,-41.89%,Upgrade
2,Enterprise Value,949,1063,1311,1533,1329,1979,1019,1428,1680,2266,1456,Upgrade
3,Last Close Price,0.49,0.44,1.30,1.00,1.21,1.76,1.92,2.72,3.95,4.08,3.20,Upgrade
4,PE Ratio,-,-,-,-,-,200.84,-,21.09,36.02,56.76,-,Upgrade
5,Forward PE,-,20.24,20.24,20.24,20.24,20.24,20.24,20.24,20.24,20.24,20.24,Upgrade
6,PS Ratio,0.08,0.08,0.16,0.10,0.10,0.15,0.15,0.18,0.30,0.37,0.28,Upgrade
7,PB Ratio,0.21,0.19,0.32,0.18,0.19,0.26,0.24,0.34,0.51,0.59,0.48,Upgrade
8,P/TBV Ratio,0.21,0.21,0.37,0.23,0.24,0.36,0.33,0.43,0.67,0.86,0.72,Upgrade
9,P/FCF Ratio,2.20,1.98,2.58,1.60,1.77,1.63,-1.87,-,2.05,2.32,4.31,Upgrade
10,P/OCF Ratio,1.80,1.80,2.29,1.33,1.49,2.05,-1.93,-,1.96,2.11,3.38,Upgrade
11,EV/Sales Ratio,0.37,0.41,0.40,0.42,0.33,0.50,0.24,0.28,0.37,0.64,0.42,Upgrade
12,EV/EBITDA Ratio,-,-,-,14.23,8.53,7.37,2.84,4.37,6.83,11.84,7.23,Upgrade
13,EV/EBIT Ratio,-,-,-,20.30,11.01,8.37,3.23,5.08,8.50,15.55,9.21,Upgrade
14,EV/FCF Ratio,9.09,10.19,6.60,6.55,5.67,5.37,-2.90,-,2.55,4.04,6.54,Upgrade
15,Debt / Equity Ratio,0.93,0.93,0.64,0.57,0.61,0.57,0.54,0.35,0.32,0.38,0.57,Upgrade
16,Debt / FCF Ratio,9.71,9.71,5.16,5.12,5.77,3.51,-4.17,-,1.29,1.48,5.12,Upgrade
17,Return on Capital Employed (ROCE),-,-,-,2.96%,4.22%,7.94%,9.36%,8.85%,6.17%,5.34%,6.11%,Upgrade
18,Earnings Yield,-489.35%,-544.95%,-119.73%,-29.86%,-12.84%,0.50%,5.19%,4.74%,2.78%,1.76%,3.16%,Upgrade
19,FCF Yield,45.42%,50.58%,38.73%,62.54%,56.65%,61.28%,-53.57%,-50.85%,48.82%,43.07%,23.20%,Upgrade
20,Buyback Yield / Dilution,-17.56%,-21.65%,-13.44%,-0.04%,0.73%,-0.05%,-6.51%,-10.16%,-1.33%,-3.35%,11.93%,Upgrade
21,Total Shareholder Return,-17.56%,-21.65%,-13.44%,-0.04%,0.73%,-0.05%,-6.51%,-10.16%,-1.33%,-3.35%,11.93%,Upgrade
