,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,1357,1808,2337,2300,2741,4760,1275,276,95,55,134,Upgrade
1,Market Cap Growth,-21.40%,-21.40%,-14.74%,-51.67%,114.92%,1625.00%,1245.77%,400.00%,-29.46%,-72.11%,-30.71%,Upgrade
2,Enterprise Value,1367,1848,2437,2437,2888,4947,1429,515,205,234,329,Upgrade
3,Last Close Price,0.98,1.30,1.68,1.66,2.09,4.30,1.17,0.27,0.09,0.05,0.13,Upgrade
4,PE Ratio,7.85,10.49,17.75,34.35,-263.30,-,-,-,-,-,-,Upgrade
5,Forward PE,-,5.10,5.10,5.10,5.10,5.10,5.10,5.10,5.10,5.10,5.10,Upgrade
6,PS Ratio,0.96,1.33,1.97,2.95,5.70,17.75,5.12,1.09,0.52,0.40,0.63,Upgrade
7,PB Ratio,3.10,4.09,7.03,10.80,23.54,58.99,11.75,2.82,0.75,0.33,0.66,Upgrade
8,P/TBV Ratio,5.31,5.31,10.33,23.03,27.64,81.93,17.74,5.25,1.26,0.50,0.88,Upgrade
9,P/FCF Ratio,10.56,14.07,12.46,26.82,-351.38,-,-,25.05,-,-,-27.07,Upgrade
10,P/OCF Ratio,12.64,12.64,11.59,23.73,-1163.24,-,-,23.11,-49.43,-,-47.89,Upgrade
11,PEG Ratio,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,Upgrade
12,EV/Sales Ratio,1.01,1.36,2.06,3.13,6.00,18.45,5.74,2.03,1.12,1.71,1.54,Upgrade
13,EV/EBITDA Ratio,5.97,8.68,15.23,23.73,142.03,-,-,-,-,-,-,Upgrade
14,EV/EBIT Ratio,7.00,9.48,16.47,25.07,185.62,-,-,-,-,-,-,Upgrade
15,EV/FCF Ratio,10.64,14.38,12.99,28.41,-370.30,-,-,46.79,-,-,-66.33,Upgrade
16,Debt / Equity Ratio,0.52,0.52,0.60,0.79,1.58,2.21,2.15,1.99,1.79,1.01,0.89,Upgrade
17,Debt / FCF Ratio,1.79,1.79,1.07,1.95,-23.52,-,-,17.70,-,-,-36.63,Upgrade
18,Return on Capital Employed (ROCE),36.57%,38.13%,38.77%,39.91%,10.69%,-,-,-,-,-,-,Upgrade
19,Earnings Yield,12.70%,9.53%,5.63%,2.91%,-0.38%,-1.67%,-5.93%,-39.08%,-122.24%,-200.16%,-70.23%,Upgrade
20,FCF Yield,9.47%,7.11%,8.03%,3.73%,-0.28%,-0.62%,0.72%,3.99%,-3.16%,27.65%,-3.69%,Upgrade
21,Buyback Yield / Dilution,-6.58%,0.20%,-14.34%,-25.95%,-12.57%,-5.40%,-2.94%,-,-1.56%,-,-,Upgrade
22,Total Shareholder Return,-6.58%,0.20%,-14.34%,-25.95%,-12.57%,-5.40%,-2.94%,-,-1.56%,-,-,Upgrade
