,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Revenue,622.06,641.66,432.68,288.45,137.15,91.74,111.05,100.35,52.96,72.26,Upgrade
1,Revenue Growth (YoY),43.77%,122.45%,215.47%,214.42%,23.51%,-8.58%,109.69%,38.87%,-55.41%,-,Upgrade
2,Cost of Revenue,301.47,326.08,188.32,153.53,82.28,60.26,82.2,62.32,35.14,58.59,Upgrade
3,Gross Profit,320.6,315.58,244.36,134.92,54.87,31.48,28.85,38.03,17.82,13.67,Upgrade
4,"Selling, General & Admin",234.95,239.21,196.12,103.29,75.42,40.57,46.53,62.2,28.29,96.78,Upgrade
5,Research & Development,-,-,-,-,-,-,-,-7.86,7.86,-10,Upgrade
6,Other Operating Expenses,-17.08,-9.1,-7.42,-2.77,-,-5.44,-,-1.32,-2.99,-1.6,Upgrade
7,Operating Expenses,217.87,236.94,188.7,100.61,75.42,41.25,46.53,74.78,33.16,87.23,Upgrade
8,Operating Income,102.73,78.64,55.66,34.31,-20.55,-9.77,-17.68,-36.75,-15.34,-73.56,Upgrade
9,Interest Expense,-6.46,-9.12,-5.13,-7.2,-7.22,-5.47,-9.07,-5.1,-6.42,-10.39,Upgrade
10,Interest & Investment Income,1.65,0.92,0.22,0.14,0.1,0.02,0.01,0.02,0.02,0.01,Upgrade
11,Earnings From Equity Investments,-1.95,9.81,-2.74,-0.32,0.47,-0.85,0.21,-8.88,-7.24,5.57,Upgrade
12,Currency Exchange Gain (Loss),1.45,-0.41,0.19,-1.46,4.05,-0.88,-0.86,-2.52,-0.63,-0.17,Upgrade
13,Other Non Operating Income (Expenses),-,-5.62,-,-1.62,-0.18,-3.63,3.63,-,-,-,Upgrade
14,EBT Excluding Unusual Items,97.42,74.22,48.2,23.85,-23.33,-20.58,-23.76,-53.23,-29.6,-78.55,Upgrade
15,Impairment of Goodwill,-,-,-,-,-,-7.13,-,-13.88,-,-,Upgrade
16,Gain (Loss) on Sale of Investments,-,-,-,-,-12.14,-3.02,-0.06,2.38,-,3.03,Upgrade
17,Gain (Loss) on Sale of Assets,-,-0.22,-,-,5.56,-0.02,0.09,-0.07,-,-,Upgrade
18,Asset Writedown,-,-,-,-,-,-,-,-5.25,-,-,Upgrade
19,Legal Settlements,-,-,-,-,-,-,-,-,-,-2.43,Upgrade
20,Other Unusual Items,-,17.33,-,-,-,-17.76,-,-,-,-,Upgrade
21,Pretax Income,97.42,91.32,48.2,23.85,-29.91,-48.5,-23.74,-70.06,-29.6,-77.95,Upgrade
22,Income Tax Expense,13.6,20.6,4.95,10.25,0.09,-3.6,0.09,-1.58,-0.12,-3.78,Upgrade
23,Earnings From Continuing Operations,83.81,70.72,43.25,13.6,-30,-44.9,-23.83,-68.47,-29.48,-74.17,Upgrade
24,Net Income to Company,83.81,70.72,43.25,13.6,-30,-44.9,-23.83,-68.47,-29.48,-74.17,Upgrade
25,Minority Interest in Earnings,1.26,4.56,0.93,4.19,2.99,4.2,2.91,-0.27,0.69,2.28,Upgrade
26,Net Income,85.08,75.28,44.18,17.8,-27,-40.7,-20.92,-68.74,-28.79,-71.89,Upgrade
27,Net Income to Common,85.08,75.28,44.18,17.8,-27,-40.7,-20.92,-68.74,-28.79,-71.89,Upgrade
28,Net Income Growth,92.57%,323.03%,-,-,-,-,-,-,-,-,Upgrade
29,Shares Outstanding (Basic),1339,1326,1315,1206,1097,1072,1041,1041,1041,1025,Upgrade
30,Shares Outstanding (Diluted),1379,1380,1382,1206,1097,1072,1041,1041,1041,1025,Upgrade
31,Shares Change (YoY),-0.20%,14.34%,25.95%,12.57%,5.40%,2.94%,-,1.56%,-,-,Upgrade
32,EPS (Basic),0.06,0.06,0.03,0.01,-0.02,-0.04,-0.02,-0.07,-0.03,-0.07,Upgrade
33,EPS (Diluted),0.06,0.05,0.03,0.01,-0.02,-0.04,-0.02,-0.07,-0.03,-0.07,Upgrade
34,EPS Growth,92.81%,269.94%,-,-,-,-,-,-,-,-,Upgrade
35,Free Cash Flow,12.77,106.82,63.45,15.94,-22.84,-2.31,9.74,-0.58,-1.94,15.85,Upgrade
36,Free Cash Flow Per Share,0.01,0.08,0.05,0.01,-0.02,-0.00,0.01,-0.00,-0.00,0.02,Upgrade
37,Operating Margin,16.51%,12.26%,12.86%,11.90%,-14.98%,-10.65%,-15.92%,-36.62%,-28.96%,-101.81%,Upgrade
38,Profit Margin,13.68%,11.73%,10.21%,6.17%,-19.69%,-44.36%,-18.84%,-68.50%,-54.36%,-99.49%,Upgrade
39,Free Cash Flow Margin,2.05%,16.65%,14.66%,5.53%,-16.65%,-2.51%,8.77%,-0.58%,-3.66%,21.93%,Upgrade
40,EBITDA,112.27,85.81,59.42,35.62,-17.63,-7.88,-14.63,-35.44,-9.52,-71.72,Upgrade
41,D&A For EBITDA,9.55,7.18,3.76,1.3,2.92,1.89,3.05,1.31,5.82,1.85,Upgrade
42,EBIT,102.73,78.64,55.66,34.31,-20.55,-9.77,-17.68,-36.75,-15.34,-73.56,Upgrade
