,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Cash & Equivalents,99.56,148.89,111.43,153.34,181.15,246.66,186.04,275.26,185.49,273.6
1,Trading Asset Securities,-,-,-,-,-,30.3,82.07,-,-,-
2,Cash & Short-Term Investments,99.56,148.89,111.43,153.34,181.15,276.96,268.11,275.26,185.49,273.6
3,Cash Growth,-10.65%,-2.90%,-38.49%,-44.64%,-32.44%,0.62%,44.54%,0.61%,-24.79%,-3.74%
4,Accounts Receivable,246.08,216.28,236.78,241.3,247.48,238.57,274.07,270.42,335.92,250.88
5,Other Receivables,6.44,6.85,8.03,12.91,17.37,15.77,20.42,18.37,20.53,16.69
6,Receivables,252.52,223.13,244.81,254.21,264.85,254.34,294.49,288.79,356.46,267.57
7,Inventory,0.03,0.05,0.05,0.04,1,1.01,1.09,1.16,1.23,1.16
8,Prepaid Expenses,3.27,2.45,2.01,2.99,6.33,3.36,6.7,9.51,7.12,7.05
9,Restricted Cash,2.27,1.72,-,-,-,-,-,-,-,-
10,Other Current Assets,0.65,0.78,1.98,0.8,0.71,1.22,4.88,8.79,4.46,7.46
11,Total Current Assets,358.29,377.02,360.28,411.37,454.04,536.89,575.27,583.51,554.76,556.83
12,"Property, Plant & Equipment",46.56,56.9,64.22,53.37,50.97,69.78,77.92,89.53,98.52,83.32
13,Goodwill,1.18,1.19,1.17,1.21,1.26,1.32,1.29,1.28,1.19,1.2
14,Other Intangible Assets,1.46,1.67,1.83,2.03,2.34,2.67,2.85,3.07,3.09,3.55
15,Long-Term Deferred Tax Assets,50.9,52.39,53.89,44.28,35.69,32.24,27.62,25.85,21.36,21.27
16,Other Long-Term Assets,8.67,8.69,7.56,10.83,6.52,6.94,3.44,6.81,8.15,11.62
17,Total Assets,467.06,497.86,488.94,523.08,550.82,649.84,688.38,710.05,687.07,677.79
18,Accounts Payable,37.37,43.91,27.89,40.74,29.14,37,25.03,32.76,35.55,37.68
19,Accrued Expenses,9.08,13.86,10.43,16.53,9.76,20.61,7.13,17.94,14.15,22.57
20,Short-Term Debt,20,30,30,30,50,20,35.16,26.06,35.01,33.62
21,Current Portion of Leases,17.81,20.23,19.37,16.49,19.93,24.29,23.31,24.72,24.02,22.23
22,Current Income Taxes Payable,20.99,20.52,22.08,22.26,17.74,16,25.46,25.4,16.47,9.89
23,Current Unearned Revenue,20.4,15.1,17.47,24.04,27.9,25.35,27.64,18.34,18.23,13.84
24,Other Current Liabilities,10.37,6.83,4.89,7.81,7.77,6.57,43.02,26.76,42.04,31.54
25,Total Current Liabilities,136.02,150.45,132.14,157.87,162.23,149.82,186.74,171.98,185.47,171.37
26,Long-Term Leases,18.23,25.03,34.33,24.67,14.19,21.91,26.6,36.25,46.6,40.42
27,Long-Term Deferred Tax Liabilities,5.02,6.31,6.83,1.34,0.1,0.23,0.72,1.96,2.99,2.45
28,Total Liabilities,159.27,181.8,173.3,183.88,176.52,171.96,214.05,210.19,235.05,214.24
29,Common Stock,11.41,11.41,11.41,11.41,11.41,11.41,11.41,11.41,11.4,11.4
30,Additional Paid-In Capital,301.34,301.34,301.34,301.34,301.34,301.34,301.1,301.1,300.22,300.22
31,Retained Earnings,104.92,111.05,112.56,129.9,155.39,249.39,250.06,280.26,252.8,261.55
32,Comprehensive Income & Other,-120.12,-119.27,-121.79,-116.23,-105.3,-95.23,-100.85,-104.96,-123.13,-120.4
33,Total Common Equity,297.55,304.54,303.53,326.42,362.85,466.92,461.72,487.8,441.29,452.76
34,Minority Interest,10.24,11.52,12.11,12.78,11.46,10.97,12.61,12.06,10.73,10.79
35,Shareholders' Equity,307.79,316.06,315.64,339.21,374.3,477.88,474.33,499.86,452.02,463.55
36,Total Liabilities & Equity,467.06,497.86,488.94,523.08,550.82,649.84,688.38,710.05,687.07,677.79
37,Total Debt,56.04,75.27,83.71,71.16,84.11,66.2,85.06,87.03,105.62,96.26
38,Net Cash (Debt),43.52,73.63,27.72,82.18,97.03,210.76,183.05,188.23,79.87,177.33
39,Net Cash Growth,56.99%,-10.40%,-71.43%,-61.01%,-46.99%,11.97%,129.19%,6.15%,-60.29%,-32.64%
40,Net Cash Per Share,0.04,0.06,0.02,0.07,0.09,0.18,0.16,0.16,0.07,0.15
41,Filing Date Shares Outstanding,1141,1141,1141,1141,1141,1141,1141,1141,1140,1140
42,Total Common Shares Outstanding,1141,1141,1141,1141,1141,1141,1141,1141,1140,1140
43,Working Capital,222.28,226.57,228.14,253.5,291.8,387.07,388.52,411.53,369.29,385.46
44,Book Value Per Share,0.26,0.27,0.27,0.29,0.32,0.41,0.40,0.43,0.39,0.40
45,Tangible Book Value,294.91,301.68,300.53,323.19,359.24,462.93,457.58,483.46,437.01,448.02
46,Tangible Book Value Per Share,0.26,0.26,0.26,0.28,0.31,0.41,0.40,0.42,0.38,0.39
47,Land,-,3.9,-,-,-,-,-,-,-,-
48,Machinery,-,38.78,-,44.88,-,46.17,-,41.71,-,44.17
49,Leasehold Improvements,-,41.49,-,41.38,-,43.99,-,40.56,-,24.45
