,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Revenue,164.51,197.36,158.44,203.17,177.83,242.23,212.81,246.04,186.93,283.22
1,Revenue Growth (YoY),3.83%,-2.86%,-10.90%,-16.12%,-16.44%,-1.55%,13.84%,-13.13%,-15.59%,1.01%
2,Cost of Revenue,100.58,118.51,98.02,119.32,122.44,133.1,133.04,138.03,107.01,165.92
3,Gross Profit,63.93,78.85,60.42,83.85,55.4,109.12,79.77,108.02,79.92,117.3
4,"Selling, General & Admin",59.21,62.78,65.29,87.65,78.5,80.03,71.92,65.96,66.64,58.81
5,Operating Expenses,64.6,77.74,75.05,108.98,87.52,115.15,76.95,84.56,71.76,60.95
6,Operating Income,-0.67,1.11,-14.63,-25.13,-32.12,-6.03,2.82,23.46,8.16,56.35
7,Interest Expense,-2,-2.29,-2.14,-1.96,-1.72,-1.93,-2.08,-2.33,-2.06,-1.48
8,Interest & Investment Income,0.16,0.18,0.18,0.21,0.22,0.58,0.37,2.5,2.58,3.48
9,Currency Exchange Gain (Loss),-0.78,0.2,-0.42,-3.23,-1.85,2.08,1.11,7.83,-0.11,-3.65
10,Other Non Operating Income (Expenses),0.95,1.2,-0.06,2.14,0.62,1.6,4.63,5.76,5.56,3.36
11,EBT Excluding Unusual Items,-2.35,0.39,-17.07,-27.98,-34.85,-3.7,6.85,37.23,14.13,58.06
12,Gain (Loss) on Sale of Investments,-,-,-,-,-,-1.91,2.21,-,-,-
13,Gain (Loss) on Sale of Assets,-,-0.21,-,-0.02,-,-0.07,-,-0.7,-,-0.44
14,Legal Settlements,-2.24,-,-,-,-,-,-,-,-,-
15,Other Unusual Items,-,-0.39,-,3.11,-,0.01,2.14,7.03,-,-
16,Pretax Income,-4.59,-0.22,-17.07,-24.88,-34.85,-5.66,11.2,43.56,14.13,57.62
17,Income Tax Expense,2.79,1.99,0.71,-1.1,1.26,-3.25,7.14,15.36,7.7,9.04
18,Earnings From Continuing Operations,-7.37,-2.2,-17.78,-23.78,-36.11,-2.41,4.06,28.2,6.43,48.59
19,Minority Interest in Earnings,1.24,0.69,0.44,-1.73,-0.82,1.74,-0.45,-0.74,-0.36,-1.32
20,Net Income,-6.14,-1.51,-17.33,-25.51,-36.93,-0.67,3.61,27.46,6.07,47.27
21,Net Income to Common,-6.14,-1.51,-17.33,-25.51,-36.93,-0.67,3.61,27.46,6.07,47.27
22,Net Income Growth,-,-,-,-,-,-,-40.57%,-41.91%,-,48.69%
23,Shares Outstanding (Basic),1141,1141,1141,1141,1141,1141,1141,1140,1140,1140
24,Shares Outstanding (Diluted),1141,1141,1141,1141,1141,1151,1152,1157,1156,1163
25,Shares Change (YoY),-,-,-,-0.84%,-0.94%,-0.51%,-0.36%,-0.50%,1.43%,1.49%
26,EPS (Basic),-0.01,-0.00,-0.02,-0.02,-0.03,-0.00,0.00,0.02,0.01,0.04
27,EPS (Diluted),-0.01,-0.00,-0.02,-0.02,-0.03,-0.00,0.00,0.02,0.01,0.04
28,EPS Growth,-,-,-,-,-,-,-41.52%,-41.81%,-,46.81%
29,Free Cash Flow,-27.68,49.1,-28.47,11,-50.47,75.81,-14.85,58.11,-14.82,30.61
30,Free Cash Flow Per Share,-0.02,0.04,-0.02,0.01,-0.04,0.07,-0.01,0.05,-0.01,0.03
31,Operating Margin,-0.41%,0.56%,-9.23%,-12.37%,-18.06%,-2.49%,1.32%,9.53%,4.37%,19.90%
32,Profit Margin,-3.73%,-0.77%,-10.94%,-12.56%,-20.77%,-0.28%,1.70%,11.16%,3.25%,16.69%
33,Free Cash Flow Margin,-16.83%,24.88%,-17.97%,5.42%,-28.38%,31.30%,-6.98%,23.62%,-7.93%,10.81%
34,EBITDA,1.59,3.27,-11.76,-20.72,-25.58,0.96,9.56,29.33,12.39,59.99
35,D&A For EBITDA,2.26,2.16,2.87,4.41,6.54,6.99,6.74,5.87,4.23,3.64
36,EBIT,-0.67,1.11,-14.63,-25.13,-32.12,-6.03,2.82,23.46,8.16,56.35
