,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Mar '25 Mar 7, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Market Capitalization,102,83,102,204,276,230,266,456,-,-,-
1,Market Cap Growth,-59.31%,-59.31%,-63.04%,-11.30%,3.76%,-49.56%,-,-,-,-,-
2,Enterprise Value,46,33,-21,66,125,59,90,373,-,-,-
3,Last Close Price,0.51,0.41,0.51,1.02,1.38,1.15,1.33,2.28,-,-,-
4,PE Ratio,-,-,-,-,-,-,46.65,-,-,-,-
5,PS Ratio,0.28,0.24,0.28,0.63,0.75,0.36,0.31,0.60,-,-,-
6,PB Ratio,0.97,0.77,0.77,1.17,1.22,0.80,0.74,1.32,-,-,-
7,P/TBV Ratio,0.79,0.79,0.80,1.42,1.48,0.98,0.90,1.62,-,-,-
8,P/FCF Ratio,-,-,-,-,-,-,-,13.61,-,-,-
9,P/OCF Ratio,-,-,-,-,-,-,-,12.55,-,-,-
10,EV/Sales Ratio,0.13,0.09,-,0.21,0.34,0.09,0.10,0.49,-,-,-
11,EV/EBITDA Ratio,-,-,-,-,-,-,6.45,-,-,-,-
12,EV/EBIT Ratio,-,-,-,-,-,-,10.94,-,-,-,-
13,EV/FCF Ratio,-0.57,-,-,-,-,-,-,11.14,-,-,-
14,Debt / Equity Ratio,0.27,0.27,0.26,0.24,0.13,0.11,0.09,0.08,0.15,0.25,0.03
15,Debt / FCF Ratio,-,-,-,-,-,-,-,0.87,0.97,-,1.75
16,Return on Capital Employed (ROCE),-,-,-,-,-,-,2.16%,-,14.87%,-,25.10%
17,Earnings Yield,-85.01%,-104.47%,-101.63%,-41.62%,-36.54%,-13.14%,2.14%,1.98%,-,-,-
18,FCF Yield,-78.21%,-96.12%,-83.15%,-10.25%,-8.14%,-6.33%,-0.95%,7.35%,-,-,-
19,Buyback Yield / Dilution,-1.48%,0.01%,-3.02%,-3.04%,1.80%,-6.05%,-11.32%,-34.77%,-,-,-
20,Total Shareholder Return,-1.48%,0.01%,-3.02%,-3.04%,1.80%,-6.05%,-11.32%,-34.77%,-,-,-
