,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Cash & Equivalents,82.44,80.35,98.21,138.57,103.54,165.33,139.32,88.99,65.53,73.64
1,Trading Asset Securities,-,-,57.6,15.45,60.5,9.5,41,15.9,17.4,17.9
2,Cash & Short-Term Investments,82.44,80.35,155.81,154.02,164.04,174.83,180.32,104.89,82.93,91.54
3,Cash Growth,-47.09%,-47.83%,-5.01%,-11.90%,-9.03%,66.68%,117.42%,14.58%,-,-
4,Accounts Receivable,49.28,56.86,56.32,76.69,66.3,84.25,67.25,78.45,50.31,71.72
5,Other Receivables,1.58,16.09,0,1.35,2.58,0.44,0.89,0.11,0.2,0.37
6,Receivables,50.86,72.96,56.32,78.04,68.87,84.68,68.14,78.55,50.51,72.09
7,Prepaid Expenses,-,-,-,-,0.18,0.33,1.57,0.48,1.64,2.04
8,Other Current Assets,43.25,27.76,22.28,19.2,29.25,15.47,41.46,18.66,21.93,14.23
9,Total Current Assets,176.54,181.07,234.42,251.27,262.34,275.32,291.49,202.59,157.02,179.9
10,"Property, Plant & Equipment",7.92,10.75,10.89,15.4,21.79,24.43,25.39,29.49,45.03,10.07
11,Long-Term Investments,24.95,17.05,14.26,16.15,18.29,22.57,32.23,16.83,17.64,12.61
12,Goodwill,-,-,-,-,3.12,3.12,3.12,3.12,3.12,3.12
13,Other Intangible Assets,-,-,25.69,30.56,32.91,37.94,41.26,23.16,23.13,21.45
14,Long-Term Deferred Tax Assets,0.89,2.18,1.41,1.41,1.63,0.62,2.1,2.1,1.87,1.69
15,Other Long-Term Assets,1.24,3.28,4.72,3.04,2.52,2.71,2.71,2.81,2.75,0.65
16,Total Assets,211.54,214.32,291.4,317.83,342.59,366.7,398.29,280.08,250.55,229.48
17,Accounts Payable,26.55,32.3,24.88,34.02,33.68,27.41,20.17,26.15,20.83,27.36
18,Accrued Expenses,7.45,9.43,11.04,17.43,13.29,12.6,11.23,17.83,9.11,12.71
19,Short-Term Debt,21.5,21.51,24.8,9.09,0.16,-,-,-,-,-
20,Current Portion of Leases,4.58,7.6,4.57,8.91,18.92,9.53,4.97,2.1,9.91,3.79
21,Current Income Taxes Payable,4.75,1.5,2.63,0.28,-,0.1,1.03,2.63,1.42,5.47
22,Current Unearned Revenue,41.88,18.7,51.47,37.05,21.84,5.8,47,28.71,31.18,30.35
23,Other Current Liabilities,3.02,1.24,1.02,1.3,2.16,1.84,6.02,8,4.47,3.81
24,Total Current Liabilities,109.72,92.27,120.4,108.08,90.05,57.27,90.43,85.43,76.91,83.49
25,Long-Term Leases,0.96,2.02,8.82,8.49,7.73,15.66,19.31,23.32,27.25,0.37
26,Long-Term Deferred Tax Liabilities,-,0.06,0.27,0.41,0.23,0.29,0.87,0.33,0.57,0.82
27,Total Liabilities,110.68,94.35,129.49,116.97,98.01,73.21,110.6,109.08,104.73,84.68
28,Common Stock,0,0,0,0,0,0,0,0,0,0
29,Additional Paid-In Capital,98.6,98.6,98.6,98.6,98.6,98.6,107.26,-,-,-
30,Retained Earnings,-108.61,-86.4,-28.78,6.84,40.45,86.68,48.64,64.43,41.11,43.39
31,Comprehensive Income & Other,107.75,103.92,88.68,89.58,97.16,97.83,122.44,96.75,97.55,92.53
32,Total Common Equity,97.74,116.13,158.5,195.02,236.2,283.11,278.33,161.18,138.66,135.92
33,Minority Interest,3.13,3.84,3.4,5.84,8.37,10.38,9.35,9.82,7.16,8.88
34,Shareholders' Equity,100.87,119.97,161.91,200.86,244.58,293.49,287.68,171,145.82,144.81
35,Total Liabilities & Equity,211.54,214.32,291.4,317.83,342.59,366.7,398.29,280.08,250.55,229.48
36,Total Debt,27.03,31.13,38.18,26.48,26.81,25.18,24.28,25.43,37.16,4.16
37,Net Cash (Debt),55.4,49.22,117.63,127.54,137.22,149.65,156.04,79.46,45.78,87.38
38,Net Cash Growth,-52.90%,-61.41%,-14.28%,-14.77%,-12.06%,88.32%,240.85%,-9.06%,-,-
39,Net Cash Per Share,0.29,0.26,0.61,0.69,0.74,0.79,0.89,0.47,0.35,-
40,Filing Date Shares Outstanding,200,200,200,200,200,200,200,200,150,150
41,Total Common Shares Outstanding,200,200,200,200,200,200,200,150,150,150
42,Working Capital,66.82,88.8,114.02,143.19,172.29,218.05,201.06,117.16,80.11,96.41
43,Book Value Per Share,0.49,0.58,0.79,0.98,1.18,1.42,1.39,1.07,0.92,0.91
44,Tangible Book Value,97.74,116.13,132.81,164.46,200.18,242.05,233.95,134.9,112.42,111.35
45,Tangible Book Value Per Share,0.49,0.58,0.66,0.82,1.00,1.21,1.17,0.90,0.75,0.74
46,Machinery,-,21.52,-,22.41,-,21,-,19.04,17.81,17.78
47,Leasehold Improvements,-,4.61,-,4.61,-,4.61,-,4.61,4.28,3.3
