,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Revenue,140.67,184.39,146.92,150.91,172.46,368.56,339.8,293.61,138.68,265.21
1,Revenue Growth (YoY),-4.26%,22.18%,-14.81%,-59.05%,-49.25%,25.53%,145.02%,10.71%,-14.37%,-
2,Cost of Revenue,119.99,173.4,128.02,135.68,155.14,310.77,303.99,225.43,110.55,205.96
3,Gross Profit,20.69,10.99,18.91,15.23,17.32,57.79,35.81,68.18,28.13,59.25
4,"Selling, General & Admin",35.88,31.86,41.49,34.03,41.53,34.82,41.02,28.26,24.07,20.35
5,Research & Development,12.05,13.09,19.59,24.8,25.81,12.31,6.38,6.8,7.21,8.92
6,Operating Expenses,43.3,52.48,59.34,61.52,68.07,41.41,45.52,37.51,29.86,33.43
7,Operating Income,-22.61,-41.49,-40.43,-46.29,-50.75,16.38,-9.71,30.67,-1.73,25.82
8,Interest Expense,-0.35,-0.71,-0.6,-0.67,-0.57,-0.65,-0.61,-0.54,-0.35,-0.11
9,Interest & Investment Income,0.18,0.11,0.31,0.38,0.24,0.55,0.24,0.15,0.15,0.2
10,Currency Exchange Gain (Loss),0.24,-0.58,1.06,1.45,1.34,-0.88,0.11,-0.01,-0,0
11,Other Non Operating Income (Expenses),-0.05,1.89,1.28,1.67,0.8,3.88,-4.74,-4.23,-2.69,-12.45
12,EBT Excluding Unusual Items,-22.59,-40.78,-38.38,-43.47,-48.94,19.28,-14.71,26.05,-4.62,13.46
13,Merger & Restructuring Charges,-,-,-,-,-,-,-,-,-,-0.05
14,Gain (Loss) on Sale of Investments,0.24,1.84,0.35,0.92,0.35,0.74,0.29,0.24,0.18,0.33
15,Gain (Loss) on Sale of Assets,-,-0.05,-,-,-,-0.02,-,0.09,-0.12,-0.01
16,Asset Writedown,-,-20.45,-,-,-,-,-,-,-,-
17,Other Unusual Items,-,1.09,-,0.1,-,-,-,0.47,-,8.09
18,Pretax Income,-22.35,-58.35,-38.03,-42.45,-48.59,20,-14.42,26.85,-4.57,21.81
19,Income Tax Expense,0.58,-0.3,0.01,3.06,-0.35,-1.46,1.85,0.86,-0.56,1.83
20,Earnings From Continuing Operations,-22.93,-58.05,-38.05,-45.51,-48.24,21.46,-16.26,25.99,-4.01,19.98
21,Minority Interest in Earnings,0.72,-0.44,2.43,2.54,2,-1.03,0.47,-2.67,1.73,-1.67
22,Net Income,-22.21,-58.49,-35.61,-42.97,-46.23,20.44,-15.79,23.32,-2.28,18.31
23,Net Income to Common,-22.21,-58.49,-35.61,-42.97,-46.23,20.44,-15.79,23.32,-2.28,18.31
24,Net Income Growth,-,-,-,-,-,-12.35%,-,27.33%,-,-
25,Shares Outstanding (Basic),191,191,191,186,186,187,175,170,130,-
26,Shares Outstanding (Diluted),191,191,191,186,186,189,175,170,130,-
27,Shares Change (YoY),-0.01%,3.02%,3.04%,-1.80%,6.05%,11.32%,34.77%,-,-,-
28,EPS (Basic),-0.12,-0.31,-0.19,-0.23,-0.25,0.11,-0.09,0.14,-0.02,-
29,EPS (Diluted),-0.12,-0.31,-0.19,-0.23,-0.25,0.11,-0.09,0.14,-0.02,-
30,EPS Growth,-,-,-,-,-,-21.29%,-,-,-,-
31,Free Cash Flow,-5.89,-68.36,-8.63,-10.72,-9.14,-3.29,1.23,26.62,-0.52,41.4
32,Free Cash Flow Per Share,-0.03,-0.36,-0.05,-0.06,-0.05,-0.02,0.01,0.16,-0.00,-
33,Operating Margin,-16.07%,-22.50%,-27.52%,-30.67%,-29.43%,4.45%,-2.86%,10.45%,-1.25%,9.74%
34,Profit Margin,-15.79%,-31.72%,-24.24%,-28.47%,-26.81%,5.55%,-4.65%,7.94%,-1.64%,6.91%
35,Free Cash Flow Margin,-4.19%,-37.07%,-5.87%,-7.11%,-5.30%,-0.89%,0.36%,9.07%,-0.38%,15.61%
36,EBITDA,-21.91,-45.62,-33.7,-49.73,-44.06,15.07,-3.75,31.88,3.01,28.15
37,D&A For EBITDA,0.7,-4.13,6.73,-3.44,6.69,-1.32,5.96,1.21,4.74,2.33
38,EBIT,-22.61,-41.49,-40.43,-46.29,-50.75,16.38,-9.71,30.67,-1.73,25.82
