,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,4003,3880,2863,3325,3510,4003,3818,3756,3880,3325,4865,Upgrade
1,Market Cap Growth,16.67%,16.67%,-18.42%,-16.92%,-8.06%,6.56%,-1.59%,12.96%,-20.25%,-34.15%,-4.82%,Upgrade
2,Enterprise Value,19555,20436,18842,20459,21289,22059,24113,24404,23186,23414,24536,Upgrade
3,Last Close Price,0.65,0.63,0.43,0.50,0.51,0.58,0.51,0.50,0.48,0.40,0.58,Upgrade
4,PE Ratio,5.96,5.77,3.93,6.23,10.17,5.06,4.14,4.50,6.10,9.93,12.52,Upgrade
5,Forward PE,-,8.66,8.66,8.66,8.66,8.66,8.66,8.66,8.66,8.66,8.66,Upgrade
6,PS Ratio,0.29,0.28,0.21,0.27,0.27,0.25,0.22,0.21,0.25,0.23,0.32,Upgrade
7,PB Ratio,0.29,0.13,0.09,0.11,0.12,0.13,0.13,0.13,0.13,0.13,0.18,Upgrade
8,P/TBV Ratio,0.29,0.29,0.21,0.26,0.27,0.29,0.27,0.28,0.29,0.28,0.40,Upgrade
9,P/FCF Ratio,2.41,2.34,1.66,1.47,1.80,1.50,1.46,1.98,1.92,2.49,3.35,Upgrade
10,P/OCF Ratio,1.39,1.39,1.00,1.09,1.14,1.10,1.08,1.29,1.39,1.46,1.92,Upgrade
11,PEG Ratio,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,Upgrade
12,EV/Sales Ratio,1.40,1.46,1.40,1.68,1.64,1.40,1.39,1.36,1.50,1.64,1.63,Upgrade
13,EV/EBITDA Ratio,5.58,7.55,6.80,7.60,8.60,8.42,8.52,8.14,8.72,8.78,9.51,Upgrade
14,EV/EBIT Ratio,9.51,12.59,11.13,12.51,15.86,15.63,14.72,13.28,14.86,14.80,15.84,Upgrade
15,EV/FCF Ratio,11.79,12.32,10.92,9.04,10.91,8.26,9.25,12.86,11.49,17.57,16.87,Upgrade
16,Debt / Equity Ratio,0.19,0.19,0.21,0.21,0.29,0.32,0.36,0.41,0.47,0.48,0.54,Upgrade
17,Debt / FCF Ratio,3.53,3.53,3.65,2.77,4.45,3.65,4.21,6.45,6.72,9.50,9.92,Upgrade
18,Return on Capital Employed (ROCE),4.68%,4.68%,4.83%,4.82%,3.90%,4.08%,4.52%,4.96%,4.22%,4.72%,4.25%,Upgrade
19,Earnings Yield,16.80%,17.33%,25.44%,16.05%,9.84%,19.78%,24.18%,22.20%,16.40%,10.07%,7.99%,Upgrade
20,FCF Yield,41.45%,42.77%,60.25%,68.04%,55.57%,66.72%,68.26%,50.52%,52.01%,40.08%,29.89%,Upgrade
21,Buyback Yield / Dilution,-,-,-,-,-,-,-,-,-,0.00%,Upgrade,
22,Total Shareholder Return,7.28%,-,-,-,-,-,-,-,-,-,0.00%,Upgrade
