,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Revenue,6746,7240,6244,5903,7114,8629,8742,9167,6323,7987,Upgrade
1,Revenue Growth (YoY),8.04%,22.65%,-12.23%,-31.59%,-18.62%,-5.87%,38.24%,14.77%,-10.68%,-4.56%,Upgrade
2,Cost of Revenue,4754,5571,4211,4282,5390,6753,6776,7268,4855,6207,Upgrade
3,Gross Profit,1992,1670,2033,1622,1723,1876,1966,1899,1468,1780,Upgrade
4,"Selling, General & Admin",928.6,1100,897.73,1129,881.36,1289,902.4,1092,678.41,971.31,Upgrade
5,Other Operating Expenses,3.66,6.46,5.16,-12.95,4.92,12.22,-0.54,33.02,2.65,13.91,Upgrade
6,Operating Expenses,932.26,1106,902.88,1116,886.28,1302,901.86,1125,681.06,985.22,Upgrade
7,Operating Income,1060,563.37,1130,505.2,837.22,574.39,1064,773.3,787.13,794.46,Upgrade
8,Interest Expense,-128.52,-130.55,-150,-189.35,-200.74,-227.78,-256.38,-259.04,-291.08,-318.55,Upgrade
9,Interest & Investment Income,72.76,68.83,63.93,109.98,108.11,103.34,89.44,92,93.78,113.46,Upgrade
10,Earnings From Equity Investments,215.58,216.2,219.13,177.93,219.62,163.38,247.72,204.35,231.49,161.61,Upgrade
11,Currency Exchange Gain (Loss),-5.04,-3.99,48.56,-107.98,-97.36,31.74,26.73,166.24,-36.49,-62.55,Upgrade
12,Other Non Operating Income (Expenses),53.71,5.48,25.24,119.62,30.62,79.52,7.66,16.44,25.33,-20.8,Upgrade
13,EBT Excluding Unusual Items,1269,719.36,1337,615.4,897.46,724.59,1179,993.28,810.17,667.63,Upgrade
14,Gain (Loss) on Sale of Investments,-,-,-,-,108.52,128.85,-,10.39,-4.47,20.05,Upgrade
15,Gain (Loss) on Sale of Assets,-,29.13,-,-14.96,-,443.47,-,-12.41,-,-,Upgrade
16,Pretax Income,1269,748.48,1337,600.45,1006,1297,1179,991.26,805.7,687.69,Upgrade
17,Income Tax Expense,254.26,147.2,252.69,197.06,234.46,273.35,260.64,180.09,209.34,203.75,Upgrade
18,Earnings From Continuing Operations,1014,601.29,1084,403.38,771.53,1024,918.74,811.16,596.36,483.94,Upgrade
19,Minority Interest in Earnings,-596.18,-347.17,-609.42,-344.21,-485.43,-518.03,-501.16,-394.77,-376.59,-368.72,Upgrade
20,Net Income,418.14,254.11,474.48,59.17,286.1,505.54,417.58,416.39,219.77,115.22,Upgrade
21,Net Income to Common,418.14,254.11,474.48,59.17,286.1,505.54,417.58,416.39,219.77,115.22,Upgrade
22,Net Income Growth,-11.87%,329.46%,65.85%,-88.30%,-31.49%,21.41%,90.01%,261.40%,-19.58%,-,Upgrade
23,Shares Outstanding (Basic),6158,6158,6158,6158,6158,6158,6158,6158,6158,6158,Upgrade
24,Shares Outstanding (Diluted),6158,6158,6158,6158,6158,6158,6158,6158,6158,6158,Upgrade
25,Shares Change (YoY),-,-,-,-,-,-,-,-,-,-0.00%,Upgrade
26,EPS (Basic),0.07,0.04,0.08,0.01,0.05,0.08,0.07,0.07,0.04,0.02,Upgrade
27,EPS (Diluted),0.07,0.04,0.08,0.01,0.05,0.08,0.07,0.07,0.04,0.02,Upgrade
28,EPS Growth,-11.82%,326.73%,67.39%,-88.28%,-32.16%,22.39%,90.01%,258.10%,-18.89%,-,Upgrade
29,Free Cash Flow,1200,458.83,1266,996.42,954.02,1717,889.57,1008,1009,323.48,Upgrade
30,Free Cash Flow Per Share,0.19,0.07,0.21,0.16,0.15,0.28,0.14,0.16,0.16,0.05,Upgrade
31,Operating Margin,15.71%,7.78%,18.09%,8.56%,11.77%,6.66%,12.17%,8.44%,12.45%,9.95%,Upgrade
32,Profit Margin,6.20%,3.51%,7.60%,1.00%,4.02%,5.86%,4.78%,4.54%,3.48%,1.44%,Upgrade
33,Free Cash Flow Margin,17.79%,6.34%,20.28%,16.88%,13.41%,19.89%,10.18%,11.00%,15.96%,4.05%,Upgrade
34,EBITDA,1621,1087,1682,1012,1463,1157,1675,1323,1338,1327,Upgrade
35,D&A For EBITDA,560.75,523.89,552.11,506.53,625.98,582.43,610.4,549.29,550.71,533.02,Upgrade
36,EBIT,1060,563.37,1130,505.2,837.22,574.39,1064,773.3,787.13,794.46,Upgrade
