,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Operating Revenue,220,97.54,350.33,327.5,173.15,209.62,234.51,789.7,-,250.86,102.12,613.51,-,-,-,-,-,-,-,-,Upgrade
1,Revenue,220,97.54,350.33,327.5,173.15,209.62,234.51,789.7,-,250.86,102.12,613.51,-,-,-,-,-,-,-,-,Upgrade
2,Revenue Growth (YoY),27.05%,-53.47%,49.39%,-58.53%,-,-16.44%,129.65%,28.72%,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
3,Cost of Revenue,105.19,28.07,279.15,251.91,87.83,132.74,171.48,599.81,-,186.74,66.13,356.04,-,-,-,-,-,-,-,-,Upgrade
4,Gross Profit,114.81,69.48,71.19,75.59,85.33,76.87,63.03,189.89,-,64.12,35.98,257.47,-,-,-,-,-,-,-,-,Upgrade
5,"Selling, General & Admin",14.53,3.63,12.02,33.13,14.9,9.93,14.52,40.96,15.58,12.87,10.15,13.65,8.54,10.64,9.47,8.23,8.23,9.37,9.37,8.08,Upgrade
6,Operating Expenses,14.53,3.63,12.02,33.13,14.9,9.93,14.52,37.13,17.56,12.87,10.15,13.14,8.71,10.81,9.65,8.39,8.39,9.5,9.5,8.18,Upgrade
7,Operating Income,100.28,65.84,59.17,42.46,70.43,66.94,48.51,152.77,-17.56,51.26,25.83,244.34,-8.71,-10.81,-9.65,-8.39,-8.39,-9.5,-9.5,-8.18,Upgrade
8,Interest Expense,-54.67,-42.88,-44.34,-47.27,-58.75,-39.53,-39.36,-57.43,-13.56,-7.43,-6.79,-9.62,-5.51,-5.01,-4.03,-3.9,-3.9,-4.73,-4.73,-0.49,Upgrade
9,Interest & Investment Income,-,9.86,-,22.93,-,6.11,6.88,29.35,12.6,29.06,14.62,47.65,13.96,24.1,21.63,16.25,16.25,14.29,14.29,1.49,Upgrade
10,Earnings From Equity Investments,147.86,161.53,146.26,269.87,202.51,85.76,133.16,66.71,78.12,85.2,123.53,137.66,211.52,148.83,158.75,202.68,202.68,-55.13,-55.13,175.15,Upgrade
11,Currency Exchange Gain (Loss),10.52,-10.52,-,-9.15,5.74,-5.11,-0.62,0.43,-15.06,-6.39,-0.04,-0.08,7.65,-5.12,5.12,6.69,6.69,-,-,-0.07,Upgrade
12,Other Non Operating Income (Expenses),9.88,-2.19,4.38,-11.23,9.81,2.88,7.12,5.74,7.91,0.6,2.32,0.74,-17.1,15.92,3.47,0.96,0.96,0.07,0.07,0.04,Upgrade
13,EBT Excluding Unusual Items,213.87,181.65,165.47,267.61,229.74,117.04,155.69,197.57,52.45,152.29,159.47,420.69,201.81,167.91,175.3,214.29,214.29,-55,-55,167.94,Upgrade
14,Merger & Restructuring Charges,-,-,-,-,-,-,-,-,-,-0.26,-,-,-,-,-,-,-,-,-,-,Upgrade
15,Gain (Loss) on Sale of Investments,-,-,-,-,-,-,-,-,-,-,-,-,12.06,-,-,272.59,272.59,-,-,-,Upgrade
16,Gain (Loss) on Sale of Assets,-,-,-,-,-,-,-,-,-,-,-,0.1,-,-,-,-,-,-,-,0.07,Upgrade
17,Other Unusual Items,-,-,-,0.2,-,-,-,0.6,-,-,-,-,-,-,-,0.51,0.51,-,-,-,Upgrade
