,Fiscal Quarter,Current,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+20 Quarters
,Period Ending,"Mar '25 Mar 12, 2025","Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Jan '21 Jan 1, 2021","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Market Capitalization,505927,478367,559079,602388,706724,736252,807122,889802,675226,622074,1122096,1279583,2465723,2369752,1466145,1653659,1063066,507909,416368,385361,274625,Upgrade
1,Market Cap Growth,-35.03%,-35.03%,-30.73%,-32.30%,4.66%,18.35%,-28.07%,-30.46%,-72.62%,-73.75%,-23.47%,-22.62%,131.94%,366.57%,252.13%,329.12%,287.10%,11.69%,22.08%,59.15%,16.98%,Upgrade
2,Enterprise Value,1110562,885182,981884,1000366,1078442,1119292,1190161,1247774,1027373,298275,925157,1329051,2349170,2365612,1395799,1138158,547565,477806,417629,417403,289214,Upgrade
3,Last Close Price,2570.00,2430.00,2840.00,3060.00,3590.00,3740.00,4100.00,4520.00,3430.00,3160.00,5700.00,6500.00,16700.00,14425.74,8925.08,10066.56,6471.36,3091.87,2534.62,2345.87,1671.77,Upgrade
4,PE Ratio,491.04,272.77,-,-38.51,-,-,-,-16.92,-,-,-,-,18.70,20.64,-,13.40,72.97,30.07,205.18,402.83,45.37,Upgrade
5,PS Ratio,0.81,0.76,0.95,1.10,1.40,1.55,1.69,1.64,0.79,0.69,1.25,1.52,4.83,4.58,2.84,3.22,2.14,1.10,0.95,0.99,0.64,Upgrade
6,PB Ratio,0.25,0.19,0.23,0.24,0.28,0.30,-,0.36,0.27,0.25,0.44,0.55,1.21,1.18,0.73,0.83,0.58,0.28,0.23,0.21,0.15,Upgrade
7,P/TBV Ratio,0.31,0.31,0.37,0.40,0.48,0.50,-,0.61,0.48,0.44,0.77,0.88,2.27,2.26,1.42,1.61,0.70,0.33,0.27,0.25,0.18,Upgrade
8,P/FCF Ratio,-,-,-,-,-,-,-1.10,-,-,-,-16.24,-,-,-,-,-,-,-,9.36,27.80,-,Upgrade
9,P/OCF Ratio,2.82,2.82,3.91,4.44,-7.20,-,-1.17,-,-1.21,-,-20.39,-,-,-,-,-,-,-,7.54,15.20,-,Upgrade
10,EV/Sales Ratio,1.77,1.41,1.67,1.83,2.13,2.36,2.49,2.31,1.20,0.33,1.03,1.58,4.60,4.57,2.71,2.22,1.10,1.04,0.95,1.07,0.67,Upgrade
11,EV/EBITDA Ratio,16.63,11.68,15.70,17.48,15.82,25.69,33.04,34.51,-,-,26.74,39.76,74.03,63.94,32.04,25.77,13.16,12.35,19.35,22.89,17.30,Upgrade
12,EV/EBIT Ratio,-,-,-,-37.07,-,-,-,-23.53,-,-,-,-,-,-,-,42.62,22.51,22.18,88.57,253.50,-902.64,Upgrade
13,EV/FCF Ratio,-8.96,-,-,-,-,-,-1.62,-,-,-,-13.39,-,-,-,-,-,-,-,9.39,30.11,-,Upgrade
14,Debt / Equity Ratio,0.11,0.11,0.07,0.04,0.04,0.16,-,0.04,0.04,0.03,0.04,0.07,0.07,0.08,0.09,0.05,0.03,0.03,0.02,0.01,0.02,Upgrade
15,Debt / EBITDA Ratio,3.67,3.78,2.56,1.15,1.45,18.95,-,0.74,-,-,2.29,2.67,10.10,7.32,4.55,1.90,1.55,1.15,1.07,0.59,1.82,Upgrade
16,Debt / FCF Ratio,-,-,-,-,-,-,-,-,-,-,-1.40,-,-,-,-,-,-,-,0.97,1.83,-,Upgrade
17,Asset Turnover,0.24,0.23,0.25,0.18,-,-,0.19,0.15,0.19,0.28,0.72,0.24,0.23,0.23,-,-,0.26,0.26,0.19,0.22,Upgrade,
18,Inventory Turnover,7.29,8.97,9.25,8.80,6.94,-,-,4.76,5.37,4.79,7.54,25.24,6.97,5.99,5.16,-,-,10.08,10.15,5.14,7.18,Upgrade
