,Fiscal Quarter,Current,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Dec '24 Dec 31, 2024","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020",+2 Quarters
0,Market Capitalization,3756,4032,4805,5139,5505,5859,6905,7320,4844,3868,2665,Upgrade
1,Market Cap Growth,-21.54%,-21.54%,-12.71%,-12.28%,-20.28%,-19.96%,42.53%,89.24%,81.80%,22.53%,-14.97%,Upgrade
2,Enterprise Value,19816,21042,20498,17846,17607,16710,16991,16135,13657,11678,11960,Upgrade
3,PE Ratio,4.44,4.71,8.92,-,10.26,-,7.13,7.57,5.77,4.84,4.16,Upgrade
4,PS Ratio,1.30,1.38,2.55,-,3.83,-,2.30,2.72,2.04,1.63,1.30,Upgrade
5,PB Ratio,0.41,0.43,0.51,0.55,0.61,0.64,0.75,0.79,0.60,0.50,0.40,Upgrade
6,P/OCF Ratio,-,-,5.27,-,7.60,-,3.35,4.58,3.88,3.37,2.92,Upgrade
7,EV/Sales Ratio,6.77,7.18,10.88,-,12.24,-,5.66,5.99,5.75,4.91,5.82,Upgrade
8,EV/EBITDA Ratio,9.27,10.79,16.86,-,16.79,-,9.14,9.22,8.23,7.00,8.36,Upgrade
9,EV/EBIT Ratio,13.95,17.08,27.91,-,25.15,-,13.50,13.48,12.03,10.81,13.87,Upgrade
10,Debt / Equity Ratio,1.87,1.87,2.10,1.98,1.76,1.74,1.61,1.53,1.28,1.48,1.36,Upgrade
11,Return on Capital Employed (ROCE),4.79%,4.79%,2.65%,-,2.98%,-,5.55%,5.32%,6.32%,5.98%,5.93%,Upgrade
12,Earnings Yield,22.81%,21.25%,11.21%,-,9.74%,-,14.02%,13.21%,17.34%,20.67%,24.06%,Upgrade
13,Earnings Yield,22.81%,21.25%,11.21%,-,9.74%,-,14.02%,13.21%,17.34%,20.67%,24.06%,Upgrade
14,FCF Yield,-,-37.92%,-,-24.48%,-,-19.93%,-28.25%,-26.24%,-10.52%,-13.09%,Upgrade,
15,Dividend Yield,7.37%,-,-,-,-,-,-,-,-,-,-,Upgrade
16,Buyback Yield / Dilution,5.30%,-,5.81%,-,3.90%,-,-7.03%,7.69%,9.36%,0.96%,-1.02%,Upgrade
17,Total Shareholder Return,12.67%,-,5.81%,-,3.90%,-,-7.03%,7.69%,9.36%,0.96%,-1.02%,Upgrade
