,Fiscal Quarter,Current,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Jan '22 Jan 1, 2022","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Market Capitalization,11559,6900,4915,5671,6480,6422,7312,8935,8539,9611,15042,11737,14034,14284,13204,7157,6868,5699,5161,4848,6224,Upgrade
1,Market Cap Growth,7.45%,7.45%,-32.78%,-36.53%,-24.12%,-33.19%,-51.39%,-23.87%,-39.15%,-32.71%,13.92%,63.99%,104.35%,150.62%,155.83%,47.62%,10.35%,1.73%,-11.16%,-42.18%,5.87%,Upgrade
2,Enterprise Value,15486,10271,7900,7933,8741,8613,10338,10773,10378,10295,15379,12370,14668,14711,13304,8240,7951,6709,6172,5830,7205,Upgrade
3,Last Close Price,17.06,12.10,8.41,9.39,10.72,10.63,12.10,14.74,14.09,15.92,24.91,19.40,23.20,23.63,22.75,12.29,14.23,11.81,10.70,9.96,12.78,Upgrade
4,PE Ratio,64.25,47.02,38.47,248.40,-,-69.61,-,-,-,-,26.14,17.72,24.99,32.09,44.36,58.15,113.49,58.73,45.52,41.43,259.31,Upgrade
5,Forward PE,35.54,28.21,28.21,28.21,28.21,28.21,28.21,28.21,28.21,28.21,28.21,28.21,28.21,28.21,28.21,28.21,28.21,25.68,25.50,19.52,31.20,Upgrade
6,PS Ratio,1.17,0.86,0.61,0.74,0.89,0.93,1.13,1.35,1.24,1.32,2.00,1.60,2.14,2.48,2.69,1.82,2.07,2.10,2.07,1.81,2.08,Upgrade
7,PB Ratio,1.68,1.01,0.71,0.80,0.91,0.88,1.00,1.34,1.34,-,2.54,2.14,3.04,3.23,3.29,1.91,2.76,2.28,2.10,1.95,2.52,Upgrade
8,P/TBV Ratio,1.43,1.43,1.00,1.14,1.29,1.21,1.38,1.92,1.94,-,3.42,2.69,3.82,3.92,4.00,2.35,3.75,3.11,2.89,2.68,3.46,Upgrade
9,P/FCF Ratio,-,-18.63,-,-161.91,-,-17.57,-4.28,-,-,-,-,1118.46,-,-,80.87,-,20.11,13.35,10.46,7.78,9.34,Upgrade
10,P/OCF Ratio,22.40,22.40,16.88,9.13,-,6.15,254.72,-17.66,-110.40,-,-,11.84,31.49,30.94,31.72,-,12.86,7.02,5.81,4.83,5.98,Upgrade
11,EV/Sales Ratio,1.92,1.28,0.98,1.03,1.20,1.24,1.60,1.63,1.51,1.42,2.04,1.68,2.23,2.56,2.71,2.10,2.40,2.48,2.48,2.18,2.41,Upgrade
12,EV/EBITDA Ratio,18.95,14.75,11.73,18.62,21.41,94.48,-,67.66,-,13.94,16.04,12.04,15.93,18.11,21.23,18.45,23.43,24.79,25.12,73.54,49.26,Upgrade
13,EV/EBIT Ratio,42.90,28.45,21.20,59.61,-,-65.02,-,1489.21,-,16.71,18.36,13.97,18.84,21.94,27.06,26.38,37.36,44.21,45.90,-265.42,-,Upgrade
14,EV/FCF Ratio,-41.81,-27.73,-,-226.47,-,-23.57,-6.05,-,-,-,-,1178.81,-,-,81.48,-,23.28,15.72,12.51,9.36,10.81,Upgrade
15,Debt / Equity Ratio,0.88,0.88,0.84,0.83,0.84,0.81,0.82,0.65,0.54,-,0.36,0.35,0.39,0.33,0.32,0.35,0.55,0.55,0.55,0.57,0.53,Upgrade
16,Debt / EBITDA Ratio,7.33,5.83,6.92,9.58,16.26,6.32,-,8.07,-,-,2.79,1.78,2.12,1.26,1.22,1.95,3.59,3.35,4.10,6.02,12.07,Upgrade
17,Debt / FCF Ratio,-,-16.17,-,-166.31,-,-16.17,-3.50,-,-,-,-,185.33,-,-,7.92,-,4.04,3.21,2.73,2.27,1.98,Upgrade
18,Asset Turnover,0.54,0.58,0.54,0.51,0.52,0.49,0.51,-,-,0.76,0.86,1.04,1.06,1.08,0.79,0.97,0.87,0.65,0.41,0.49,Upgrade,
19,Inventory Turnover,3.00,2.85,3.43,3.60,3.41,2.87,2.71,2.28,-,-,3.05,3.29,4.00,3.69,4.14,3.04,3.94,3.31,2.38,1.43,1.97,Upgrade
20,Quick Ratio,1.17,1.17,1.27,1.49,1.56,1.51,1.44,0.94,0.85,-,1.02,1.23,1.00,1.03,1.08,1.30,0.86,0.92,0.85,0.76,0.80,Upgrade
21,Current Ratio,1.83,1.83,1.92,2.05,2.09,2.09,2.10,1.61,1.52,-,1.68,1.86,1.68,1.84,1.92,2.05,1.46,1.61,1.65,1.60,1.55,Upgrade
