,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Jan '22 Jan 1, 2022","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Operating Revenue,572.51,343.28,285.11,399.25,466.88,412.33,355.17,594.64,384.47,322.6,377.23,368.8,329.92,473,334.2,345.13,420.43,331.76,165.37,271.75,Upgrade
1,Other Revenue,-14.48,14.48,-,29.93,-19.79,19.79,-,19.7,-17.64,17.64,-,25.51,-12.23,12.23,-,10.53,-5.43,5.43,-,3.24,Upgrade
2,Revenue,558.03,357.76,285.11,429.18,447.1,432.11,355.17,614.34,366.83,340.24,377.23,394.31,317.68,485.23,334.2,355.66,415,337.19,165.37,275,Upgrade
3,Revenue Growth (YoY),24.81%,-17.21%,-19.73%,-30.14%,21.88%,27.00%,-5.85%,55.80%,15.47%,-29.88%,12.88%,10.87%,-23.45%,43.90%,102.09%,29.33%,109.57%,85.45%,-25.58%,0.71%,Upgrade
4,Cost of Revenue,428.05,292.67,232.08,391.51,364.34,355.86,294.32,489.41,305.52,272.47,304.87,340.91,236.18,362.13,246.67,273.31,292.37,249.83,129.59,208.35,Upgrade
5,Gross Profit,129.99,65.08,53.03,37.67,82.76,76.26,60.85,124.93,61.31,67.77,72.36,53.4,81.5,123.1,87.53,82.34,122.63,87.36,35.79,66.65,Upgrade
6,"Selling, General & Admin",58.34,59.69,55.32,64.97,47.53,54.81,52.8,56.24,56.7,49.95,58.01,38.68,53.73,54.65,44.8,48.01,44.19,37.74,32.87,36.37,Upgrade
7,Research & Development,18.65,11.87,12.28,13.42,17.65,16.06,13.45,24.06,16.87,13.46,6.05,16.34,14.94,16.39,13.4,19.76,15.47,8.04,7.15,13.87,Upgrade
8,Other Operating Expenses,-7.89,2.37,2.35,6.34,2.37,1.11,-0.38,13.1,0.55,1.12,1.03,11.53,-0.66,3.39,0.67,11.31,1.49,0.52,-0.6,10.22,Upgrade
9,Operating Expenses,75.01,94.05,66.28,90.61,68.08,70.05,62.4,129.11,60.74,68.12,67.94,71.68,67.79,79.03,62.6,78.1,70.29,53.53,40.85,48.82,Upgrade
10,Operating Income,54.98,-28.97,-13.25,-52.93,14.67,6.21,-1.55,-4.18,0.57,-0.35,4.42,-18.29,13.72,44.06,24.93,4.25,52.34,33.83,-5.06,17.82,Upgrade
11,Interest Expense,-7.72,-11.42,-8.35,-11.86,-9.72,-9.54,-7.82,-10.48,-9.03,-8.15,-6.15,-11.14,-8.44,-7.81,-6.31,-12,-3.35,-1.5,-0.66,-0.43,Upgrade
12,Interest & Investment Income,0.34,0.23,0.71,-,0.15,0.79,0.61,12.33,4.07,0.73,0.69,0.87,1.19,0.8,0.25,1.57,0.67,0.31,0.31,4.29,Upgrade
13,Currency Exchange Gain (Loss),0.28,-0.28,-,1.7,-1.3,1.3,-,0.35,-1.17,1.17,-,-1.23,0.66,-0.66,-,-3.04,0.21,-0.21,-,0.72,Upgrade
14,Other Non Operating Income (Expenses),-2.91,0.6,0.16,7.18,-7.06,-6.13,1.53,-2.79,-3.42,1.62,2.46,5.04,0.72,0.59,0.02,3.91,-2.41,2.47,-2.41,-18.93,Upgrade
15,EBT Excluding Unusual Items,44.98,-39.84,-20.73,-55.91,-3.26,-7.37,-7.24,-4.77,-8.98,-4.98,1.41,-24.75,7.85,36.99,18.89,-5.31,47.46,34.9,-7.82,3.47,Upgrade
16,Gain (Loss) on Sale of Investments,1.28,-1.45,-,-0.7,-0.5,-1.14,-,-0.15,0.11,0.34,1.6,0.7,0.66,1.43,0.99,0.08,0.46,-1.32,1.14,-,Upgrade
17,Gain (Loss) on Sale of Assets,3.49,-0.06,0.04,-0,0.06,0.79,0.27,-0.19,0.02,-,6.92,0.6,0.03,-0.07,-0.07,-0.62,-0.17,-0.11,-0.16,-0.23,Upgrade
18,Asset Writedown,-7.76,-0.54,-,-0.23,0.18,-0.18,-,0.3,-0.38,-0.15,-,-0.03,0.09,-0.09,-,12.33,-12.33,-,-,-0.2,Upgrade
19,Other Unusual Items,-9.02,5.05,3.97,7.11,0.26,-0.26,-,16.59,-0.99,0.99,-,16.97,5.12,-5.12,-,14.24,-0.48,0.48,-,24.5,Upgrade
20,Pretax Income,32.98,-36.85,-16.72,-49.73,-3.27,-8.17,-6.97,11.78,-10.23,-3.79,9.93,-6.51,13.75,33.15,19.81,20.73,34.93,33.95,-6.84,27.54,Upgrade
21,Income Tax Expense,7.6,1.15,-0.28,-9.87,1.37,2.42,0.8,-4.44,-1.17,0.8,0.13,-2.12,-1.28,3.02,2.21,3.52,3.47,4.33,-0.58,4.52,Upgrade
22,Earnings From Continuing Operations,25.38,-37.99,-16.44,-39.87,-4.64,-10.58,-7.77,16.22,-9.06,-4.59,9.8,-4.39,15.02,30.13,17.6,17.21,31.46,29.62,-6.25,23.02,Upgrade
