,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Revenue,2808,3952,1657,1943,988.21,1084,911.3,1201,488.22,1148
1,Revenue Growth (YoY),69.45%,103.39%,67.66%,79.25%,8.44%,-9.77%,86.66%,4.63%,0.86%,142.72%
2,Cost of Revenue,2451,3591,1206,1384,387.96,398.92,272.71,416.35,290.05,534.66
3,Gross Profit,356.27,361.1,450.88,559.13,600.26,685.09,638.59,784.97,198.17,613.55
4,"Selling, General & Admin",39.74,70.95,37.73,49.33,27.9,39.64,29.73,44.25,30.27,41.78
5,Other Operating Expenses,-,-,-,-,-,-0.05,0.05,-,-,-
6,Operating Expenses,41.47,80.13,41.36,59.04,28.25,40.8,30.28,44.34,30.27,41.78
7,Operating Income,314.8,280.97,409.52,500.09,572.01,644.28,608.32,740.63,167.89,571.78
8,Interest Expense,-34.08,-29.93,-38.36,-43.44,-52.3,-58.97,-68.44,-68.48,-46.36,-96.71
9,Interest & Investment Income,-,63.96,-,45.11,-,13.26,-,21.19,-,24.79
10,Earnings From Equity Investments,0.17,36.1,3.07,11.84,0.86,0.53,-0.16,-0.16,0.66,-
11,Currency Exchange Gain (Loss),-,-,-,-,-,-0.36,-,2.52,-,1.61
12,Other Non Operating Income (Expenses),53.58,-39.89,27.35,-17.74,20.2,-7.19,10.55,-23.27,29.81,20.55
13,EBT Excluding Unusual Items,334.47,311.21,401.58,495.87,540.78,591.55,550.27,672.42,152,522.01
14,Merger & Restructuring Charges,-,-,-,-,-,-,-,-,-,-0.41
15,Gain (Loss) on Sale of Investments,-,0.8,-,4.87,-,-,-,2.57,-,0.77
16,Gain (Loss) on Sale of Assets,-,-,-,-,-,-,-,0.3,-,-28.29
17,Pretax Income,334.47,312.01,401.58,500.74,540.78,591.55,550.27,675.28,152,494.09
18,Income Tax Expense,81.6,76.45,103.24,125.79,135.67,146.03,142.36,162.28,44.22,124.39
19,Earnings From Continuing Operations,252.87,235.56,298.35,374.95,405.11,445.53,407.91,513,107.78,369.7
20,Net Income to Company,252.87,235.56,298.35,374.95,405.11,445.53,407.91,513,107.78,369.7
21,Minority Interest in Earnings,-4.28,-10.77,2.13,1.64,-,-,-,-,-,-
22,Net Income,248.59,224.79,300.47,376.59,405.11,445.53,407.91,513,107.78,369.7
23,Net Income to Common,248.59,224.79,300.47,376.59,405.11,445.53,407.91,513,107.78,369.7
24,Net Income Growth,-17.27%,-40.31%,-25.83%,-15.47%,-0.69%,-13.15%,278.47%,38.76%,-52.32%,77.28%
25,Shares Outstanding (Basic),2000,2000,2000,2000,2000,2000,2000,2000,2000,2000
26,Shares Outstanding (Diluted),2000,2000,2000,2000,2000,2000,2000,2000,2000,2000
27,Shares Change (YoY),-,-,-,-,-,-,-,-,-,2.46%
28,EPS (Basic),0.12,0.11,0.15,0.19,0.20,0.22,0.20,0.26,0.05,0.18
29,EPS (Diluted),0.12,0.10,0.15,0.19,0.20,0.22,0.20,0.26,0.05,0.18
30,EPS Growth,-20.00%,-46.89%,-25.00%,-15.47%,0%,-13.15%,300.00%,38.76%,-54.55%,73.03%
31,Free Cash Flow,-1821,-2267,-1200,-713.63,-48.27,604.45,607.19,719.89,313.52,584.11
32,Free Cash Flow Per Share,-0.91,-1.13,-0.60,-0.36,-0.02,0.30,0.30,0.36,0.16,0.29
33,Operating Margin,11.21%,7.11%,24.72%,25.74%,57.88%,59.44%,66.75%,61.65%,34.39%,49.80%
34,Profit Margin,8.85%,5.69%,18.14%,19.38%,40.99%,41.10%,44.76%,42.70%,22.08%,32.20%
35,Free Cash Flow Margin,-64.85%,-57.37%,-72.44%,-36.73%,-4.88%,55.76%,66.63%,59.92%,64.22%,50.87%
36,EBITDA,425.32,429.56,538.87,641.31,725.25,796.36,795.86,938.72,365.84,861.22
37,D&A For EBITDA,110.52,148.59,129.35,141.21,153.24,152.07,187.54,198.09,197.94,289.44
38,EBIT,314.8,280.97,409.52,500.09,572.01,644.28,608.32,740.63,167.89,571.78
