,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Cash & Equivalents,978.08,398.96,546.36,679.61,987.62,587.48,205.29,74.73,1579,1397
1,Short-Term Investments,-,436.85,-,22.3,-,3,-,2.55,-,4.04
2,Trading Asset Securities,-,200.8,541.8,1005,1001,-,400.6,464.8,109.61,200
3,Cash & Short-Term Investments,978.08,1037,1088,1707,1989,590.47,605.9,542.09,1689,1601
4,Cash Growth,-10.12%,-39.27%,-45.29%,189.05%,228.27%,8.93%,-64.12%,-66.15%,-1.56%,22.08%
5,Accounts Receivable,843.24,773.23,605.51,490.03,199.83,191.74,99.78,86.36,23.78,25.39
6,Other Receivables,-,-,-,-,-,-,-,-,-,1.12
7,Receivables,843.24,773.23,605.51,490.03,199.83,191.74,99.78,86.36,23.78,26.51
8,Inventory,39.36,43.75,21.96,17.36,3.09,3.92,4.59,3.88,5.46,2.43
9,Restricted Cash,6.87,2.3,3.31,0.61,-,-,-,-,-,-
10,Other Current Assets,243.59,49.35,74.21,198.52,57.48,42.02,11.23,0.4,10.3,7.27
11,Total Current Assets,2111,1905,1793,2413,2249,828.15,721.5,632.73,1728,1637
12,"Property, Plant & Equipment",576.93,534.64,522.38,388.51,352.42,382.75,382.6,411.87,134.61,375.9
13,Long-Term Investments,23.63,563.46,685.72,285.44,22.2,21.34,20.81,20.97,21.13,-
14,Other Intangible Assets,12700,10570,7354,6304,5454,5376,5464,5621,2542,5956
15,Long-Term Deferred Tax Assets,10.12,8.75,5.4,4.08,2.03,1.94,0.61,0.54,-,-
16,Other Long-Term Assets,1205,924.62,1424,1017,854.35,22.46,20.16,20.59,21.03,21.47
17,Total Assets,16626,14507,11784,10413,8934,6633,6610,6708,4447,7991
18,Accounts Payable,790.43,787.07,356.65,311.94,206.51,148.65,74.88,84.91,71.49,148.37
19,Accrued Expenses,-,111.16,-,122.99,-,163.77,182.47,176.75,158.36,148.36
20,Current Portion of Long-Term Debt,431.93,545.69,444.39,339.84,336.48,352.15,373.83,534.36,95,328.05
21,Current Portion of Leases,2.86,2.9,3.07,3.24,2.84,2.87,3.04,2.93,-,-
22,Current Income Taxes Payable,22.96,23,24.08,18.64,61.01,54.47,72.25,79.76,44.91,61.2
23,Other Current Liabilities,556.43,252.71,728.93,311.62,598.3,178.38,439.19,97.74,369.08,672.64
24,Total Current Liabilities,1805,1723,1557,1108,1205,900.28,1146,976.45,738.84,1359
25,Long-Term Debt,8652,6557,4245,3425,2368,2224,2412,2723,70,1643
26,Long-Term Leases,62.88,67.19,65.77,70.21,68.67,73.04,71.48,75.91,-,-
27,Long-Term Unearned Revenue,4.47,5,2.08,2.46,-,-,-,-,-,-
28,Long-Term Deferred Tax Liabilities,103.76,84.3,77.02,57.47,39.62,20.94,11.68,10.02,14.37,13.65
29,Other Long-Term Liabilities,16.88,19.17,18.66,20.91,20.36,22.56,21.97,24.14,23.51,25.64
30,Total Liabilities,10645,8455,5966,4685,3701,3241,3663,3809,846.72,3041
31,Common Stock,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000
32,Retained Earnings,1592,1937,1500,1797,1432,1392,946.73,898.82,713.49,801.37
33,Comprehensive Income & Other,2258,1988,2202,1812,1801,-,-,-,887.21,2148
34,Total Common Equity,5850,5925,5702,5610,5233,3392,2947,2899,3601,4949
35,Minority Interest,131.34,127.06,116.29,118.42,-,-,-,-,-,-
36,Shareholders' Equity,5981,6052,5819,5728,5233,3392,2947,2899,3601,4949
37,Total Liabilities & Equity,16626,14507,11784,10413,8934,6633,6610,6708,4447,7991
38,Total Debt,9150,7173,4758,3839,2776,2652,2861,3336,165,1971
39,Net Cash (Debt),-8172,-6136,-3670,-2132,-786.68,-2061,-2255,-2794,1524,-370.16
40,Net Cash Growth,-,-,-,-,-,-,-,-,21.36%,-
41,Net Cash Per Share,-4.09,-3.07,-1.84,-1.07,-0.39,-1.03,-1.13,-1.40,0.76,-0.19
42,Filing Date Shares Outstanding,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000
43,Total Common Shares Outstanding,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000
44,Working Capital,306.52,182.69,236.03,1305,1044,-72.13,-424.15,-343.72,989.44,278.81
45,Book Value Per Share,2.92,2.96,2.85,2.80,2.62,1.70,1.47,1.45,1.80,2.47
46,Tangible Book Value,-6850,-4645,-1651,-694.7,-221.07,-1984,-2518,-2723,1058,-1006
47,Tangible Book Value Per Share,-3.42,-2.32,-0.83,-0.35,-0.11,-0.99,-1.26,-1.36,0.53,-0.50
48,Buildings,-,112.21,-,107.95,-,95.5,-,94.51,-,92.97
49,Machinery,-,549.75,-,548.26,-,536.45,-,513.74,-,474.79
50,Construction In Progress,-,182.97,-,14.99,-,1.54,-,1.15,-,1.08
