,Fiscal Quarter,Current,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020",+2 Quarters
0,Market Capitalization,430,574,651,233,52,57,84,117,142,230,171,Upgrade
1,Market Cap Growth,146.45%,146.45%,1155.32%,305.77%,-38.16%,-50.94%,-41.09%,-49.04%,-16.77%,-20.00%,-69.00%,Upgrade
2,Enterprise Value,409,535,635,214,31,22,54,102,117,181,102,Upgrade
3,Last Close Price,0.33,0.52,0.59,0.21,0.05,0.05,0.08,0.11,0.13,0.21,0.15,Upgrade
4,PE Ratio,29.79,47.67,95.43,-,-36.16,-,-,-,-,-,15.58,Upgrade
5,PS Ratio,3.52,5.63,9.15,3.92,0.81,0.98,1.09,1.43,1.79,1.84,0.75,Upgrade
6,PB Ratio,3.10,4.96,5.76,1.95,0.40,0.44,0.60,0.76,0.90,1.40,1.06,Upgrade
7,P/TBV Ratio,6.34,6.34,7.40,2.54,0.51,0.58,0.76,0.95,1.12,1.75,1.33,Upgrade
8,P/FCF Ratio,35.47,-,22.59,-,-3.69,-,4.79,44.18,-,-,-,Upgrade
9,P/OCF Ratio,38.57,-,22.52,-,-3.70,-,4.75,27.67,-,-,-,Upgrade
10,EV/Sales Ratio,4.01,5.25,8.92,3.61,0.48,0.38,0.70,1.25,1.47,1.45,0.45,Upgrade
11,EV/EBITDA Ratio,-,-,-,-,-,-,-,-,-,-,7.50,Upgrade
12,EV/EBIT Ratio,-,-,-,-,-,-,-,-,-,-,7.82,Upgrade
13,EV/FCF Ratio,33.71,-,22.01,-,-2.19,-,3.10,38.56,-,-,-,Upgrade
14,Debt / Equity Ratio,0.05,0.05,0.08,0.00,0.00,0.00,0.01,0.02,0.03,0.03,0.01,Upgrade
15,Debt / FCF Ratio,0.48,-,0.31,-,-0.01,-,0.04,1.30,-,-,-,Upgrade
16,Return on Capital Employed (ROCE),-,-,-,-,-,-,-,-,-,-,8.04%,Upgrade
17,Earnings Yield,2.80%,2.10%,1.05%,-1.49%,-2.77%,-33.20%,-26.67%,-12.04%,-18.69%,-6.83%,6.42%,Upgrade
18,FCF Yield,2.82%,2.11%,4.43%,1.31%,-27.13%,-27.45%,20.87%,2.26%,-23.70%,-17.72%,-20.55%,Upgrade
