,Fiscal Quarter,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,+2 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020",+2 Quarters
0,Cash & Equivalents,27.15,48.28,16.84,18.89,21.57,35.76,33.14,18.9,30.06,49.04,Upgrade
1,Cash & Short-Term Investments,27.15,48.28,16.84,18.89,21.57,35.76,33.14,18.9,30.06,49.04,Upgrade
2,Cash Growth,61.28%,155.65%,-21.95%,-47.18%,-34.91%,89.19%,10.24%,-61.46%,-57.55%,-44.48%,Upgrade
3,Accounts Receivable,33.37,38.35,39.12,47.09,23.93,30.72,25.4,16.81,2.38,3.65,Upgrade
4,Other Receivables,3.46,1.32,0.08,0.47,0.34,0.59,0.54,0.6,0.77,0.35,Upgrade
5,Receivables,36.84,39.67,39.2,47.55,24.27,31.3,25.94,17.41,3.15,4,Upgrade
6,Inventory,22.17,23.55,45.23,42.7,53.42,47.61,60.8,59.4,41.27,64.35,Upgrade
7,Prepaid Expenses,4.24,2.08,8.84,0.39,0.07,0.09,0.06,0.47,4.16,2.86,Upgrade
8,Other Current Assets,9.97,2.45,0.07,16.69,19.61,15.94,22.58,49.51,69.78,43.61,Upgrade
9,Total Current Assets,100.36,116.04,110.17,126.22,118.94,130.7,142.51,145.69,148.42,163.86,Upgrade
10,"Property, Plant & Equipment",8.24,8.54,0.24,0.42,1.39,1.99,4.1,5.76,6.24,1.56,Upgrade
11,Goodwill,-,-,2.53,2.53,2.53,2.53,3.35,2.53,2.53,2.53,Upgrade
12,Other Intangible Assets,25.17,25.17,25.15,25.15,28.28,28.28,28.28,28.28,31,31.02,Upgrade
13,Long-Term Deferred Tax Assets,0.02,0.46,-,-,-,-,-,-,-,-,Upgrade
14,Total Assets,133.79,150.21,138.09,154.32,151.14,163.5,178.25,182.26,188.2,198.97,Upgrade
15,Accounts Payable,1.3,1.64,2.43,6.57,4.13,3.47,1.61,1.77,3,2.32,Upgrade
16,Accrued Expenses,1.36,4.56,3.36,3.47,3.5,3.5,3.6,3.58,3.58,3.96,Upgrade
17,Current Portion of Leases,2.5,3.09,0.12,0.17,0.28,0.44,1.31,1.29,1.45,0.87,Upgrade
18,Current Income Taxes Payable,5.66,10.78,10.73,11.08,11.95,11.55,11.76,11.31,10.11,19.15,Upgrade
19,Current Unearned Revenue,3.78,5.95,-,0.41,-,1.15,-,0.87,0.7,9.16,Upgrade
20,Other Current Liabilities,0.1,4.73,2.05,2.18,0.93,2.35,3.34,2.52,1.51,1.6,Upgrade
21,Total Current Liabilities,14.69,30.75,18.69,23.88,20.8,22.46,21.62,21.35,20.35,37.06,Upgrade
22,Long-Term Leases,3.36,5.89,0,0.04,0.29,0.29,2.13,2.75,3.26,-,Upgrade
23,Long-Term Deferred Tax Liabilities,0.03,0.43,-,-,-,-,-,-,0,0.01,Upgrade
24,Total Liabilities,18.08,37.08,18.69,23.93,21.09,22.75,23.75,24.09,23.61,37.07,Upgrade
25,Common Stock,55.2,55.2,55.2,55.2,55.2,55.2,55.2,55.2,55.2,55.2,Upgrade
26,Additional Paid-In Capital,913.91,913.91,913.91,913.91,913.91,913.91,913.91,913.91,913.91,913.91,Upgrade
27,Retained Earnings,-830.8,-831.87,-827.85,-851.55,-852.22,-850.11,-833.16,-827.73,-835.45,-822.2,Upgrade
28,Comprehensive Income & Other,-22.59,-24.1,-21.85,12.84,13.18,21.76,18.55,16.8,30.93,15,Upgrade
29,Total Common Equity,115.71,113.13,119.4,130.4,130.06,140.75,154.49,158.17,164.59,161.9,Upgrade
30,Shareholders' Equity,115.71,113.13,119.4,130.4,130.06,140.75,154.49,158.17,164.59,161.9,Upgrade
31,Total Liabilities & Equity,133.79,150.21,138.09,154.32,151.14,163.5,178.25,182.26,188.2,198.97,Upgrade
32,Total Debt,5.86,8.99,0.13,0.21,0.57,0.73,3.44,4.03,4.71,0.87,Upgrade
33,Net Cash (Debt),21.29,39.3,16.71,18.68,21,35.03,29.7,14.87,25.35,48.18,Upgrade
34,Net Cash Growth,27.43%,110.40%,-20.44%,-46.69%,-29.27%,135.61%,17.15%,-69.14%,-63.45%,-45.43%,Upgrade
35,Net Cash Per Share,0.02,0.04,0.02,0.02,0.02,0.03,0.03,0.01,0.02,0.04,Upgrade
36,Filing Date Shares Outstanding,1104,1104,1104,1104,1104,1104,1104,1104,1104,1104,Upgrade
37,Total Common Shares Outstanding,1104,1104,1104,1104,1104,1104,1104,1104,1104,1104,Upgrade
38,Working Capital,85.67,85.28,91.48,102.33,98.14,108.24,120.89,124.35,128.07,126.8,Upgrade
39,Book Value Per Share,0.10,0.10,0.11,0.12,0.12,0.13,0.14,0.14,0.15,0.15,Upgrade
40,Tangible Book Value,90.54,87.96,91.72,102.71,99.25,109.94,122.86,127.36,131.05,128.35,Upgrade
41,Tangible Book Value Per Share,0.08,0.08,0.08,0.09,0.09,0.10,0.11,0.12,0.12,0.12,Upgrade
42,Machinery,-,2.16,-,2.09,-,2.12,-,2.07,-,1.95,Upgrade
43,Leasehold Improvements,-,0.02,-,0.02,-,1.71,-,1.6,-,0.64,Upgrade
