,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,818,847,1003,925,1254,1468,2430,3078,3693,2981,6285,Upgrade
1,Market Cap Growth,-8.42%,-8.42%,-20.02%,-36.98%,-48.40%,-52.32%,-34.21%,3.26%,-41.24%,-23.33%,24.36%,Upgrade
2,Enterprise Value,1080,2721,2445,2792,3766,3759,5559,5346,6936,5745,9997,Upgrade
3,Last Close Price,0.08,0.09,0.10,0.10,0.13,0.15,0.25,0.43,0.51,0.41,0.87,Upgrade
4,PE Ratio,-,-0.69,-,7.49,9.13,44.18,-,8.17,10.51,25.97,15.65,Upgrade
5,Forward PE,7.18,3.52,4.48,2.72,3.86,4.60,4.27,5.93,7.80,5.26,7.28,Upgrade
6,PS Ratio,0.13,0.13,0.15,0.13,0.16,0.36,-,0.28,0.38,0.32,0.68,Upgrade
7,PB Ratio,0.12,0.12,0.14,0.12,0.16,0.19,0.30,0.43,0.55,0.50,1.05,Upgrade
8,P/TBV Ratio,0.13,0.13,0.15,0.12,0.17,0.19,0.30,0.43,0.56,0.50,1.06,Upgrade
9,P/FCF Ratio,30.73,-5.18,-,-,14.88,-,-,-,5.30,-,6.30,Upgrade
10,P/OCF Ratio,4.04,4.04,-,0.95,1.69,16.23,-,-,2.64,-,4.15,Upgrade
11,PEG Ratio,0.25,0.25,0.25,0.25,0.24,0.29,0.66,0.26,0.34,0.19,0.22,Upgrade
12,EV/Sales Ratio,0.17,0.41,0.37,0.40,0.47,0.93,-,0.49,0.71,0.62,1.09,Upgrade
13,EV/EBITDA Ratio,-,-5.30,-,3.74,4.32,6.41,-,4.27,6.21,6.91,9.43,Upgrade
14,EV/EBIT Ratio,-,-,-,-18.90,-,20.91,-,10.64,13.94,17.00,16.89,Upgrade
15,EV/FCF Ratio,40.58,-16.66,-,-,44.71,-,-,-,9.95,-,10.02,Upgrade
16,Debt / Equity Ratio,0.14,0.14,0.42,0.35,0.39,0.45,0.44,0.55,0.54,0.68,0.64,Upgrade
17,Debt / FCF Ratio,35.51,-5.78,-,-,35.55,-,-,-,5.13,-,3.81,Upgrade
18,Return on Capital Employed (ROCE),-,-,-,-1.62%,-,1.97%,-,6.18%,6.15%,4.30%,8.19%,Upgrade
19,Earnings Yield,-151.16%,-145.95%,-122.63%,13.35%,10.95%,2.26%,-,12.23%,9.51%,3.85%,6.39%,Upgrade
20,FCF Yield,3.25%,-19.29%,-46.73%,23.54%,6.72%,-11.30%,-,14.81%,18.87%,38.06%,15.88%,Upgrade
21,Dividend Yield,0.00%,-,-,-,-,-,-,-,-,-,1.20%,Upgrade
22,Buyback Yield / Dilution,-0.14%,-0.12%,-0.17%,-0.05%,-,-50.00%,-,-,-,-,-2.43%,Upgrade
23,Total Shareholder Return,-0.14%,-0.12%,-0.17%,-0.05%,-,-50.00%,-,-,-,-,-1.22%,Upgrade
