,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,3654,4012,4021,4737,5738,7619,9455,11518,6085,5673,8025,Upgrade
1,Market Cap Growth,-15.31%,-15.31%,-29.92%,-37.83%,-39.32%,-33.85%,55.40%,103.02%,-24.17%,-29.14%,-2.01%,Upgrade
2,Enterprise Value,11298,13363,12888,13214,13662,14268,14351,17846,13453,13784,15609,Upgrade
3,Last Close Price,3.98,4.26,4.27,5.03,6.09,7.59,8.81,10.30,5.36,4.99,6.87,Upgrade
4,PE Ratio,5.37,5.82,-9.71,-,-,2.72,2.87,5.34,9.91,12.22,8.12,Upgrade
5,Forward PE,5.04,5.53,7.23,2.29,2.70,2.94,3.99,6.41,6.00,4.95,6.14,Upgrade
6,PS Ratio,0.15,0.16,0.16,0.20,0.21,0.24,0.29,0.40,0.26,0.26,0.33,Upgrade
7,PB Ratio,0.36,0.38,0.37,0.46,0.50,0.58,0.73,0.99,0.60,0.65,0.89,Upgrade
8,P/TBV Ratio,0.40,0.40,0.40,0.50,0.54,0.62,0.77,1.07,0.66,0.71,0.97,Upgrade
9,P/FCF Ratio,0.96,1.06,3.00,-,-23.82,-,-,3.00,1.94,5.18,11.34,Upgrade
10,P/OCF Ratio,0.89,0.89,1.84,4.19,3.13,6.65,3.15,2.28,1.55,2.39,2.97,Upgrade
11,PEG Ratio,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,Upgrade
12,EV/Sales Ratio,0.45,0.54,0.51,0.57,0.51,0.45,0.44,0.62,0.58,0.63,0.63,Upgrade
13,EV/EBITDA Ratio,3.67,4.50,7.49,-57.23,-,2.96,2.66,4.71,6.55,6.13,6.07,Upgrade
14,EV/EBIT Ratio,5.93,7.04,22.67,-,-,3.85,3.40,6.70,14.17,11.16,9.71,Upgrade
15,EV/FCF Ratio,2.97,3.52,9.63,-,-56.72,-,-,4.65,4.29,12.60,22.06,Upgrade
16,Debt / Equity Ratio,0.97,0.97,1.07,1.04,0.93,0.77,0.69,0.66,0.87,1.28,1.07,Upgrade
17,Debt / FCF Ratio,2.72,2.72,8.60,-,-44.19,-,-,1.99,2.80,10.23,13.74,Upgrade
18,Return on Capital Employed (ROCE),12.88%,12.88%,3.77%,-,-,20.53%,23.99%,16.83%,6.58%,8.54%,10.57%,Upgrade
19,Earnings Yield,18.86%,17.18%,-10.29%,-36.10%,3.09%,36.74%,34.86%,18.74%,10.09%,8.18%,12.32%,Upgrade
20,FCF Yield,104.00%,94.72%,33.28%,-5.11%,-4.20%,-26.29%,1.32%,33.32%,51.54%,19.29%,8.82%,Upgrade
21,Dividend Yield,5.03%,2.35%,-,-,6.24%,12.04%,12.14%,4.85%,-,-,4.81%,Upgrade
22,Buyback Yield / Dilution,-,-,0.05%,-0.02%,-0.12%,-0.30%,-0.23%,-0.01%,0.41%,0.18%,Upgrade,
23,Total Shareholder Return,5.03%,2.35%,-,0.05%,6.22%,11.92%,11.84%,4.62%,-0.01%,0.41%,4.99%,Upgrade
