,Fiscal Quarter,Current,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,+2 Quarters
,Period Ending,"Oct '24 Oct 15, 2024","Dec '24 Dec 31, 2024","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020",+2 Quarters
0,Market Capitalization,915,791,784,977,1176,1110,1200,1839,1835,1034,502,Upgrade
1,Market Cap Growth,-18.96%,-18.96%,-33.37%,-11.98%,-2.01%,-39.68%,-34.60%,77.85%,265.88%,80.75%,-12.32%,Upgrade
2,Enterprise Value,1271,1127,1149,1192,1336,1280,1408,2075,1967,1240,710,Upgrade
3,Last Close Price,1.22,1.22,1.53,2.35,2.61,3.07,2.98,3.77,3.68,2.18,1.08,Upgrade
4,PE Ratio,18.86,16.32,32.75,33.32,24.98,13.05,8.72,12.48,17.92,11.65,8.15,Upgrade
5,PS Ratio,0.37,0.37,0.39,0.48,0.58,0.51,0.51,0.72,0.77,0.49,0.29,Upgrade
6,PB Ratio,0.56,0.56,0.55,0.69,0.81,0.79,0.82,1.29,1.33,0.81,0.42,Upgrade
7,P/TBV Ratio,0.72,0.72,0.72,0.89,1.08,1.03,1.10,1.73,1.87,1.13,0.60,Upgrade
8,P/FCF Ratio,12.81,-,-9.86,-,-,9.21,10.48,174.83,-,8.78,5.90,Upgrade
9,P/OCF Ratio,7.57,7.57,-18.25,-,-,8.30,8.30,36.72,-,5.77,4.56,Upgrade
10,EV/Sales Ratio,0.59,0.53,0.57,0.59,0.66,0.59,0.60,0.82,0.83,0.58,0.41,Upgrade
11,EV/EBITDA Ratio,7.06,6.29,6.83,6.11,5.93,4.92,4.99,6.69,6.78,5.15,3.93,Upgrade
12,EV/EBIT Ratio,8.96,7.94,8.66,7.35,6.78,5.53,5.55,7.35,7.43,5.72,4.60,Upgrade
13,EV/FCF Ratio,20.57,-,-14.47,-,-,10.63,12.29,197.27,-,10.53,8.35,Upgrade
14,Debt / Equity Ratio,0.32,0.32,0.31,0.34,0.16,0.17,0.20,0.19,0.21,0.16,0.18,Upgrade
15,Debt / FCF Ratio,7.18,-,-5.61,-,-,1.93,2.56,25.73,-,1.77,2.53,Upgrade
16,Return on Capital Employed (ROCE),8.25%,8.25%,7.60%,9.06%,12.86%,15.42%,16.22%,18.43%,17.77%,16.15%,12.03%,Upgrade
17,Earnings Yield,5.30%,6.13%,3.05%,3.00%,4.00%,7.66%,11.46%,8.01%,5.58%,8.59%,12.27%,Upgrade
18,FCF Yield,6.76%,7.81%,-10.14%,-17.28%,1.02%,10.85%,9.54%,0.57%,4.28%,11.38%,16.94%,Upgrade
19,Buyback Yield / Dilution,-1.00%,-0.71%,-1.28%,-1.38%,-0.39%,-0.23%,-0.76%,-0.94%,-1.34%,-1.47%,-4.69%,Upgrade
20,Total Shareholder Return,0.34%,-0.71%,-1.28%,-1.38%,-0.39%,-0.23%,-0.76%,-0.94%,-1.34%,-1.47%,-4.69%,Upgrade
