,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+20 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Cash & Equivalents,570012,611765,158595,100335,232805,360319,185705,847919,553169,479581,52997,138774,195219,140588,102082,143562,40754,199865,143510,81224,Upgrade
1,Short-Term Investments,2220566,2105268,2340768,2189585,1926185,1512550,1654750,1174790,1665173,1645183,1522162,1074882,1191849,1047255,1053060,907700,1364500,1167876,1091891,1156129,Upgrade
2,Trading Asset Securities,119841,124613,130182,133522,142323,132767,123616,94952,102721,112303,137173,139346,79897,131540,56975,8590,9010,117640,187272,-,Upgrade
3,Cash & Short-Term Investments,2910419,2841647,2629545,2423442,2301313,2005636,1964071,2117661,2321063,2237067,1712332,1353001,1466965,1319383,1212116,1059851,1414263,1485381,1422673,1237353,Upgrade
4,Cash Growth,26.47%,41.68%,33.88%,14.44%,-0.85%,-10.35%,14.70%,56.52%,58.22%,69.55%,41.27%,27.66%,3.73%,-11.18%,-14.80%,-14.35%,-10.39%,29.96%,38.30%,25.53%,Upgrade
5,Accounts Receivable,1848635,1830313,1552671,1645691,1432424,1910403,1800309,1744211,2115784,2568855,2780914,2518911,1926197,1478691,1295566,1227471,1269728,1347602,1091971,1214277,Upgrade
6,Other Receivables,6692,35152,16565,29192,20627,50071,26544,25839,38437,53565,30312,24495,51421,19838,26690,36253,30145,82990,28995,26648,Upgrade
7,Receivables,1855327,1865465,1569236,1674883,1453051,1960474,1826853,1770051,2154221,2622421,2811697,2543406,1977618,1498529,1322256,1263724,1299874,1430592,1120966,1240925,Upgrade
8,Inventory,2911355,3354617,3412544,3466928,3763499,3925093,4063669,3316604,2817542,2805809,2908404,2428566,1793087,1795155,2109254,1742353,1508248,1440164,1450083,1339739,Upgrade
9,Prepaid Expenses,15730,16142,15362,14623,13361,15118,14400,15579,13852,14138,12626,12027,9458,9354,12403,11510,7238,7736,8998,8167,Upgrade
10,Other Current Assets,548269,373370,459171,412024,356933,396336,381601,493584,333684,511045,578486,475391,295461,441926,377049,275154,505858,331649,494584,482528,Upgrade
11,Total Current Assets,8241100,8451241,8085858,7991899,7888157,8302657,8250594,7713479,7640362,8190480,8023544,6812391,5542589,5064347,5033078,4352592,4735481,4695523,4497304,4308711,Upgrade
12,"Property, Plant & Equipment",3059117,3120695,3163395,3135701,3080742,3162900,3132958,3106696,3087919,2860682,2661616,2571857,2334928,2069064,2043722,2009916,1887395,1807002,1749008,1658523,Upgrade
13,Long-Term Investments,69482,68927,68222,67552,67243,67072,66882,66597,66442,67319,67130,117681,66220,166420,62613,62248,62129,12339,1414,1414,Upgrade
14,Goodwill,190356,199135,207915,216694,225473,234252,243031,251810,260590,269369,278148,286927,295706,304486,313265,322044,34193,35618,37042,38467,Upgrade
15,Other Intangible Assets,471227,471107,475215,461394,462543,377000,381081,299231,301368,303669,288544,290090,292808,298326,301050,302555,305259,307204,309567,311373,Upgrade
16,Long-Term Deferred Tax Assets,4868,2645,2847,3004,2499,2962,3054,2981,2468,2617,2677,3630,3525,4080,2926,2716,2306,1853,2270,2313,Upgrade
17,Other Long-Term Assets,212902,208354,213273,216474,215892,219191,228137,224336,224141,212978,214641,200379,201851,205096,214931,181776,175099,148028,143676,119538,Upgrade
18,Total Assets,12249053,12522104,12216724,12092717,11942549,12366034,12305737,11665131,11583290,11907114,11536300,10282954,8737627,8111819,7971586,7233846,7201862,7007568,6740282,6440339,Upgrade
19,Accounts Payable,271582,551583,539089,476792,308584,449944,424452,542136,447800,356042,624744,468821,339620,260845,294768,314475,326318,281586,284478,265962,Upgrade
20,Accrued Expenses,489318,453976,424096,346501,572474,579417,640392,313781,682937,644811,498332,292772,392460,350234,304910,275818,315846,275212,207682,215904,Upgrade
21,Short-Term Debt,2277107,2242695,2342631,2745821,2142886,2527105,2664961,2632534,2201947,2481858,2541695,2611938,1723324,1368479,1628434,1051701,1105500,863646,849136,829468,Upgrade
22,Current Portion of Long-Term Debt,-,-,8960,-,14500,18980,29520,25042,11600,11600,5800,8700,11686,-,-,-,-,-,-,-,Upgrade
23,Current Income Taxes Payable,56993,139739,82431,27296,125659,109537,83509,32239,272884,264767,181607,109219,31095,96964,57525,20287,56359,68524,67670,42964,Upgrade
24,Other Current Liabilities,98330,107563,76459,81591,68811,76791,82815,83385,80966,88224,111722,180948,181881,118160,108647,107662,136981,130388,67967,38120,Upgrade
25,Total Current Liabilities,3193330,3495556,3473667,3678001,3232915,3761774,3925649,3629117,3698134,3847301,3963900,3672398,2680066,2194682,2394286,1769943,1941004,1619356,1476934,1392418,Upgrade
26,Long-Term Debt,-,-,58130,67090,101863,122683,116623,128483,174909,177809,150625,156425,156425,168111,82359,69659,69208,-,-,-,Upgrade
