,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Jan '22 Jan 1, 2022","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Operating Revenue,435.66,353.31,266.88,192.5,535.97,641.79,610.92,374.27,495.64,699.81,549.9,823.59,719.03,653.92,488.89,1160,1124,1303,584.42,1098,Upgrade
1,Other Revenue,-11.93,11.93,-,21.17,-11.52,11.52,-,26.92,-12.36,12.36,-,24.39,-7.98,7.98,-,22.61,-15.96,15.96,-,14.31,Upgrade
2,Revenue,423.72,365.24,266.88,213.67,524.45,653.31,610.92,401.19,483.27,712.17,549.9,847.98,711.05,661.9,488.89,1182,1108,1319,584.42,1112,Upgrade
3,Revenue Growth (YoY),-19.21%,-44.09%,-56.32%,-46.74%,8.52%,-8.26%,11.10%,-52.69%,-32.03%,7.60%,12.48%,-28.28%,-35.84%,-49.83%,-16.35%,6.30%,10.84%,8.38%,-4.62%,29.40%,Upgrade
4,Cost of Revenue,340.83,296.89,219.62,439.83,293.36,682.87,501.3,371.24,385.27,569.31,421.29,730.46,533.79,497.48,349.95,876.26,753.71,919.57,419.53,765.9,Upgrade
5,Gross Profit,82.89,68.34,47.26,-226.16,231.09,-29.56,109.62,29.95,98,142.86,128.61,117.53,177.26,164.42,138.94,306.12,354.62,399.61,164.89,346.36,Upgrade
6,"Selling, General & Admin",44.51,37.96,31.58,59.62,44.89,43.01,34.93,54.23,53.49,44.58,43.6,52.64,76.04,50.86,51.46,82.58,77.3,55.41,38.53,109.53,Upgrade
7,Research & Development,8.61,12.49,6.49,11.85,26.28,25.73,10.47,15.94,21,22.27,16.27,44.17,28.83,14.18,12.84,55.96,37.77,37.24,17.79,32.79,Upgrade
8,Other Operating Expenses,1.03,1.79,0.35,-9.36,2.61,3.78,-0.71,9.38,3.55,2.66,1.87,11.7,1.17,-0.2,-1.74,12.33,3.88,2.76,3.11,7.87,Upgrade
