,Fiscal Quarter,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,+2 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020",+2 Quarters
0,Cash & Equivalents,98.39,76.06,57.62,65.76,53.14,70.71,120.04,109.2,122.59,96.98,Upgrade
1,Trading Asset Securities,31.17,-,-,-,-,-,-,-,-,-,Upgrade
2,Cash & Short-Term Investments,129.56,76.06,57.62,65.76,53.14,70.71,120.04,109.2,122.59,96.98,Upgrade
3,Cash Growth,124.86%,15.67%,8.42%,-7.00%,-55.73%,-35.24%,-2.08%,12.60%,120.49%,281.32%,Upgrade
4,Accounts Receivable,14.83,43.6,31.81,44.84,124.94,30.64,181.52,74.97,80.75,87.17,Upgrade
5,Other Receivables,1.51,7.22,10.39,11.31,21.1,17.25,13.37,11.53,11.34,12.62,Upgrade
6,Receivables,43.38,87.33,120.22,203.64,321.13,196.39,388.02,320.5,371.11,334.02,Upgrade
7,Inventory,9.25,15.95,14.59,21.96,42.31,59.32,27.65,41.15,23.85,33.4,Upgrade
8,Other Current Assets,49.64,59.17,53.17,53.62,13.84,23.93,8.49,11.19,16.83,9.77,Upgrade
9,Total Current Assets,231.83,238.51,245.6,344.98,430.42,350.36,544.2,482.03,534.38,474.18,Upgrade
10,"Property, Plant & Equipment",20.47,21.21,21.45,23.53,20.34,23.6,2.46,2.9,4.19,4.93,Upgrade
11,Other Intangible Assets,0.17,0.17,0.17,0.17,0.17,0.17,5.26,4.8,4.8,5.12,Upgrade
12,Long-Term Accounts Receivable,-,-,-,-,-,-,-,-,0.9,2.19,Upgrade
13,Total Assets,262.83,276.58,283.91,368.68,472.36,408.19,552.38,536.41,557.41,559.07,Upgrade
14,Accounts Payable,1.61,9.37,1.61,8.95,20.87,20.36,5.88,13.65,8.12,34.75,Upgrade
15,Accrued Expenses,-,-,-,-,-,-,-,-,0.9,1.49,Upgrade
16,Short-Term Debt,-,24.49,19.63,67.51,149.94,73.81,237,217.4,259.66,257,Upgrade
17,Current Portion of Long-Term Debt,-,-,-,-,50,50,-,-,-,-,Upgrade
18,Current Portion of Leases,0.54,0.82,0.97,0.94,0.5,1.3,1.14,1.93,1.9,1.86,Upgrade
19,Current Income Taxes Payable,-,-,-,-,-,-,2.5,2.55,4.9,2.6,Upgrade
20,Other Current Liabilities,4.88,9.25,5.68,7.49,8.38,13.77,10.32,12.01,8.26,8.88,Upgrade
21,Total Current Liabilities,7.03,43.94,27.88,84.89,229.69,159.24,256.84,247.54,283.74,306.59,Upgrade
22,Long-Term Debt,-,-,18,40,-,-,50,50,50,50,Upgrade
23,Long-Term Leases,0.17,-,0.33,0.84,-,-,-,0.16,1.14,2.1,Upgrade
24,Long-Term Deferred Tax Liabilities,0.38,0.39,0.41,0.47,0.47,0.65,1.73,1.57,1.57,1.71,Upgrade
25,Total Liabilities,7.57,44.33,46.62,126.19,230.16,159.89,308.57,299.28,336.45,360.4,Upgrade
26,Common Stock,109.38,91.15,91.15,91.15,91.15,91.13,91.06,91.06,91.06,91.06,Upgrade
27,Additional Paid-In Capital,2972,2956,2956,2956,2956,2955,2953,2953,2953,2953,Upgrade
28,Retained Earnings,-2852,-2843,-2842,-2838,-2836,-2840,-2667,-2676,-2688,-2709,Upgrade
29,Comprehensive Income & Other,6.31,5.92,5.44,6.21,2.31,7.15,-171.47,-171.34,-171.3,-171.36,Upgrade
30,Total Common Equity,236.03,210.16,210.78,214.9,212.97,212.99,205.9,197,185.05,163.91,Upgrade
31,Minority Interest,-11.68,-8.8,-4.38,-3.31,-1.67,3.56,4,6.13,1.9,0.76,Upgrade
32,Shareholders' Equity,255.25,232.25,237.29,242.49,242.2,248.31,243.82,237.14,220.96,198.68,Upgrade
33,Total Liabilities & Equity,262.83,276.58,283.91,368.68,472.36,408.19,552.38,536.41,557.41,559.07,Upgrade
34,Total Debt,0.71,25.31,38.93,109.29,200.44,125.11,288.14,269.49,312.69,310.96,Upgrade
35,Net Cash (Debt),128.86,50.75,18.69,-43.52,-147.3,-54.4,-168.1,-160.3,-190.1,-213.98,Upgrade
36,Net Cash Growth,589.48%,-,-,-,-,-,-,-,-,-,Upgrade
37,Net Cash Per Share,0.13,0.06,0.02,-0.05,-0.16,-0.06,-0.18,-0.17,-0.21,-0.23,Upgrade
38,Filing Date Shares Outstanding,1094,911.54,911.54,911.54,911.54,911.27,910.6,910.57,910.57,910.57,Upgrade
39,Total Common Shares Outstanding,1094,911.54,911.54,911.54,911.54,911.27,910.6,910.57,910.57,910.57,Upgrade
40,Working Capital,224.8,194.58,217.72,260.09,200.73,191.12,287.36,234.49,250.64,167.58,Upgrade
41,Book Value Per Share,0.22,0.23,0.23,0.24,0.23,0.23,0.23,0.22,0.20,0.18,Upgrade
42,Tangible Book Value,235.86,209.98,210.6,214.72,212.8,212.82,200.65,192.21,180.25,158.79,Upgrade
43,Tangible Book Value Per Share,0.22,0.23,0.23,0.24,0.23,0.23,0.22,0.21,0.20,0.17,Upgrade
44,Land,-,2.77,-,2.81,-,2.86,-,-,-,0.31,Upgrade
45,Buildings,-,12.81,-,12.98,-,12.77,-,-,-,-,Upgrade
46,Machinery,-,11.37,-,10.29,-,8.05,-,5.66,-,5.39,Upgrade
