,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+20 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Investments in Debt Securities,930871,684261,650000,512566,450000,472428,450000,681836,550000,763059,713921,715444,600050,78834,688933,1220667,547570,1361994,497254,1695820,Upgrade
1,Investments in Equity & Preferred Securities,40841,37707,37501,32859,35434,34509,34656,31193,33221,29451,29293,27794,29447,29863,28299,26984,26771,27299,27647,27777,Upgrade
2,Other Investments,4979931,5113029,4943380,4811304,4713930,4405159,4532557,4241350,4024558,3899556,3850007,3605099,3498137,3947117,3211692,2567511,2991907,2081995,2949410,1768172,Upgrade
3,Total Investments,6431831,6531080,6319904,5726021,5606406,5512199,5456065,5245602,4865713,4972168,4875733,4637778,4423113,4329963,4212844,4087598,3917339,3875821,3716783,3666145,Upgrade
4,Cash & Equivalents,89505,69060,106379,126289,21364,109245,90687,84395,28862,83201,109360,69238,30489,83628,154664,114502,98048,102784,233640,125002,Upgrade
5,Reinsurance Recoverable,1242760,1430927,1020249,889651,1200090,1031472,1305825,1142964,1112561,912365,964710,904031,984365,1167311,1251582,939641,1283596,987056,1418541,1038936,Upgrade
6,Other Receivables,465798,409018,207834,483017,277764,485601,237367,432850,287612,264037,297075,317564,309244,421901,417767,522688,232643,583979,201859,463314,Upgrade
7,"Property, Plant & Equipment",44051,41317,40379,31668,33978,19530,19341,21434,23513,20760,17147,18942,20553,12070,11505,11194,12519,7748,8863,10169,Upgrade
8,Other Intangible Assets,25789,15738,15801,15911,16041,6895,7022,7149,7299,7427,7556,7688,7850,7692,6643,6475,6512,6490,6513,6538,Upgrade
9,Other Current Assets,282635,323865,357368,322856,308402,325935,319449,278771,246987,256155,242869,211214,189179,180394,180738,184624,176445,177018,182129,152292,Upgrade
10,Long-Term Deferred Tax Assets,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,155.04,155.04,155.04,Upgrade
11,Other Long-Term Assets,86618,89105,85406,82537,86200,85636,87693,96343,97188,73409,74725,77644,79682,80850,82258,83602,84010,34244,34130,34381,Upgrade
12,Total Assets,8668987,8910110,8153319,7677949,7550246,7576513,7523448,7309509,6669734,6589521,6589176,6244099,6044474,6283808,6318001,5950324,5811113,5775297,5802613,5496932,Upgrade
13,Accounts Payable,10878,1544,16713,4572,39447,1565,13651,5565,37623,2547,5983,4764,23809,2594,5914,12427,32135,894.19,6560,562.49,Upgrade
14,Accrued Expenses,490464,478211,568748,321284,391324,425618,449839,212229,304694,317290,279003,176254,283415,289227,244137,148959,185270,243894,274806,140351,Upgrade
