,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+20 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Premiums & Annuity Revenue,1170862,983764,1124795,984231,749559,911465,894866,798321,479917,690769,667613,570667,580207,432766,515250,411026,491775,431283,426616,337749,Upgrade
1,Total Interest & Dividend Income,-,84257,27019,130703,95764,119200,102139,61719,71762,81694,99081,9920,-16603,76325,150430,35525,63640,71963,76921,53937,Upgrade
2,Gain (Loss) on Sale of Investments,-,-,58736,-,-10122,-,3141,10706,68488,-,-23477,26008,67098,-,-51554,52547,1818,-,5136,1441,Upgrade
3,Other Revenue,757.96,630.88,631.23,63.94,274854,383.79,548.97,70.34,246687,22.44,182.29,41.79,53070,49110,50567,63074,42357,49099,63543,45395,Upgrade
4,Total Revenue,1171620,1068652,1211181,1114999,1110056,1031048,1000696,870817,866855,772486,743400,606636,683772,558201,664692,562172,599589,552345,572216,438522,Upgrade
5,Revenue Growth (YoY),5.55%,3.65%,21.03%,28.04%,28.06%,33.47%,34.61%,43.55%,26.78%,38.39%,11.84%,7.91%,14.04%,1.06%,16.16%,28.20%,8.87%,13.58%,18.34%,2.79%,Upgrade
6,Policy Benefits,711084,816073,847063,702204,-1085411,698340,679562,624455,-707102,529668,554130,426373,111378,106203,174730,163410,168255,155759,161564,105342,Upgrade
7,Policy Acquisition & Underwriting Costs,-,-,-,-,563783,-,-,-,369979,-,-,-,73751,76678,72758,57371,57879,66351,79224,25184,Upgrade
8,Depreciation & Amortization,-,-,7070,-,8953,-,6569,-,8347,-,-,-,1644,-,1862,3199,1349,-,1176,2751,Upgrade
9,"Selling, General & Administrative",308583,166042,-213707,261921,-250518,172664,-172756,159833,-200436,155816,113426,125521,48574,99480,39936,-34290,59743,91978,48905,-31264,Upgrade
10,Provision for Bad Debts,-,-,5926,-,7110,-,2066,-,-2828,-,-,-,-8819,-,-26.4,1577,-1944,-,28.17,-1307,Upgrade
11,Other Operating Expenses,-,-,25078,93.05,1293082,-,19208,18.47,926061,-,-12.16,12.16,215948,129824,191656,143051,165399,147118,130948,120865,Upgrade
