,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Revenue,424.24,412.6,413.21,417.49,416,414.78,343.64,321.8,293.52,276.26
1,Revenue Growth (YoY),2.67%,-1.17%,-0.67%,0.65%,21.06%,28.89%,17.08%,16.49%,10.13%,3.48%
2,Cost of Revenue,247.31,263.05,241.71,273.43,262.8,290.14,209.94,226.3,152.87,174.19
3,Gross Profit,176.94,149.54,171.5,144.06,153.2,124.64,133.7,95.5,140.65,102.07
4,"Selling, General & Admin",13.08,17.29,12.64,22.83,10.4,9.65,9.52,10.24,7.91,8.51
5,Operating Expenses,12.78,17.19,12.87,22.91,9.78,10.15,9.14,9.53,8.37,8.5
6,Operating Income,164.15,132.36,158.63,121.15,143.43,114.5,124.56,85.98,132.29,93.57
7,Interest Expense,-9.26,-9.19,-11.47,-10.79,-10.91,-12.11,-10.13,-11.62,-12.78,-15.43
8,Interest & Investment Income,4.36,4.72,6.41,9.01,5.13,4.48,2.53,1.49,0.35,0.52
9,Currency Exchange Gain (Loss),-,-0.73,-,0.09,-,-,-,0.43,-,0.94
10,Other Non Operating Income (Expenses),0.5,-0.32,1.75,1.47,11.81,0.27,1.6,5.57,0.57,3.89
11,EBT Excluding Unusual Items,159.76,126.84,155.33,120.93,149.45,107.13,118.56,81.85,120.42,83.48
12,Gain (Loss) on Sale of Assets,-2.41,4.09,-,0.32,-,0.38,-,-,-,-0.91
13,Asset Writedown,-,-,-,-1.28,-,-,-,-0.44,-,1.11
14,Other Unusual Items,-,-0.04,5.63,-,-,-,-,-,-,-
15,Pretax Income,157.36,130.88,160.96,119.97,149.45,107.51,118.56,81.42,120.42,83.69
16,Income Tax Expense,36.85,34.12,37.64,31.27,36.9,27.98,29.8,21.67,29.04,23.16
17,Net Income,120.51,96.76,123.32,88.7,112.55,79.53,88.77,59.75,91.38,60.53
18,Net Income to Common,120.51,96.76,123.32,88.7,112.55,79.53,88.77,59.75,91.38,60.53
19,Net Income Growth,-2.28%,9.09%,9.57%,11.52%,26.80%,33.11%,-2.86%,-1.29%,13.37%,-0.14%
20,Shares Outstanding (Basic),1660,1660,1660,1660,1660,1660,1660,1660,1660,1660
21,Shares Outstanding (Diluted),1660,1660,1660,1660,1660,1660,1660,1660,1660,1660
22,Shares Change (YoY),-,-,-,-,-,-,-,0.00%,35.34%,38.33%
23,EPS (Basic),0.07,0.06,0.07,0.05,0.07,0.05,0.05,0.04,0.06,0.04
24,EPS (Diluted),0.07,0.06,0.07,0.05,0.07,0.05,0.05,0.04,0.06,0.04
25,EPS Growth,-2.28%,9.09%,9.57%,11.52%,26.80%,33.11%,-2.86%,-1.29%,-16.23%,-27.81%
26,Free Cash Flow,33.52,-67.6,-141.7,109.98,211.92,127.49,223.88,154.43,105.64,-393.42
27,Free Cash Flow Per Share,0.02,-0.04,-0.09,0.07,0.13,0.08,0.13,0.09,0.06,-0.24
28,Operating Margin,38.69%,32.08%,38.39%,29.02%,34.48%,27.60%,36.25%,26.72%,45.07%,33.87%
29,Profit Margin,28.41%,23.45%,29.84%,21.25%,27.06%,19.17%,25.83%,18.57%,31.13%,21.91%
30,Free Cash Flow Margin,7.90%,-16.38%,-34.29%,26.34%,50.94%,30.74%,65.15%,47.99%,35.99%,-142.41%
31,EBITDA,213.61,181.96,209.72,168.3,200.09,165.4,176.22,133.66,180.31,140.34
32,D&A For EBITDA,49.45,49.6,51.09,47.16,56.67,50.9,51.66,47.68,48.03,46.77
33,EBIT,164.15,132.36,158.63,121.15,143.43,114.5,124.56,85.98,132.29,93.57
