,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,648,228,123,175,121,315,411,403,268,245,364,Upgrade
1,Market Cap Growth,30.00%,30.00%,1.45%,-44.44%,-70.64%,-21.74%,53.59%,64.29%,-26.44%,-41.18%,-48.00%,Upgrade
2,Enterprise Value,1014,633,646,820,918,1045,1009,1053,753,923,1179,Upgrade
3,Last Close Price,0.37,0.12,0.06,0.08,0.06,0.14,0.19,0.18,0.12,0.11,0.17,Upgrade
4,PE Ratio,6.11,2.15,1.96,7.13,-3.36,-,26.87,3.92,4.58,-,-,Upgrade
5,Forward PE,-,4.86,4.86,4.86,4.86,4.86,4.86,4.86,4.86,4.86,4.86,Upgrade
6,PS Ratio,0.16,0.06,0.03,0.06,0.04,0.08,0.10,0.10,0.08,0.09,0.12,Upgrade
7,PB Ratio,0.68,0.24,0.13,0.20,0.14,0.34,0.41,0.41,0.28,0.31,0.42,Upgrade
8,P/TBV Ratio,0.24,0.24,0.13,0.20,0.14,0.35,0.42,0.42,0.28,0.31,0.43,Upgrade
9,P/FCF Ratio,2.12,0.75,0.34,0.48,0.86,-,3.80,3.46,3.14,-,1.33,Upgrade
10,P/OCF Ratio,0.62,0.62,0.29,0.43,0.63,-,2.62,2.50,2.33,-,1.06,Upgrade
11,PEG Ratio,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26,Upgrade
12,EV/Sales Ratio,0.25,0.16,0.18,0.26,0.29,0.27,0.24,0.25,0.23,0.35,0.39,Upgrade
13,EV/EBITDA Ratio,2.78,2.20,3.17,8.55,68.00,-,10.13,6.60,6.16,-17.78,-,Upgrade
14,EV/EBIT Ratio,4.76,2.97,5.02,42.92,-,-,-,12.10,14.60,-7.01,-,Upgrade
15,EV/FCF Ratio,3.32,2.07,1.81,2.25,6.57,-,9.33,9.06,8.83,-,4.30,Upgrade
16,Debt / Equity Ratio,0.76,0.76,0.79,0.88,0.93,1.08,0.94,0.98,0.82,1.07,1.05,Upgrade
17,Debt / FCF Ratio,2.36,2.36,2.02,2.12,5.88,-,8.74,8.32,9.21,-,3.31,Upgrade
18,Return on Capital Employed (ROCE),18.08%,18.08%,11.32%,1.71%,-,-,-,6.72%,4.53%,-13.06%,-,Upgrade
19,Earnings Yield,16.38%,46.62%,51.10%,14.03%,-29.79%,-11.43%,3.72%,25.50%,21.86%,-107.20%,-59.48%,Upgrade
20,FCF Yield,47.12%,134.12%,292.33%,207.84%,115.76%,13.80%,26.30%,28.88%,31.84%,27.95%,75.42%,Upgrade
21,Dividend Yield,6.22%,18.63%,28.19%,4.88%,-,-,-,-,-,-,-,Upgrade
22,Total Shareholder Return,6.22%,18.63%,28.19%,4.88%,-,-,-,-,-,-,-,Upgrade
