,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Revenue,2003,2020,1600,1547,1624,2259,2001,2142,1090,1517,Upgrade
1,Revenue Growth (YoY),25.21%,30.56%,-1.52%,-31.49%,-18.84%,5.46%,83.61%,41.14%,-26.35%,-31.78%,Upgrade
2,Cost of Revenue,1495,1457,1233,1169,1360,1862,1681,1715,893.12,1277,Upgrade
3,Gross Profit,507.29,563.64,366.92,378.37,263.89,396.62,320.34,426.98,196.84,240.32,Upgrade
4,"Selling, General & Admin",377.14,408.25,300.31,308.37,304.87,336.63,282.82,315.33,206.59,335.39,Upgrade
5,Research & Development,40.91,80.18,34.28,74.42,-,67.37,-,48.38,-,58.24,Upgrade
6,Other Operating Expenses,-20.02,-29.61,6.93,-16.06,16.06,4.56,-4.56,16.37,-16.37,-21.07,Upgrade
7,Operating Expenses,398.04,460.13,341.52,384.67,320.94,413.27,278.26,382.02,190.22,378.67,Upgrade
8,Operating Income,109.26,103.51,25.39,-6.3,-57.05,-16.66,42.08,44.96,6.62,-138.35,Upgrade
9,Interest Expense,-23.1,-24.33,-25.46,-24.39,-21.64,-19.08,-19.86,-20.7,-18.35,-24.49,Upgrade
10,Interest & Investment Income,3.39,1.6,2.91,2.47,2.33,1.64,2.57,2.12,2.36,0.73,Upgrade
11,Currency Exchange Gain (Loss),3.4,-6.72,21.14,10.78,16.55,-8.24,-3.91,-23.85,-3.05,7.03,Upgrade
12,Other Non Operating Income (Expenses),-,23.35,-,29.82,-,58.92,-,36.56,-,55.32,Upgrade
13,EBT Excluding Unusual Items,92.95,97.41,23.99,12.38,-59.81,16.59,20.87,39.09,-12.42,-99.76,Upgrade
14,Impairment of Goodwill,-,-,-,-,-,-,-,-,-,-36.46,Upgrade
15,Gain (Loss) on Sale of Investments,-,-,-,-,-,-,-,9.01,-9.01,-2.35,Upgrade
16,Gain (Loss) on Sale of Assets,-0.2,1.2,0.01,-1.63,-0.19,-0,0.17,0.76,0.07,91.86,Upgrade
17,Asset Writedown,-,-,-,-,-,-,-,-,-,-128.01,Upgrade
18,Other Unusual Items,-,-,-,0.03,-,0.24,-,41.5,-,-,Upgrade
19,Pretax Income,92.75,98.61,24,10.78,-59.99,16.83,21.04,90.36,-21.36,-174.71,Upgrade
20,Income Tax Expense,18.54,40.47,1.64,3.02,-15.05,-0.09,6.52,-5.57,13.52,47.84,Upgrade
21,Earnings From Continuing Operations,74.21,58.14,22.36,7.76,-44.95,16.91,14.52,95.93,-34.88,-222.55,Upgrade
22,Minority Interest in Earnings,-12.11,-14.18,-3.73,-1.84,3.06,-11.03,-5.1,-2.7,0.17,-5.39,Upgrade
23,Net Income,62.1,43.96,18.64,5.92,-41.89,5.88,9.42,93.23,-34.71,-227.95,Upgrade
24,Net Income to Common,62.1,43.96,18.64,5.92,-41.89,5.88,9.42,93.23,-34.71,-227.95,Upgrade
25,Net Income Growth,233.19%,643.00%,-,0.54%,-,-93.69%,-,-,-,-,Upgrade
26,Shares Outstanding (Basic),1750,1750,1750,1750,1750,1750,1750,1750,1750,1750,Upgrade
27,Shares Outstanding (Diluted),1750,1750,1750,1750,1750,1750,1750,1750,1750,1750,Upgrade
28,EPS (Basic),0.04,0.03,0.01,0.00,-0.02,0.00,0.01,0.05,-0.02,-0.13,Upgrade
29,EPS (Diluted),0.04,0.03,0.01,0.00,-0.02,0.00,0.01,0.05,-0.02,-0.13,Upgrade
30,EPS Growth,234.78%,661.12%,-,0.03%,-,-93.80%,-,-,-,-,Upgrade
31,Free Cash Flow,108.46,196.66,161.45,202.27,-62.49,105.95,2.21,114.03,-28.78,97.26,Upgrade
32,Free Cash Flow Per Share,0.06,0.11,0.09,0.12,-0.04,0.06,0.00,0.07,-0.02,0.06,Upgrade
33,Dividend Per Share,0.010,0.013,0.004,-,-,-,-,-,-,-,Upgrade
34,Dividend Growth,150.00%,-,-,-,-,-,-,-,-,-,Upgrade
35,Operating Margin,5.46%,5.12%,1.59%,-0.41%,-3.51%,-0.74%,2.10%,2.10%,0.61%,-9.12%,Upgrade
36,Profit Margin,3.10%,2.18%,1.17%,0.38%,-2.58%,0.26%,0.47%,4.35%,-3.18%,-15.02%,Upgrade
37,Free Cash Flow Margin,5.42%,9.74%,10.09%,13.07%,-3.85%,4.69%,0.11%,5.32%,-2.64%,6.41%,Upgrade
38,EBITDA,147.13,140.54,63.16,32.74,-19.23,19.82,79.75,79.69,42.43,-94.35,Upgrade
39,D&A For EBITDA,37.87,37.03,37.77,39.03,37.81,36.47,37.67,34.73,35.81,44,Upgrade
40,EBIT,109.26,103.51,25.39,-6.3,-57.05,-16.66,42.08,44.96,6.62,-138.35,Upgrade
