,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Cash & Equivalents,357.6,309.92,240.46,168.96,213.04,228.53,212.73,136.92,195.12,240.32,Upgrade
1,Short-Term Investments,-,-,-,-,-,-,165.36,-,174.09,-,Upgrade
2,Cash & Short-Term Investments,357.6,309.92,240.46,168.96,213.04,228.53,378.1,136.92,369.21,240.32,Upgrade
3,Cash Growth,48.72%,83.44%,12.87%,-26.07%,-43.65%,66.92%,2.41%,-43.03%,-19.57%,-9.93%,Upgrade
4,Accounts Receivable,738.17,643.96,604.99,530.9,591.62,793.19,778.47,764.74,462.19,507.11,Upgrade
5,Other Receivables,31.66,143.89,53.68,116.15,41.4,181.39,-,151.43,-,152.62,Upgrade
6,Receivables,769.82,787.85,658.67,647.05,633.02,974.58,778.47,916.17,462.19,659.73,Upgrade
7,Inventory,562.53,508.75,577.76,555.27,755.29,703.28,688.13,585.51,522.57,491.85,Upgrade
8,Other Current Assets,15.33,-,20.02,-,16.86,1.17,1.08,10.26,0.78,1.79,Upgrade
9,Total Current Assets,1705,1607,1497,1371,1618,1908,1846,1649,1355,1394,Upgrade
10,"Property, Plant & Equipment",654.58,676.99,664.54,710.78,774.57,822.9,834.44,727.03,724.66,818.95,Upgrade
11,Goodwill,-,5.35,-,-,-,-,-,-,-,-,Upgrade
12,Other Intangible Assets,13.73,9.4,15.55,11.18,12.07,12.96,14.47,14.73,15.05,15.37,Upgrade
13,Long-Term Accounts Receivable,-,-,1.64,-,1.85,-,2.75,-,3.62,-,Upgrade
14,Long-Term Deferred Tax Assets,57.72,57.09,82.86,62.6,54.78,29.62,19.15,8,8.47,8.41,Upgrade
15,Other Long-Term Assets,53.28,50.8,56.48,82.12,83.81,55.84,51.76,115.59,112.68,170.35,Upgrade
16,Total Assets,2485,2406,2318,2238,2545,2829,2768,2514,2219,2407,Upgrade
17,Accounts Payable,477.68,483.89,421.53,315.44,404.45,634.45,591.53,554.76,390.3,390.25,Upgrade
18,Accrued Expenses,227.48,202.44,151.78,147.53,135.05,158.02,-,136.14,-,129.76,Upgrade
19,Short-Term Debt,424.23,412.23,449.67,455.01,587.93,501.96,495.82,358.01,-,239.23,Upgrade
20,Current Portion of Long-Term Debt,11.03,29.64,38.91,67.25,81.2,86.32,108.12,189.22,616.83,383.63,Upgrade
21,Current Portion of Leases,71.72,72.63,68.82,63.51,79.56,84.14,69.77,75.47,63.15,59.43,Upgrade
22,Current Income Taxes Payable,29.43,30.42,21.14,11.77,11.34,17.56,23.41,17.53,7.37,23.27,Upgrade
23,Current Unearned Revenue,15.72,16.02,17.59,12.39,15.34,16.9,12.97,14.61,-,0.47,Upgrade
24,Other Current Liabilities,50.63,19.83,34.64,21.32,32.73,30.49,171.72,29.99,132.58,59.7,Upgrade
25,Total Current Liabilities,1308,1267,1204,1094,1348,1530,1473,1376,1210,1286,Upgrade
26,Long-Term Leases,213.2,208.11,215.03,236.23,253.66,272.46,293.17,162.76,179.35,226.15,Upgrade
27,Long-Term Unearned Revenue,0.69,0.9,1.27,1.33,1.58,1.86,2.04,2.23,1.47,-,Upgrade
28,Long-Term Deferred Tax Liabilities,12.83,11.54,21.64,19.23,17.84,18.11,16.71,17.05,28.74,29.87,Upgrade
29,Total Liabilities,1535,1488,1442,1351,1621,1822,1785,1558,1420,1542,Upgrade
30,Common Stock,175,175,175,175,175,175,175,175,175,175,Upgrade
31,Additional Paid-In Capital,404.52,404.52,404.52,404.52,404.52,404.52,404.52,404.52,404.52,404.52,Upgrade
32,Retained Earnings,831.87,791.26,754.21,733.49,727.47,776.24,770.35,760.87,666.97,701.41,Upgrade
33,Comprehensive Income & Other,-465.11,-445.02,-449.78,-417.81,-390.62,-362.94,-375.67,-385.88,-441.98,-425.97,Upgrade
34,Total Common Equity,946.28,925.76,883.95,895.2,916.38,992.82,974.21,954.51,804.51,854.96,Upgrade
35,Minority Interest,3.69,-7.27,-7.99,-8.26,8.23,13.8,8.86,1.95,-5.09,10.05,Upgrade
36,Shareholders' Equity,949.97,918.49,875.96,886.94,924.61,1007,983.07,956.46,799.43,865.01,Upgrade
37,Total Liabilities & Equity,2485,2406,2318,2238,2545,2829,2768,2514,2219,2407,Upgrade
38,Total Debt,720.17,722.62,772.43,822,1002,944.87,966.89,785.45,859.34,908.45,Upgrade
39,Net Cash (Debt),-362.56,-412.7,-531.98,-653.05,-789.31,-716.34,-588.8,-648.53,-490.13,-668.13,Upgrade
40,Net Cash Per Share,-0.21,-0.24,-0.30,-0.37,-0.45,-0.41,-0.34,-0.37,-0.28,-0.38,Upgrade
41,Filing Date Shares Outstanding,1750,1750,1750,1750,1750,1750,1750,1750,1750,1750,Upgrade
42,Total Common Shares Outstanding,1750,1750,1750,1750,1750,1750,1750,1750,1750,1750,Upgrade
43,Working Capital,397.38,339.42,292.83,277.05,270.6,377.73,372.43,273.14,144.5,107.95,Upgrade
44,Book Value Per Share,0.54,0.53,0.51,0.51,0.52,0.57,0.56,0.55,0.46,0.49,Upgrade
45,Tangible Book Value,932.55,911.01,868.41,884.02,904.31,979.86,959.74,939.78,789.46,839.59,Upgrade
46,Tangible Book Value Per Share,0.53,0.52,0.50,0.51,0.52,0.56,0.55,0.54,0.45,0.48,Upgrade
47,Land,-,122.06,-,138.11,-,149.37,-,145.36,-,136.28,Upgrade
48,Machinery,-,551.52,-,535.94,-,545.25,-,524.47,-,493.61,Upgrade
49,Construction In Progress,-,50.2,-,20.5,-,19.37,-,18.81,-,16.44,Upgrade
50,Leasehold Improvements,-,276.64,-,270.09,-,247.43,-,231.88,-,238.51,Upgrade
