,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,50,106,431,612,10668,13624,17661,11606,5406,3513,2704,Upgrade
1,Market Cap Growth,-82.65%,-82.65%,-95.96%,-95.51%,-39.59%,17.39%,226.67%,230.35%,99.90%,15.01%,2.50%,Upgrade
2,Enterprise Value,2080,1948,2273,2123,12113,14657,18778,12668,7091,5087,4126,Upgrade
3,Last Close Price,0.05,0.11,0.48,0.71,14.80,18.85,24.43,16.01,7.46,5.27,4.23,Upgrade
4,PE Ratio,-,-,-,-,-,24.59,32.64,25.23,12.78,14.76,7.21,Upgrade
5,Forward PE,-,0.60,0.60,0.60,13.83,10.67,17.33,24.81,12.75,6.66,4.78,Upgrade
6,PS Ratio,0.03,0.07,0.17,0.33,9.03,8.11,10.93,2.61,0.74,0.66,1.05,Upgrade
7,PB Ratio,0.76,1.63,2.34,0.22,3.74,4.19,5.29,4.05,1.94,1.85,1.52,Upgrade
8,P/TBV Ratio,1.63,1.63,2.34,0.23,3.87,4.35,5.48,4.27,2.05,1.92,1.56,Upgrade
9,P/FCF Ratio,-,-0.18,-,-,-,28.02,21.41,516.89,-,-,-,Upgrade
10,P/OCF Ratio,-,-0.20,-,-,-,20.20,17.28,244.75,-,-,9.96,Upgrade
11,PEG Ratio,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,Upgrade
12,EV/Sales Ratio,1.39,1.30,0.90,1.14,10.25,8.72,11.62,2.85,0.97,0.95,1.60,Upgrade
13,EV/EBITDA Ratio,15.65,-,4.54,105.59,-,30.51,38.52,29.33,16.95,15.67,13.20,Upgrade
14,EV/EBIT Ratio,17.88,-,4.62,297.92,-,31.15,39.29,29.97,17.35,16.69,14.04,Upgrade
15,EV/FCF Ratio,-4.49,-3.24,-,-,-,30.14,22.76,564.21,-,-,-,Upgrade
16,Debt / Equity Ratio,37.52,37.52,13.67,0.84,0.58,0.50,0.40,0.50,0.75,1.02,1.00,Upgrade
17,Debt / FCF Ratio,-,-4.07,-,-,-,3.35,1.61,63.61,-,-,-,Upgrade
18,Return on Capital Employed (ROCE),76.66%,-,82.81%,0.22%,-,11.58%,11.45%,11.56%,11.11%,8.72%,9.56%,Upgrade
19,Earnings Yield,-5431.76%,-2547.64%,-644.73%,-70.31%,-1.91%,4.07%,3.06%,3.96%,7.82%,6.78%,13.88%,Upgrade
20,FCF Yield,-930.46%,-567.17%,-249.10%,-124.85%,-3.38%,3.57%,4.67%,0.19%,-9.69%,-6.09%,4.42%,Upgrade
21,Buyback Yield / Dilution,-21.74%,-21.55%,-21.95%,-5.67%,-0.00%,-,0.18%,-12.79%,-13.47%,-2.46%,-21.35%,Upgrade
22,Total Shareholder Return,-21.74%,-21.55%,-21.95%,-5.67%,-0.00%,-,0.18%,-12.79%,-13.47%,-2.46%,-21.35%,Upgrade
