,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+20 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Jan '22 Jan 1, 2022","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Operating Revenue,1742,366.8,431.1,383.42,513.1,429.25,336.18,274.08,403.15,321.42,346.47,315.3,297.95,292.24,309.32,317.11,306.43,328.19,264.46,315,Upgrade
1,Other Revenue,-1280,411.7,414.41,453.98,455.7,350.39,383.62,418.69,240.82,9.81,346.77,105.79,181.56,281.67,344.16,111.48,348.69,359.24,354.35,130.85,Upgrade
2,Revenue,461.78,778.5,845.51,837.41,968.81,779.64,719.79,692.77,643.97,331.23,693.24,421.08,479.5,573.9,653.48,428.6,655.12,687.43,618.81,445.85,Upgrade
3,Revenue Growth (YoY),-52.34%,-0.15%,17.47%,20.88%,50.44%,135.37%,3.83%,64.52%,34.30%,-42.28%,6.08%,-1.75%,-26.81%,-16.51%,5.60%,-3.87%,25.69%,43.55%,109.96%,-22.32%,Upgrade
4,Cost of Revenue,-3.31,-42.63,43.45,2.49,319.06,-64.86,71.55,0.11,137.74,-15.05,17.14,0.33,22.1,-4.38,4.91,0.09,7.63,-4.34,5.24,0.13,Upgrade
5,Gross Profit,465.08,821.14,802.06,834.92,649.75,844.5,648.24,692.66,506.22,346.28,676.1,420.75,457.41,578.28,648.57,428.51,647.5,691.77,613.57,445.72,Upgrade
6,"Selling, General & Admin",-604.78,200.8,221.44,182.54,200.34,222.53,130.37,177.67,215,112.45,107.83,94.94,69.47,249.96,91.77,105.12,153.77,186.76,191.02,113.25,Upgrade
7,Other Operating Expenses,1123,5.51,6.87,6.55,7.54,6,6.09,6.04,5.72,4.58,4.83,4.6,5.19,5.06,4.14,5.5,6.21,6.56,5.98,5.17,Upgrade
8,Operating Expenses,359.8,364.88,193.82,223.59,-63.25,499.7,162.14,158.05,98.88,238.92,121.86,90.33,-162.66,492.33,90.06,116.47,174.99,472.91,238.44,123.16,Upgrade
9,Operating Income,105.28,456.25,608.24,611.33,712.99,344.8,486.11,534.61,407.34,107.36,554.23,330.42,620.06,85.95,558.51,312.04,472.51,218.87,375.13,322.56,Upgrade
10,Interest Expense,-,-170.29,-151.26,-121.63,-72.19,-117.07,-62.13,-89.73,-,-34.58,-47.83,-95.49,-44.96,-41.82,-63.56,-99.86,-84.74,-56.63,-101.67,-37.56,Upgrade
11,Interest & Investment Income,443.18,-,-,-,-,-,-,-,12.05,-,-,-,-,-,-,-,-,-,-,-,Upgrade
12,Other Non Operating Income (Expenses),-9.98,-5.07,5.07,-,-229.18,63.53,-63.84,0.68,-153.79,117.95,-113.23,-0.18,-514.79,327.84,-322.75,1.09,4.74,-0.02,-0.37,-4.35,Upgrade
13,EBT Excluding Unusual Items,538.48,280.9,462.04,489.7,411.63,291.26,360.13,445.57,265.6,190.73,393.17,234.74,60.31,371.97,172.19,213.26,392.5,162.22,273.09,280.65,Upgrade
14,Gain (Loss) on Sale of Investments,-,37.55,-37.55,-,-63.89,6.24,-6.24,-,27.91,6.94,-6.94,-,141.7,-182.14,182.14,-,-187.54,6.55,-6.55,-,Upgrade
15,Gain (Loss) on Sale of Assets,0,-,-0,-,-0.01,0.1,-,-,-0.19,-,-,0.02,0.01,-0.03,-,18.06,-0.01,-,-,0.01,Upgrade
16,Asset Writedown,-,-,-,-,-0.11,-,-,-,-0.21,-,-,-,-0.01,-,-,-,-,-,-,-,Upgrade
17,Other Unusual Items,-0.33,-0.07,-0.04,0.43,-8.08,-,-,-,2.79,-,-,-,-0.06,-,-,-,-2.85,-,-,-,Upgrade
18,Pretax Income,538.15,318.38,424.45,490.13,339.54,297.6,353.89,445.57,295.91,197.67,386.23,234.76,201.96,189.81,354.33,231.33,202.1,168.78,266.54,280.66,Upgrade
