,Fiscal Quarter,Current,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Mar '25 Mar 12, 2025","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Jan '22 Jan 1, 2022","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Jan '21 Jan 1, 2021","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Jan '20 Jan 1, 2020",+20 Quarters
0,Market Capitalization,3902509,4063161,4759320,4411241,3949366,3902509,3235226,2935857,2850809,3537997,4109520,5831644,4811106,5418569,3979513,3984119,2837246,2537861,2256900,1627101,3310961,Upgrade
1,Market Cap Growth,4.12%,4.12%,47.11%,50.25%,38.53%,10.30%,-21.27%,-49.66%,-40.75%,-34.71%,3.27%,46.37%,69.57%,113.51%,76.33%,144.86%,-14.31%,-23.02%,-29.62%,-46.86%,11.68%,Upgrade
2,Enterprise Value,5103817,5209833,6082539,5685559,5446701,5384414,4694097,4338246,4466763,5227374,6065751,7690522,6747786,7375319,5784208,5475847,4331561,4098617,3975671,3301926,4892493,Upgrade
3,Last Close Price,58300.00,59798.07,69069.36,64017.87,55850.33,55187.70,45011.58,39108.32,37975.41,46082.06,53526.09,75594.60,62365.55,70239.99,54428.11,53223.87,37902.78,33903.30,29014.35,19893.90,40481.76,Upgrade
4,PE Ratio,11.94,12.30,14.53,13.85,13.53,12.34,9.10,7.17,5.85,6.60,7.02,10.54,9.40,10.73,9.06,10.03,7.91,6.77,5.82,3.95,7.60,Upgrade
5,Forward PE,10.74,10.48,11.99,11.22,10.35,8.79,7.81,8.01,8.37,8.03,8.10,9.85,8.66,8.98,7.40,8.37,6.13,5.84,6.07,3.50,6.66,Upgrade
6,PS Ratio,0.65,0.67,0.82,0.78,0.70,0.67,0.53,0.45,0.41,0.51,0.58,0.86,0.74,0.86,0.66,0.69,0.51,0.45,0.41,0.29,0.60,Upgrade
7,PB Ratio,1.38,1.37,1.62,1.60,1.41,1.41,1.18,1.04,1.03,1.28,1.55,2.30,2.01,2.39,1.89,1.91,1.43,1.36,1.21,0.85,1.79,Upgrade
8,P/TBV Ratio,1.45,1.45,1.71,1.65,1.45,1.46,1.22,1.08,1.08,1.34,1.63,2.41,2.11,2.52,2.00,2.02,1.51,1.44,1.29,0.91,1.91,Upgrade
9,P/FCF Ratio,8.01,8.34,6.84,5.79,6.52,6.49,7.52,-,6.31,11.48,16.94,-,-13.43,-,-,-,-,9.46,112.87,-,-,Upgrade
10,P/OCF Ratio,6.76,6.76,5.66,4.98,5.07,4.77,4.92,3.67,3.88,5.39,6.93,-,30.16,48.67,14.35,-,3.42,3.88,3.77,4.02,-,Upgrade
11,EV/Sales Ratio,0.84,0.86,1.05,1.01,0.97,0.93,0.76,0.66,0.65,0.75,0.86,1.13,1.04,1.17,0.96,0.95,0.77,0.72,0.72,0.60,0.88,Upgrade
12,EV/EBITDA Ratio,6.97,7.05,8.16,7.64,7.36,6.95,5.77,4.67,4.36,4.89,5.38,7.40,6.94,8.02,6.90,6.91,5.83,5.09,5.00,4.06,6.02,Upgrade
13,EV/EBIT Ratio,10.52,10.61,12.16,11.08,10.92,10.21,8.47,6.64,6.00,6.60,7.12,10.18,9.68,11.17,9.84,9.84,8.30,7.14,6.75,5.38,7.86,Upgrade
14,EV/FCF Ratio,10.48,10.69,8.74,7.46,8.99,8.96,10.91,-,9.89,16.96,25.00,-,-18.84,-,-,-,-,15.28,198.83,-,-,Upgrade
15,Debt / Equity Ratio,0.45,0.45,0.47,0.58,0.59,0.59,0.62,0.57,0.59,0.64,0.74,0.84,0.83,0.96,1.02,0.99,0.86,0.88,0.90,0.94,0.97,Upgrade
16,Debt / EBITDA Ratio,1.79,1.79,1.68,2.19,2.52,2.13,2.07,2.27,2.03,1.91,1.54,1.95,2.01,1.87,2.32,2.50,2.21,1.98,2.25,2.88,1.75,Upgrade
17,Debt / FCF Ratio,2.72,2.72,2.00,2.09,2.75,2.72,3.94,-,3.60,5.70,8.10,-,-5.52,-,-,-,-,6.15,83.36,-,-,Upgrade
18,Asset Turnover,1.16,1.26,1.10,1.19,0.93,1.15,1.09,1.30,1.14,1.39,1.26,1.28,1.24,1.21,1.13,1.37,1.31,1.24,1.12,1.61,Upgrade,
