,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+20 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Cash & Equivalents,337370,288737,472312,578319,245549,339947,198737,436297,694458,185397,272804,290217,230395,494840,410333,497817,437922,309727,412873,632811,Upgrade
1,Short-Term Investments,174407,154391,148100,2311,6100,2077,11714,2084,-,354107,343242,353249,339750,163400,49750,118835,69960,139427,143692,133643,Upgrade
2,Trading Asset Securities,578601,583771,539205,345983,386602,513353,283613,-,1214,518405,305001,375443,340189,177893,439528,90000,-,20099,-,416603,Upgrade
3,Cash & Short-Term Investments,1090377,1026899,1159617,926614,638252,855377,494064,438381,695672,1057909,921047,1018908,910334,836133,899611,706652,507882,469253,556565,1183056,Upgrade
4,Cash Growth,70.84%,20.05%,134.71%,111.37%,-8.25%,-19.14%,-46.36%,-56.98%,-23.58%,26.52%,2.38%,44.19%,79.24%,78.18%,61.64%,-40.27%,-25.53%,-6.29%,-56.73%,52.88%,Upgrade
5,Accounts Receivable,1057092,1021567,821438,1032205,1311667,854099,911027,1094980,1086014,966130,895328,884270,1008604,623902,650687,715279,809813,592777,590647,485246,Upgrade
6,Other Receivables,71579,37048,46190,52454,15012,41767,14221,73342,17961,55384,46384,14023,17241,147959,35087,64750,83522,263566,96882,250870,Upgrade
7,Receivables,1184970,1114914,923928,1218405,1404125,1029612,1002695,1302068,1103975,1077814,998012,954592,1025846,832943,714581,834042,1060715,1057298,925234,942253,Upgrade
8,Inventory,863459,880276,909356,931217,1074384,1083239,1150802,1119877,1381626,1529321,1465310,1477910,1364648,1170322,1225306,1358217,1756579,1825808,2167028,2934258,Upgrade
