,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Operating Revenue,5343,4618,4426,4529,4975,5331,4500,4233,4921,5874,5302,3481,4393,4390,4056,3232,4097,3708,3423,3890,Upgrade
1,Other Revenue,-17.68,17.68,-,70.63,-30.33,30.33,-,78.06,-42.63,42.63,-,151.74,-197.64,197.64,-,305.99,-149.73,149.73,-,364.87,Upgrade
2,Revenue,5326,4636,4426,4600,4945,5361,4500,4311,4878,5917,5302,3633,4196,4587,4056,3538,3947,3857,3423,4255,Upgrade
3,Revenue Growth (YoY),7.71%,-13.53%,-1.64%,6.70%,1.37%,-9.39%,-15.12%,18.66%,16.26%,28.98%,30.73%,2.68%,6.29%,18.93%,18.50%,-16.84%,43.63%,65.16%,84.65%,5.29%,Upgrade
4,Cost of Revenue,4800,4244,4034,4424,4379,4947,4152,4071,4478,5478,4929,3487,3964,4398,3910,3407,3661,3730,3263,4183,Upgrade
5,Gross Profit,525.9,392.1,392.27,175.66,565.11,414.06,348.22,239.94,400.12,439.11,373.46,146.14,231.61,189.65,146.3,131.5,286.79,126.82,159.17,71.67,Upgrade
6,"Selling, General & Admin",158.07,69.84,128.6,-0.66,240.3,55.95,113.96,63.61,147.83,56.66,91.77,1.79,91.39,32.28,45.26,2.43,85.23,19.23,43.89,42.37,Upgrade
7,Research & Development,38.9,40.76,37.57,46.12,30.68,59.25,21.53,25.47,27.55,44.37,31.21,24.4,16.3,22.39,9.82,33.61,20.3,6.53,2.51,29.84,Upgrade
8,Other Operating Expenses,-17.5,39.3,41.61,60.17,11.48,20.19,17.03,41.78,16.41,27.43,17.9,48.71,1.17,4.99,-25.5,27.93,0.34,1.97,0.89,-5.42,Upgrade
9,Operating Expenses,178.95,150.13,207.65,103.42,284.91,135.11,152.18,127.92,191.88,129.28,140.88,76.65,105.56,59.87,29.58,64.01,105.67,27.26,47.28,70.15,Upgrade
10,Operating Income,346.95,241.97,184.62,72.24,280.21,278.95,196.04,112.02,208.24,309.83,232.58,69.49,126.05,129.79,116.73,67.49,181.13,99.57,111.89,1.52,Upgrade
11,Interest Expense,-12.89,-16.05,-16.88,-12.24,-49.33,-26.18,-29.63,-22.5,-31.09,-41.77,-41.59,-50.05,-27.11,-39.64,-36.77,-37.44,-59.69,-40.04,-38.5,-41.15,Upgrade
12,Interest & Investment Income,10.84,24.88,1.48,1.47,-,21.3,13.15,2.13,0.42,2.06,0.87,-,5.67,10.3,5.28,0.79,-,3.83,21.72,32.97,Upgrade
