,Fiscal Quarter,Current,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Jan '22 Jan 1, 2022","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Market Capitalization,13225,15597,16064,18220,20844,23198,27366,26522,27187,22731,29631,23863,34841,31895,15543,16334,14836,13092,10537,8944,11172,Upgrade
1,Market Cap Growth,-32.77%,-32.77%,-41.30%,-31.30%,-23.33%,2.06%,-7.64%,11.14%,-21.97%,-28.73%,90.64%,46.09%,134.84%,143.62%,47.51%,82.62%,32.80%,6.11%,-1.31%,-24.62%,41.12%,Upgrade
2,Enterprise Value,24177,26246,26356,28661,31284,33085,35492,31945,32609,28216,35066,28751,39730,36450,19814,21076,19578,17375,14583,12064,14292,Upgrade
3,Last Close Price,7.36,8.68,8.85,10.04,11.49,12.79,15.08,14.62,14.99,12.53,16.25,13.09,19.11,17.50,8.37,8.97,8.15,7.19,5.70,4.82,6.02,Upgrade
4,PE Ratio,36.26,42.51,37.24,24.42,26.21,24.06,28.68,33.43,43.26,34.32,38.74,28.25,26.61,25.07,11.91,11.55,14.14,12.97,11.03,11.29,14.97,Upgrade
5,Forward PE,11.25,11.40,9.94,14.49,11.63,13.06,15.13,12.72,13.04,8.97,13.52,15.26,23.65,30.08,15.45,12.70,26.31,15.16,11.96,9.79,13.17,Upgrade
6,PS Ratio,2.73,3.20,2.83,2.46,2.70,2.48,3.04,3.60,4.03,3.37,4.28,3.18,4.27,4.08,1.92,1.90,1.84,1.72,1.57,1.49,1.87,Upgrade
7,PB Ratio,1.46,1.71,1.78,2.00,2.33,2.61,-,3.19,3.27,-,3.72,3.03,4.44,4.22,2.12,2.20,2.15,1.98,1.66,1.47,1.88,Upgrade
8,P/TBV Ratio,2.54,2.54,2.64,2.96,3.42,3.80,-,3.44,3.52,-,3.97,3.21,4.71,4.48,2.26,2.38,2.33,2.14,1.80,1.59,2.03,Upgrade
