,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Jan '22 Jan 1, 2022","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020"
0,Operating Revenue,922.98,0.16,34.22,690.96,1569,4.25,144.76,264.2,501.48,1044,14.58,436.98,1383,-0.69,10.99,1215,1215,-2.17,-2.17
1,Other Revenue,-1.14,1.14,-,1.2,-0.6,0.6,-,1.57,-2.17,2.17,-,-,-0.61,0.61,-,0.34,0.34,0.3,0.3
2,Revenue,921.83,1.31,34.22,692.16,1569,4.84,144.76,265.77,499.31,1046,14.58,436.98,1382,-0.08,10.99,1215,1215,-1.86,-1.86
3,Revenue Growth (YoY),-41.23%,-73.02%,-76.36%,160.44%,214.16%,-99.54%,892.96%,-39.18%,-63.87%,-,32.67%,-64.04%,13.74%,-,-,-,-,-,-
4,Cost of Revenue,172.65,5.33,3.41,182.94,200.6,-1.21,-0.32,180.58,66.04,122.34,0.23,190.77,161.54,0.75,0.95,137.99,137.99,6.32,6.32
5,Gross Profit,749.18,-4.02,30.82,509.22,1368,6.05,145.08,85.19,433.28,923.64,14.34,246.21,1220,-0.83,10.04,1077,1077,-8.19,-8.19
6,"Selling, General & Admin",424.93,37.11,33.07,248.94,694.65,14.39,60.84,74.1,172.04,526.42,3.79,115.76,486.21,21.15,24.38,448.52,448.52,9.11,9.11
7,Research & Development,33.67,27.81,19.02,19.61,20.12,22.38,28.99,24.54,27.36,47.44,35.31,35.42,29.39,47.93,31.39,37.73,37.73,17.74,17.74
8,Other Operating Expenses,4.92,5.4,-1.94,3.99,6.21,-0.95,-2.41,10.52,1.81,-0.08,0.34,5.36,6.27,0.94,-1.73,5.69,5.69,0.94,0.94
9,Operating Expenses,498.15,47.12,16.24,270.44,787.58,13.67,66.41,100.98,216.05,610.75,24.58,157.58,573.21,45.94,26.79,526.49,526.49,14.98,14.98
10,Operating Income,251.04,-51.14,14.58,238.78,580.48,-7.62,78.67,-15.79,217.23,312.89,-10.24,88.63,647.18,-46.77,-16.74,550.55,550.55,-23.17,-23.17
11,Interest Expense,-1.53,-1.53,-1.33,-1.7,-1.42,-1.65,-1.32,-1.71,-2.17,-3.66,-3.15,-5.57,-3.74,-1.73,-2.28,-0.27,-0.27,-0.73,-0.73
12,Interest & Investment Income,23.53,23.54,20.86,21.56,19.77,21.29,19.31,18.53,18.32,26.9,8.26,4.7,11.93,6.67,5.52,2.7,2.7,2.01,2.01
13,Currency Exchange Gain (Loss),-0.08,0.08,-,-0.23,0.25,-0.25,-,-0.11,-0.11,0.11,-,0.25,-0.02,0.02,-,0.13,0.13,-0.01,-0.01
14,Other Non Operating Income (Expenses),-0.02,-0.11,0.07,0,-0.87,-1.85,-0.02,1.02,-1.09,0.26,-0.11,0.58,-0.36,-0.3,-0.11,-0.08,-0.08,-0.04,-0.04
15,EBT Excluding Unusual Items,272.94,-29.17,34.17,258.42,598.21,9.92,96.64,1.94,232.17,336.5,-5.24,88.58,654.99,-42.11,-13.61,553.02,553.02,-21.94,-21.94
16,Gain (Loss) on Sale of Investments,4.27,5.29,9.46,9.54,12.15,8.68,9.31,4.94,6.18,7.79,-2.06,5.66,0.15,5.36,3.07,0.28,0.28,0.65,0.65
17,Gain (Loss) on Sale of Assets,-0.23,0.17,-0.31,-0.22,-,-,0.02,0.56,-,0.06,-,-,-,-,-,-,-,-,-
18,Asset Writedown,0.17,-0.17,-,-0.12,0.11,-0.11,-,-0.05,0.03,-0.03,-,4.39,-5,-0.38,-,-0.1,-0.1,-0.06,-0.06
19,Other Unusual Items,3.59,5.73,-0.01,4.33,-,-,-,6.68,-,-,-,4.65,-,-,-,1.55,1.55,3.63,3.63
20,Pretax Income,280.74,-18.15,43.31,271.95,610.48,18.49,105.96,14.07,238.38,344.32,-7.3,103.28,650.14,-37.13,-10.53,554.75,554.75,-17.73,-17.73
21,Income Tax Expense,38.66,-4.84,4.72,41.7,88.98,4.24,11.99,-0.85,31.86,45.28,-6.45,10.47,92.99,-12.28,-6.41,79.11,79.11,-4.54,-4.54
22,Net Income,242.09,-13.32,38.59,230.25,521.5,14.25,93.97,14.93,206.52,299.04,-0.85,92.8,557.15,-24.86,-4.12,475.64,475.64,-13.19,-13.19
23,Net Income to Common,242.09,-13.32,38.59,230.25,521.5,14.25,93.97,14.93,206.52,299.04,-0.85,92.8,557.15,-24.86,-4.12,475.64,475.64,-13.19,-13.19
24,Net Income Growth,-53.58%,-,-58.93%,1442.55%,152.51%,-95.23%,-,-83.92%,-62.93%,-,-,-80.49%,17.14%,-,-,-,-,-,-
25,Shares Outstanding (Basic),596,601,600,603,600,600,600,600,600,593,567,540,541,544,536,541,541,539,539
26,Shares Outstanding (Diluted),596,601,601,610,600,601,601,602,600,593,567,540,541,544,536,541,541,539,539
27,Shares Change (YoY),-0.63%,-0.01%,-0.02%,1.32%,0.05%,1.21%,6.10%,11.41%,10.97%,9.14%,5.79%,-0.08%,0.02%,0.79%,-0.71%,-,-,-,-
28,EPS (Basic),0.41,-0.02,0.06,0.38,0.87,0.02,0.16,0.02,0.34,0.50,-0.00,0.17,1.03,-0.05,-0.01,0.88,0.88,-0.02,-0.02
29,EPS (Diluted),0.41,-0.02,0.06,0.38,0.87,0.02,0.16,0.02,0.34,0.50,-0.00,0.17,1.03,-0.05,-0.01,0.88,0.88,-0.02,-0.02
30,EPS Growth,-53.28%,-,-58.93%,1422.41%,152.39%,-95.29%,-,-85.56%,-66.60%,-,-,-80.47%,17.12%,-,-,-,-,-,-
31,Free Cash Flow,90.78,147.62,73.77,382.9,83.27,184.02,175.23,309.31,-1.19,-24.64,-87.47,-48.75,-92.67,12.92,61.77,142.43,142.43,-61.72,-61.72
32,Free Cash Flow Per Share,0.15,0.25,0.12,0.63,0.14,0.31,0.29,0.51,-0.00,-0.04,-0.15,-0.09,-0.17,0.02,0.12,0.26,0.26,-0.11,-0.11
33,Dividend Per Share,-,-,-,0.600,-,-,-,0.200,-,-,-,0.133,-,-,-,-,-,-,-
34,Dividend Growth,-,-,-,200.00%,-,-,-,50.04%,-,-,-,-,-,-,-,-,-,-,-
35,Gross Margin,81.27%,-,90.05%,73.57%,87.21%,124.98%,100.22%,32.05%,86.77%,88.30%,98.39%,56.34%,88.31%,-,91.39%,88.64%,88.64%,-,-
36,Operating Margin,27.23%,-3915.27%,42.59%,34.50%,37.00%,-157.32%,54.34%,-5.94%,43.50%,29.91%,-70.21%,20.28%,46.83%,-,-152.36%,45.31%,45.31%,-,-
37,Profit Margin,26.26%,-1019.32%,112.76%,33.27%,33.24%,294.36%,64.91%,5.62%,41.36%,28.59%,-5.83%,21.24%,40.32%,-,-37.53%,39.15%,39.15%,-,-
38,Free Cash Flow Margin,9.85%,11300.69%,215.57%,55.32%,5.31%,3800.73%,121.05%,116.38%,-0.24%,-2.36%,-599.98%,-11.16%,-6.71%,-,562.11%,11.72%,11.72%,-,-
39,EBITDA,286.12,-16.46,49.66,273.86,614.08,27.36,112.27,17.81,234.2,345.91,6.74,105.61,657.39,-31.26,-6.53,561.24,561.24,-13.44,-13.44
40,EBITDA Margin,31.04%,-,145.10%,39.57%,39.15%,565.15%,77.56%,6.70%,46.90%,33.07%,46.24%,24.17%,47.57%,-,-59.44%,46.19%,46.19%,-,-
41,D&A For EBITDA,35.08,34.68,35.08,35.08,33.61,34.98,33.61,33.61,16.98,33.02,16.98,16.98,10.21,15.51,10.21,10.69,10.69,9.73,9.73
42,EBIT,251.04,-51.14,14.58,238.78,580.48,-7.62,78.67,-15.79,217.23,312.89,-10.24,88.63,647.18,-46.77,-16.74,550.55,550.55,-23.17,-23.17
43,EBIT Margin,27.23%,-,42.59%,34.50%,37.00%,-157.32%,54.34%,-5.94%,43.50%,29.91%,-70.21%,20.28%,46.83%,-,-152.36%,45.31%,45.31%,-,-
44,Effective Tax Rate,13.77%,-,10.90%,15.33%,14.58%,22.91%,11.32%,-,13.36%,13.15%,-,10.14%,14.30%,-,-,14.26%,14.26%,-,-
45,Revenue as Reported,921.83,1.31,34.22,692.16,1569,4.84,144.76,265.77,499.31,1046,14.58,436.98,1382,-,10.99,1213,1213,-,-
