,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Cash & Equivalents,18.64,20.33,51.49,46.4,27.99,36.93,60.55,76.38,64.34,83.71
1,Cash & Short-Term Investments,18.64,20.33,51.49,46.4,27.99,36.93,60.55,76.38,64.34,83.71
2,Cash Growth,-63.80%,-56.18%,83.98%,25.65%,-53.77%,-51.65%,-5.89%,-8.75%,381.88%,368.40%
3,Accounts Receivable,114.16,109.07,79.24,95.77,118.42,101.35,68.4,94.65,66.49,90.27
4,Other Receivables,0.9,4.65,0.17,5.93,0.11,6.27,0.23,6.38,3.02,7.22
5,Receivables,115.06,113.72,79.41,101.7,118.53,107.62,68.63,101.02,69.51,97.49
6,Inventory,71.57,74.76,67.63,71.18,80.69,80.74,68.82,59.73,78.14,74.06
7,Prepaid Expenses,6.35,0.8,8.35,1.06,10.57,0.93,14.4,0.74,12.08,0.85
8,Other Current Assets,-,3.05,-,1.5,-,6.13,5.07,7.24,5,9.41
9,Total Current Assets,211.63,212.67,206.88,221.85,237.77,232.35,217.46,245.12,229.07,265.51
10,"Property, Plant & Equipment",45.25,49.6,46.33,29.38,33.03,35,36.68,41.47,39.89,44.25
11,Long-Term Investments,-,-,-,0.11,-,-,-,-,-,-
12,Long-Term Deferred Tax Assets,0.49,0.51,-,-,-,-,-,-,-,-
13,Other Long-Term Assets,0.59,1.23,0.94,0.56,0.66,0.78,0.51,0.58,0.89,0.53
14,Total Assets,257.96,264,254.15,251.9,271.46,268.13,254.66,287.17,269.85,310.29
15,Accounts Payable,58.11,44.18,34.11,39.98,54.21,52.67,47.66,66.67,51.38,55.41
16,Accrued Expenses,-,16.78,-,20.27,-,19.7,-,16.14,-,15.7
17,Short-Term Debt,-,-,-,-,-,-,-,8,15.32,15.82
18,Current Portion of Leases,3.3,2.75,2.32,1.22,2.23,2.55,2.59,2.94,2.62,1.96
19,Current Income Taxes Payable,0.19,0.29,0.77,0.32,0.3,0.25,0.63,0.27,-,3.97
20,Current Unearned Revenue,0.85,1.31,0.94,1.52,2.18,2.29,2.9,4.11,1.76,3.74
21,Other Current Liabilities,17.31,2.84,17.84,1.04,17.48,2.69,15.7,1.08,14.15,1.48
22,Total Current Liabilities,79.76,68.14,55.98,64.34,76.4,80.15,69.48,99.2,85.23,98.07
23,Long-Term Leases,10.99,12.47,13.66,0.79,1.25,1.45,1.46,2.56,3.35,3.71
24,Long-Term Deferred Tax Liabilities,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
25,Total Liabilities,90.95,80.81,69.83,65.32,77.85,81.8,71.13,101.95,88.78,101.98
26,Common Stock,5,5,5,5,5,5,5,5,5,5
27,Additional Paid-In Capital,88.51,88.51,88.51,88.51,88.51,88.51,88.51,88.51,98.51,98.51
28,Retained Earnings,14.41,26.66,30.52,25.15,28.89,15.97,15.34,18.11,19.17,37.43
29,Comprehensive Income & Other,59.09,63.02,60.29,67.91,71.22,76.85,74.68,73.6,58.38,66.07
30,Total Common Equity,167.01,183.19,184.32,186.57,193.62,186.33,183.53,185.22,181.07,207.01
31,Minority Interest,-,-,-,-,-,-,-,-,-,1.3
32,Shareholders' Equity,167.01,183.19,184.32,186.57,193.62,186.33,183.53,185.22,181.07,208.31
33,Total Liabilities & Equity,257.96,264,254.15,251.9,271.46,268.13,254.66,287.17,269.85,310.29
34,Total Debt,14.29,15.22,15.98,2.01,3.48,4,4.05,13.49,21.29,21.49
35,Net Cash (Debt),4.36,5.12,35.51,44.4,24.51,32.93,56.5,62.89,43.05,62.22
36,Net Cash Growth,-87.73%,-88.48%,44.91%,34.83%,-56.63%,-47.65%,31.23%,1.08%,-,-
37,Net Cash Per Share,0.01,0.01,0.07,0.09,0.05,0.07,0.11,0.13,0.09,0.17
38,Filing Date Shares Outstanding,500,500,500,500,500,500,500,500,500,500
39,Total Common Shares Outstanding,500,500,500,500,500,500,500,500,500,500
40,Working Capital,131.86,144.53,150.91,157.51,161.38,152.2,147.99,145.93,143.84,167.44
41,Book Value Per Share,0.33,0.37,0.37,0.37,0.39,0.37,0.37,0.37,0.36,0.41
42,Tangible Book Value,167.01,183.19,184.32,186.57,193.62,186.33,183.53,185.22,181.07,207.01
43,Tangible Book Value Per Share,0.33,0.37,0.37,0.37,0.39,0.37,0.37,0.37,0.36,0.41
44,Buildings,-,11.43,-,11.76,-,12.76,-,12.42,-,11.65
45,Machinery,-,61.34,-,56.24,-,57.25,-,52.47,-,44.58
46,Leasehold Improvements,-,19.53,-,16.29,-,16.63,-,15.92,-,13.5
