,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Revenue,197.41,198.2,195.08,215.13,250.3,247.63,187.1,220.09,134.09,216.9
1,Revenue Growth (YoY),1.19%,-7.87%,-22.06%,-13.12%,33.78%,12.51%,39.54%,1.47%,-31.76%,-5.48%
2,Cost of Revenue,179.62,174.48,161.83,180.94,208.48,210.16,156.13,183.79,110.26,166.75
3,Gross Profit,17.79,23.72,33.26,34.19,41.82,37.47,30.97,36.31,23.83,50.15
4,"Selling, General & Admin",35.92,41.77,35.59,41.28,36.97,38.97,35.72,35.66,33.54,43.08
5,Other Operating Expenses,-3.23,-3.79,-3.49,-5.08,-4.18,-3.85,-4.01,-4.39,-2.16,-1.44
6,Operating Expenses,32.69,37.87,32.1,35.76,32.79,35.31,31.71,32.95,31.38,41.64
7,Operating Income,-14.9,-14.15,1.16,-1.57,9.03,2.17,-0.73,3.36,-7.55,8.51
8,Interest Expense,-0.85,-0.53,-1.15,-0.42,-0.32,-0.26,-0.25,-0.33,-0.51,-0.93
9,Interest & Investment Income,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.24,0.21
10,Earnings From Equity Investments,-,-,-,-0,-,-,-,-,-,-
11,Currency Exchange Gain (Loss),3.26,-0.35,6.57,-0.13,4.08,-1.55,-1.21,-7.19,-0.18,1.66
12,Other Non Operating Income (Expenses),-,-,-,-0,-0,-0.01,-,-0,-,-0
13,EBT Excluding Unusual Items,-12.48,-15.02,6.59,-2.11,12.81,0.36,-2.17,-4.15,-8,9.45
14,Gain (Loss) on Sale of Assets,-,-0.32,-,-0.01,-,-0.42,-,-0.04,-,-0.06
15,Other Unusual Items,-,10.93,-,-,-,-,-,-,-,-4.82
16,Pretax Income,-12.48,-4.41,6.59,-2.12,12.81,0.59,-2.17,-4.19,-8,4.57
17,Income Tax Expense,-0.23,-0.43,1.22,1.61,-0.11,-0.05,0.6,0.95,0.38,1.63
18,Earnings From Continuing Operations,-12.25,-3.98,5.37,-3.73,12.92,0.64,-2.78,-5.15,-8.38,2.94
19,Minority Interest in Earnings,-,-,-,-,-,-,-,-,0.12,-0.36
20,Net Income,-12.25,-3.98,5.37,-3.73,12.92,0.64,-2.78,-5.15,-8.26,2.58
21,Net Income to Common,-12.25,-3.98,5.37,-3.73,12.92,0.64,-2.78,-5.15,-8.26,2.58
22,Net Income Growth,-,-,-58.43%,-,-,-,-,-,-,-86.40%
23,Shares Outstanding (Basic),500,500,500,500,500,500,500,500,500,366
24,Shares Outstanding (Diluted),500,500,500,500,500,500,500,500,500,366
25,Shares Change (YoY),-,-,-,-,-,-,-,36.70%,-,46.30%
26,EPS (Basic),-0.02,-0.01,0.01,-0.01,0.03,0.00,-0.01,-0.01,-0.02,0.01
27,EPS (Diluted),-0.02,-0.01,0.01,-0.01,0.03,0.00,-0.01,-0.01,-0.02,0.01
28,EPS Growth,-,-,-58.43%,-,-,-,-,-,-,-90.70%
29,Free Cash Flow,0.6,-28.98,8.66,20.95,-6.36,-25.77,-1.24,15.85,1.17,-10.77
30,Free Cash Flow Per Share,0.00,-0.06,0.02,0.04,-0.01,-0.05,-0.00,0.03,0.00,-0.03
31,Operating Margin,-7.55%,-7.14%,0.59%,-0.73%,3.61%,0.87%,-0.39%,1.52%,-5.63%,3.92%
32,Profit Margin,-6.21%,-2.01%,2.75%,-1.74%,5.16%,0.26%,-1.48%,-2.34%,-6.16%,1.19%
33,Free Cash Flow Margin,0.30%,-14.62%,4.44%,9.74%,-2.54%,-10.41%,-0.66%,7.20%,0.87%,-4.97%
34,EBITDA,-10.61,-10.37,4.02,1.41,12.89,7.46,5.11,8.89,-2.32,13.46
35,D&A For EBITDA,4.29,3.78,2.87,2.98,3.86,5.29,5.85,5.54,5.23,4.95
36,EBIT,-14.9,-14.15,1.16,-1.57,9.03,2.17,-0.73,3.36,-7.55,8.51
