,Fiscal Quarter,Current,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+5 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+5 Quarters
0,Market Capitalization,6332,4147,4533,3139,4918,8719,11304,13736,15835,15608,10853,11592,12785,19684,26148,18667,19580,19267,21185,22807,14667,Upgrade
1,Market Cap Growth,-52.44%,-52.44%,-59.90%,-77.14%,-68.94%,-44.14%,4.15%,18.50%,23.85%,-20.71%,-58.49%,-37.90%,-34.70%,2.17%,23.43%,-18.16%,33.50%,147.71%,-,-,-,Upgrade
2,Enterprise Value,6222,4037,4640,3142,4827,8627,11010,13197,15145,14918,10008,10577,11335,18234,25368,17760,18575,18262,20117,21686,14554,Upgrade
3,Last Close Price,62.30,40.80,44.60,30.78,48.12,85.30,110.59,134.39,154.52,152.31,106.35,113.58,125.28,192.88,271.54,193.85,203.19,199.94,219.85,236.68,151.98,Upgrade
4,PE Ratio,-,-22.94,-,-,-,-24.23,-,-,-,-61.55,-,-,-,1425.73,-,-,-,143.66,211.68,-,-,Upgrade
5,Forward PE,-,54.80,79.20,-,-,83.14,125.62,57.14,132.31,108.27,72.88,76.93,119.27,128.15,135.18,96.02,99.00,117.28,139.46,129.85,114.45,Upgrade
6,PS Ratio,3.13,2.03,2.15,1.45,2.33,4.02,5.26,6.42,7.60,7.88,5.44,6.12,6.84,10.81,17.11,12.74,14.08,14.56,18.70,22.83,14.97,Upgrade
7,PB Ratio,2.72,1.76,1.92,1.32,2.01,3.40,4.49,5.25,5.46,5.34,4.11,4.21,4.37,6.33,9.50,12.14,12.52,11.52,14.22,15.58,9.73,Upgrade
8,P/TBV Ratio,1.91,1.91,2.09,1.44,2.19,3.65,4.83,5.62,5.81,5.71,4.42,4.52,4.68,6.74,10.19,13.84,12.75,11.69,14.45,15.70,9.79,Upgrade
9,P/FCF Ratio,-,-,-,-,-,-20.03,-,-,-,-40.63,-,-,-,-57.25,-,-,-,126.36,-,257.23,-,Upgrade
10,P/OCF Ratio,-,-,185.53,-,-,-34.09,-,-,-,-87.29,-,-,-,-321.12,-,-,-,68.81,121.14,122.72,-,Upgrade
