,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Operating Revenue,2683,2587,4671,1675,2426,2135,3802,1338,1886,1642,2988,1047,1496,1441,2396,903.27,1288,1135,1770,739.16,Upgrade
1,Other Revenue,-46.79,46.79,-,59.78,-31.69,31.69,-,30.55,-16.6,16.6,-,25.88,-13.55,13.55,-,22.89,-7.53,7.53,-,18.03,Upgrade
2,Revenue,2636,2633,4671,1735,2394,2167,3802,1368,1870,1659,2988,1073,1482,1455,2396,926.16,1280,1143,1770,757.19,Upgrade
3,Revenue Growth (YoY),10.12%,21.52%,22.84%,26.76%,28.04%,30.64%,27.26%,27.58%,26.15%,14.02%,24.70%,15.81%,15.76%,27.32%,35.35%,22.32%,21.03%,3.81%,-9.41%,31.17%,Upgrade
4,Cost of Revenue,637.8,716.34,1204,212.17,455.84,593.71,935.66,196.26,376.44,515.8,767.87,181.98,315.92,495.13,640.6,295.92,294.93,418.14,474.24,202.12,Upgrade
5,Gross Profit,1999,1917,3467,1522,1938,1573,2866,1172,1493,1143,2220,890.61,1166,959.76,1755,630.25,985.43,724.6,1296,555.07,Upgrade
6,"Selling, General & Admin",668.38,419.99,764.07,777.34,689.8,363.06,684.66,574.66,455.51,224.23,447.72,387.15,337.83,160.32,332.94,392.66,370.31,72.97,263.94,343.07,Upgrade
7,Research & Development,5.55,12.65,10.96,18.27,5.28,10.18,9.22,17.94,4.14,8.86,6.64,16.59,4.72,3.76,5.34,10.52,3.01,5.21,3.55,5.44,Upgrade
8,Other Operating Expenses,512.26,262.39,725.14,229.32,487.54,205.22,562.98,230.09,414.08,166.13,467.11,202.37,363.39,154.49,384.67,185.4,282.71,141.91,281.87,202.15,Upgrade
9,Operating Expenses,1187,693.6,1502,1024,1181,578.44,1260,821.12,874.63,397.28,923.78,604.7,706.44,319.7,723.16,585.75,655.14,219.83,551.44,549.78,Upgrade
10,Operating Income,811.52,1224,1965,498.67,757.04,995,1607,351.05,618.7,745.77,1296,285.91,459.81,640.06,1032,44.5,330.29,504.77,744.43,5.29,Upgrade
11,Interest Expense,-2.82,-1.85,-2.99,-4.34,-0.56,-4.97,-3.11,-3.26,-,-5.15,-,-0.06,-,-,-0.96,-1.6,-3.77,-1.16,-,-,Upgrade
12,Interest & Investment Income,15.03,42.86,58.91,140.91,22.02,79.92,65.74,106.81,21.31,81.6,32.33,54.36,43.68,68.32,30.64,166.97,56.07,45.38,63.74,86.53,Upgrade
13,Currency Exchange Gain (Loss),0,-0,-,0.02,-,-,-,0.15,-,-,-,-0.05,-,-,-,-0.13,-,-,-,-0.02,Upgrade
