,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Operating Revenue,44478,22521,39633,-2295,60067,25746,50017,7692,93844,34074,41201,3580,62362,11618,31056,-82368,123548,-6861,48006,-68867,Upgrade
1,Other Revenue,-10157,10157,-,17282,-19467,19467,-,48162,-25010,25010,-,43375,-22706,22706,-,132667,-74382,74382,-,132944,Upgrade
2,Revenue,34321,32678,39633,14987,40599,45213,50017,55854,68834,59084,41201,46955,39656,34324,31056,50299,49166,67520,48006,64077,Upgrade
3,Revenue Growth (YoY),-15.46%,-27.72%,-20.76%,-73.17%,-41.02%,-23.48%,21.40%,18.95%,73.58%,72.14%,32.67%,-6.65%,-19.34%,-49.17%,-35.31%,-21.50%,10.15%,16.95%,-0.49%,46.23%,Upgrade
4,Cost of Revenue,21251,20471,27997,-1112,27058,30697,33028,32289,36592,35022,25847,31012,25838,26435,23974,40977,42849,61187,41605,51654,Upgrade
5,Gross Profit,13070,12207,11636,16099,13541,14516,16990,23565,32242,24062,15354,15943,13818,7889,7082,9322,6317,6334,6401,12423,Upgrade
6,"Selling, General & Admin",3257,3034,2940,3983,2823,3534,3189,4975,5114,2707,2654,3353,2699,1286,2495,2931,2748,2730,2392,3224,Upgrade
7,Research & Development,717.63,738.39,165.25,1597,640.08,484.48,188.99,1890,753.33,172.44,110.75,747.01,165.31,129.93,97.39,302.26,44.97,112.43,49.85,427.54,Upgrade
8,Other Operating Expenses,1314,1489,1517,1506,1422,1662,1819,2283,2759,1703,1321,1593,1068,882.63,800.24,1001,803.36,917.64,624.61,1344,Upgrade
9,Operating Expenses,5276,5376,4504,7104,4834,5640,5246,9041,8802,4438,4171,5688,3837,2351,3484,4143,3541,3817,3074,5271,Upgrade
10,Operating Income,7794,6831,7132,8995,8707,8876,11743,14524,23440,19624,11183,10254,9981,5538,3598,5179,2776,2517,3327,7151,Upgrade
11,Interest Expense,-885.01,-1149,-1206,-1043,-1057,-1184,-876.28,-2565,-2558,-1151,-1190,-1297,-1638,-1248,-1136,-831.33,-819.68,-770,-884.45,-1188,Upgrade
12,Interest & Investment Income,731.04,1021,717.82,596.41,618.15,822.89,848.91,469.66,1949,1324,665.63,713.03,747.8,708.98,445.74,-,299.37,3871,446.81,106.69,Upgrade
13,Currency Exchange Gain (Loss),-279.66,279.66,-,154.01,-178.14,178.14,-,648.5,-243.85,243.85,-,443.57,-352.42,352.42,-,203.18,-120.31,120.31,-,-140.56,Upgrade
14,Other Non Operating Income (Expenses),173.73,-554.8,368.01,-451.04,190.8,20.26,-101.75,-1426,313.12,-1014,24.37,-860.91,-326.55,-447.1,-88.85,-7856,-430.11,18.34,21.8,-1026,Upgrade
15,EBT Excluding Unusual Items,7534,6428,7012,8252,8281,8714,11614,11651,22899,19026,10683,9253,8411,4904,2819,-3305,1705,5757,2911,4903,Upgrade
16,Impairment of Goodwill,-,-,-,-,-,-,-,-31.54,-,-,-,-8.2,-,-,-,-,-,-,-,-,Upgrade
17,Gain (Loss) on Sale of Investments,-15.93,-53.35,-14.23,168.69,-10.74,-53.88,-14.17,-86.74,10.35,-26.62,-14.12,-1.83,-77.75,-41.28,-8.54,175.54,5.05,40.52,-0.02,113.42,Upgrade
18,Gain (Loss) on Sale of Assets,13.92,-4,43.03,-21.67,6.91,9.89,6.03,8.23,21.36,16.11,2.15,41.42,0.83,20.2,10.09,-50.13,5.09,-0.78,0.08,-36.23,Upgrade
19,Asset Writedown,31.58,-32.78,28.85,1.76,-8.29,23.12,-25.94,-2117,-70.59,-0.3,0.3,-1532,81.66,-49.59,41.98,45.27,-21.81,-66.22,20.38,-123.01,Upgrade
20,Legal Settlements,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,237.54,Upgrade
21,Other Unusual Items,-602,321.96,-161.23,155.77,-107.47,-84.66,-122.1,45.63,-160.21,-96.47,-80.46,105.09,-58.43,-4.78,-44.83,1956,-118.06,-148.44,-147.88,-24.1,Upgrade
22,Pretax Income,6961,6660,6908,8556,8161,8608,11458,9469,22700,18919,10591,7858,8358,4829,2818,-1178,1575,5582,2784,5071,Upgrade
23,Income Tax Expense,1387,1321,1672,2406,2026,2508,2957,2728,5913,4951,2520,2350,1810,712.68,601.24,781.32,66.39,840.36,728.04,1255,Upgrade
24,Earnings From Continuing Operations,5575,5339,5236,6151,6135,6100,8501,6741,16788,13968,8072,5508,6548,4116,2216,-1959,1509,4741,2056,3815,Upgrade
25,Minority Interest in Earnings,-1738,-1527,-1479,-1536,-1587,-1489,-2040,-2566,-5643,-2608,-1394,-780.55,-1058,-325.58,34.73,2102,158.73,-1159,-326.52,-880.99,Upgrade
26,Net Income,3837,3812,3757,4614,4548,4611,6461,4175,11145,11360,6677,4727,5490,3791,2251,142.56,1668,3582,1729,2934,Upgrade
27,Net Income to Common,3837,3812,3757,4614,4548,4611,6461,4175,11145,11360,6677,4727,5490,3791,2251,142.56,1668,3582,1729,2934,Upgrade
28,Net Income Growth,-15.63%,-17.34%,-41.85%,10.52%,-59.19%,-59.41%,-3.24%,-11.68%,103.00%,199.67%,196.64%,3215.85%,229.20%,5.82%,30.19%,-95.14%,2.76%,17.36%,-25.10%,-2.58%,Upgrade
29,Shares Outstanding (Basic),5866,9726,9567,9082,10040,9313,9752,9498,9561,9542,9493,9579,9448,9460,9486,9475,9476,9544,9579,9577,Upgrade
30,Shares Outstanding (Diluted),5866,9726,9648,9352,10040,9313,9822,9624,9576,9643,9520,9619,9448,9460,9486,9475,9476,9544,9579,9577,Upgrade
