,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Operating Revenue,73536,52931,48270,40544,42782,44489,47353,74252,105861,105163,105530,102001,92332,74304,64843,53333,43656,37944,36109,39198,Upgrade
1,Other Revenue,-,-,-,-,-,-,-,-,-98.73,98.73,-,214.5,-117.94,117.94,-,216.8,-,-,-,241.35,Upgrade
2,Revenue,73536,52931,48270,40544,42782,44489,47353,74252,105763,105262,105530,102215,92214,74422,64843,53550,43656,37944,36109,39439,Upgrade
3,Revenue Growth (YoY),71.89%,18.97%,1.94%,-45.40%,-59.55%,-57.73%,-55.13%,-27.36%,14.69%,41.44%,62.75%,90.88%,111.23%,96.14%,79.58%,35.78%,10.48%,2.48%,2.95%,1.91%,Upgrade
4,Cost of Revenue,43524,38556,38909,37805,37557,34685,36790,46306,60347,48607,62754,62334,44218,42702,43309,42765,37031,34237,32892,35412,Upgrade
5,Gross Profit,30013,14375,9361,2739,5224,9804,10563,27945,45416,56655,42775,39881,47996,31720,21533,10785,6625,3707,3216,4027,Upgrade
6,"Selling, General & Admin",2426,2143,1927,1744,1810,1326,2285,2089,2190,3462,2677,3753,2551,2693,2455,2749,2509,2190,2197,2926,Upgrade
7,Research & Development,263.88,248.36,256.54,291.62,282.23,265.17,209.78,366.03,606.69,221.86,162.76,176.04,253.42,377.58,42.35,48.39,61.64,80.38,69.96,273.34,Upgrade
8,Other Operating Expenses,344.71,248.88,168.45,-132.24,-2308,178.88,136.4,649.03,-13.48,479.18,560.22,618.35,45.97,-131.16,-94.8,-214.46,-126.2,-271.32,-149.02,-121.67,Upgrade
