,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Operating Revenue,808.9,808.79,895.25,894.76,1213,-,1043,-,966.79,1855,Upgrade
1,Other Revenue,12.2,14.69,14.56,19.51,11.05,-,-,-,14,6.92,Upgrade
2,Revenue,821.1,823.48,909.81,914.27,1224,-,1043,-,980.79,1862,Upgrade
3,Revenue Growth (YoY),-9.75%,-9.93%,-25.68%,-,17.34%,-,6.37%,-,-5.82%,51.20%,Upgrade
4,Cost of Revenue,565.94,588.27,713.31,693.25,1031,-,870.14,-,846.49,1689,Upgrade
5,Gross Profit,255.16,235.21,196.51,221.02,193.43,-,173.16,-,134.3,173.47,Upgrade
6,"Selling, General & Admin",52.44,64.21,60.17,80.67,75.66,-,-,-,0.06,-,Upgrade
7,Other Operating Expenses,-,-,-,-,-,-,50.46,-,26.21,39.79,Upgrade
8,Operating Expenses,52.03,48.45,60.53,78.18,84.34,-,70.39,-,68.35,80.17,Upgrade
9,Operating Income,203.13,186.76,135.98,142.84,109.09,-,102.78,-,65.95,93.3,Upgrade
10,Interest Expense,-113.4,-116.58,-89.43,-81.02,-79.64,-,-76.04,-,-38.71,-23.55,Upgrade
11,Interest & Investment Income,9.6,9.45,24.91,6.93,17.06,-,7.25,-,-,-,Upgrade
12,Earnings From Equity Investments,0.2,0.16,0.29,0.21,0.37,-,13.84,-,10.27,9.45,Upgrade
13,Other Non Operating Income (Expenses),1.86,0.57,0.73,9.79,-5.87,-,8.04,-,-,-,Upgrade
14,EBT Excluding Unusual Items,101.39,80.36,72.48,78.74,41,-,55.86,-,37.52,79.19,Upgrade
15,Gain (Loss) on Sale of Investments,-,1.75,-,1.83,17.73,-,-,-,-0.03,-,Upgrade
16,Other Unusual Items,-,-,-,-,-,-,-,-,3.53,-,Upgrade
17,Pretax Income,101.39,82.11,72.48,80.57,58.73,-,55.86,-,41.01,79.19,Upgrade
18,Income Tax Expense,24.1,21.09,17.29,29.47,11.48,-,12.21,-,8.1,16.25,Upgrade
19,Earnings From Continuing Operations,77.29,61.02,55.19,51.1,47.25,-,43.65,-,32.91,62.94,Upgrade
20,Earnings From Discontinued Operations,-,-,-,-,-,-,-3.88,-,-,-,Upgrade
21,Net Income to Company,77.29,61.02,55.19,51.1,47.25,-,39.77,-,32.91,62.94,Upgrade
22,Minority Interest in Earnings,-6.16,-14.25,5.73,-3.96,-2.15,-,-3.56,-,-4.58,-4.73,Upgrade
23,Net Income,71.13,46.77,60.92,47.14,45.1,-,36.21,-,28.34,58.21,Upgrade
24,Net Income to Common,71.13,46.77,60.92,47.14,45.1,-,36.21,-,28.34,58.21,Upgrade
25,Net Income Growth,16.76%,-0.79%,35.08%,-,24.54%,-,27.79%,-,-26.61%,-9.11%,Upgrade
26,Shares Outstanding (Basic),1852,1852,1852,1855,1468,-,1313,-,1313,1313,Upgrade
27,Shares Outstanding (Diluted),1852,1852,1852,1855,1468,-,1313,-,1313,1313,Upgrade
28,Shares Change (YoY),-,-0.17%,26.17%,-,11.79%,-,-,-,-,-,Upgrade
29,EPS (Basic),0.04,0.03,0.03,0.03,0.03,-,0.03,-,0.02,0.04,Upgrade
30,EPS (Diluted),0.04,0.03,0.03,0.03,0.03,-,0.03,-,0.02,0.04,Upgrade
31,EPS Growth,16.76%,-0.62%,7.06%,-,11.40%,-,27.79%,-,-26.61%,-9.11%,Upgrade
32,Free Cash Flow,232.34,-1641,-231.47,-1002,270.03,-,113.24,-,-519.41,-380.89,Upgrade
33,Free Cash Flow Per Share,0.13,-0.89,-0.12,-0.54,0.18,-,0.09,-,-0.40,-0.29,Upgrade
34,Operating Margin,24.74%,22.68%,14.95%,15.62%,8.91%,-,9.85%,-,6.72%,5.01%,Upgrade
35,Profit Margin,8.66%,5.68%,6.70%,5.16%,3.68%,-,3.47%,-,2.89%,3.13%,Upgrade
36,Free Cash Flow Margin,28.30%,-199.27%,-25.44%,-109.62%,22.06%,-,10.85%,-,-52.96%,-20.45%,Upgrade
37,EBITDA,377.1,297.06,235.79,232.82,195.64,-,179.54,-,103.26,135.57,Upgrade
38,D&A For EBITDA,173.97,110.3,99.82,89.98,86.55,75.51,76.76,50.61,37.31,42.27,Upgrade
39,EBIT,203.13,186.76,135.98,142.84,109.09,-,102.78,-,65.95,93.3,Upgrade
