,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Cash & Equivalents,997.33,1779,1750,1004,920.53,741.32,596.98,386.47,583.03,448.55,Upgrade
1,Short-Term Investments,-,6.31,-,6.66,-,11.76,-,28.17,-,28.54,Upgrade
2,Cash & Short-Term Investments,997.33,1786,1750,1011,920.53,753.08,596.98,414.64,583.03,477.1,Upgrade
3,Cash Growth,-43.00%,76.70%,90.08%,34.19%,54.20%,81.62%,2.39%,-13.09%,46.75%,9.67%,Upgrade
4,Accounts Receivable,1824,1840,2544,2420,3176,3253,2833,2718,2422,2497,Upgrade
5,Other Receivables,-,302.01,-,130.37,-,252.7,-,297.99,-,226.33,Upgrade
6,Receivables,1937,2257,2713,2791,3347,3667,2992,3117,2440,2739,Upgrade
7,Inventory,-,-,-,-,-,-,3,176.1,7.63,4.88,Upgrade
8,Prepaid Expenses,724.96,380.08,909.71,841.41,736.08,403.14,725.42,26.53,747.42,503.55,Upgrade
9,Other Current Assets,179.57,374.59,472.2,1299,1324,495.59,382.69,549.76,529.48,481.72,Upgrade
10,Total Current Assets,3839,4797,5844,5941,6328,5319,4700,4284,4307,4206,Upgrade
11,"Property, Plant & Equipment",6607,6084,3342,3286,2888,2319,2402,2451,1469,974.51,Upgrade
12,Long-Term Investments,51.32,46.03,43.77,36.79,36.86,35.53,167.65,161.9,140.84,138.87,Upgrade
13,Long-Term Accounts Receivable,227.47,240.5,168.05,15.26,118.59,142.64,160.17,239.1,245.82,333.93,Upgrade
14,Other Long-Term Assets,157.03,259.14,98.8,111.77,-,153.24,-,117.88,-,-,Upgrade
15,Total Assets,10891,11437,9508,9419,9385,7984,7448,7273,6191,5686,Upgrade
16,Accounts Payable,1392,1526,1467,1530,2306,2651,2284,2295,1438,1890,Upgrade
17,Accrued Expenses,-,41.18,-,31.48,-,30.04,-,26.02,-,37.92,Upgrade
