,Fiscal Quarter,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,+2 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020",+2 Quarters
0,Cash & Equivalents,1993,2320,3089,3233,6283,2123,3024,2426,5308,3570,Upgrade
1,Short-Term Investments,215,104.3,452.6,717.9,572.6,134.8,177.2,135.5,818.2,3794,Upgrade
2,Cash & Short-Term Investments,2208,2424,3542,3951,6856,2258,3201,2562,6126,7364,Upgrade
3,Cash Growth,-37.66%,-38.64%,-48.34%,74.96%,114.14%,-11.86%,-47.74%,-65.21%,-57.77%,-55.28%,Upgrade
4,Accounts Receivable,367.3,197.6,202.8,156.6,120.4,120.3,63.2,29.7,112.5,118.1,Upgrade
5,Other Receivables,268.5,274.7,324.2,298.9,398.8,523.9,489.5,486.1,512.6,577.4,Upgrade
6,Receivables,635.8,472.3,527,455.5,519.2,644.2,552.7,515.8,625.1,695.5,Upgrade
7,Inventory,148.1,144.5,147.9,142.9,146.7,146.9,151.3,120.4,121.7,110.5,Upgrade
8,Prepaid Expenses,231.8,250.2,179.5,197,175.5,218,173.4,230.8,172.9,256.6,Upgrade
9,Other Current Assets,37.9,37.7,37.7,37.5,183.1,147,147,1.4,1.4,147,Upgrade
10,Total Current Assets,3262,3329,4434,4783,7880,3414,4226,3430,7047,8574,Upgrade
11,"Property, Plant & Equipment",40355,40649,41119,42153,42930,44938,44230,44256,43194,40216,Upgrade
12,Long-Term Investments,454.8,453.3,454.1,467.8,509.7,807.5,979.4,1073,1042,1061,Upgrade
13,Other Intangible Assets,2098,2221,2297,2431,-,45.7,43.9,87.8,131.7,175.6,Upgrade
14,Other Long-Term Assets,2556,1676,1436,1314,1328,408.6,426.8,737,1307,1070,Upgrade
15,Total Assets,48725,48328,49740,51150,52648,49614,49906,49584,52722,51096,Upgrade
16,Accounts Payable,395.6,326.5,348.6,272.1,86.6,110.3,263.4,212.5,307.6,105.8,Upgrade
17,Accrued Expenses,1870,1646,1746,1502,826.5,969.6,1224,1141,1171,1033,Upgrade
18,Short-Term Debt,333.3,-,-,-,-,-,-,-,-,-,Upgrade
19,Current Portion of Long-Term Debt,1730,1058,970.7,970.5,707,228.6,13186,9005,5272,2316,Upgrade
20,Current Portion of Leases,77,76.4,37.5,37.7,46.4,143.8,344,341.3,256.4,355.3,Upgrade
21,Current Income Taxes Payable,50.1,23.4,36.1,39.3,50.5,10.7,21.8,10.9,37.2,64.9,Upgrade
22,Other Current Liabilities,2478,2079,2137,2864,2822,3184,4030,5138,6252,6909,Upgrade
23,Total Current Liabilities,6933,5210,5276,5686,4539,4647,19070,15849,13297,10784,Upgrade
24,Long-Term Debt,24729,26237,27527,27908,31410,26104,9694,9682,13778,13134,Upgrade
25,Long-Term Leases,595.4,630.8,558,588.7,603.9,622.3,639.9,787.2,929.6,919.4,Upgrade
26,Long-Term Deferred Tax Liabilities,12.7,10.5,10.5,10.5,10.5,10.5,10.5,10.5,10.5,12.6,Upgrade
27,Other Long-Term Liabilities,2279,2270,2283,2178,71.4,79.2,87.6,49.9,66.7,-,Upgrade
28,Total Liabilities,34549,34359,35655,36371,36634,31462,29501,26379,28082,24850,Upgrade
29,Common Stock,14415,14415,14415,14415,14415,11479,11479,11479,11436,11313,Upgrade
30,Retained Earnings,-,-1380,-1219,-476,500.5,5529,8276,10947,12407,13985,Upgrade
31,Comprehensive Income & Other,-491,731.9,739.7,757.7,1083,1095,588.1,694.8,685.8,777.2,Upgrade
32,Total Common Equity,13924,13767,13936,14697,15999,18103,20344,23122,24528,26075,Upgrade
33,Minority Interest,251.9,202.4,149.6,82,14.8,48.1,61.6,83.8,111.8,171.6,Upgrade
34,Shareholders' Equity,14176,13970,14085,14779,16013,18151,20405,23205,24640,26246,Upgrade
35,Total Liabilities & Equity,48725,48328,49740,51150,52648,49614,49906,49584,52722,51096,Upgrade
36,Total Debt,27464,28003,29094,29505,32767,27098,23863,19816,20236,16725,Upgrade
37,Net Cash (Debt),-25256,-25579,-25552,-25554,-25911,-24840,-20662,-17254,-14111,-9360,Upgrade
38,Net Cash Per Share,-3.56,-3.60,-3.60,-3.60,-3.68,-4.37,-3.64,-3.04,-2.49,-1.65,Upgrade
39,Filing Date Shares Outstanding,7102,7102,7102,7102,7102,5681,5681,5681,5678,5667,Upgrade
40,Total Common Shares Outstanding,7102,7102,7102,7102,7102,5681,5681,5681,5678,5667,Upgrade
41,Working Capital,-3672,-1881,-841.7,-903,3341,-1233,-14844,-12419,-6250,-2210,Upgrade
42,Book Value Per Share,1.96,1.94,1.96,2.07,2.25,3.19,3.58,4.07,4.32,4.60,Upgrade
43,Tangible Book Value,11826,11546,11639,12266,15999,18057,20300,23034,24396,25899,Upgrade
44,Tangible Book Value Per Share,1.67,1.63,1.64,1.73,2.25,3.18,3.57,4.05,4.30,4.57,Upgrade
45,Land,-,-,27427,-,25663,-,21877,-,5684,-,Upgrade
46,Machinery,-,-,22217,-,20740,-,19766,-,8036,-,Upgrade
47,Construction In Progress,-,-,1363,-,4978,-,8088,-,34023,-,Upgrade
48,Leasehold Improvements,-,-,4189,-,4295,-,4295,-,4270,-,Upgrade
