,Fiscal Quarter,Current,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+20 Quarters
,Period Ending,"Mar '25 Mar 12, 2025","Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Market Capitalization,3299029,3333434,3704240,4224133,4281474,3612494,3570444,4128565,3551330,2610935,3780695,3688710,6104325,6593977,5125022,5786819,3681216,3193344,2566080,2062960,1607568,Upgrade
1,Market Cap Growth,-7.72%,-7.72%,3.75%,2.31%,20.56%,38.36%,-5.56%,11.92%,-41.82%,-60.40%,-26.23%,-36.26%,65.82%,106.49%,99.72%,180.51%,128.99%,46.87%,-2.35%,-34.33%,-44.27%,Upgrade
2,Enterprise Value,4966778,4645188,3840372,5307998,4322338,4458171,4714260,5660246,5241184,5009822,6568038,5808937,7699068,8920087,6758981,9082516,5945780,6127577,5489633,4994731,4164009,Upgrade
3,Last Close Price,8630.00,8720.00,9690.00,11050.00,11200.00,9450.00,9340.00,10800.00,9290.00,6830.00,9890.00,11300.00,18700.00,20200.00,15700.00,17227.91,14665.81,12722.15,10223.16,9735.07,7586.08,Upgrade
4,PE Ratio,9.12,9.21,9.58,9.11,11.56,12.48,41.67,62.08,32.39,-,14.17,14.79,24.39,27.78,21.76,23.00,15.80,14.76,11.77,10.16,6.02,Upgrade
5,Forward PE,-,13.25,13.25,13.25,13.25,13.25,13.25,13.25,13.25,13.25,13.25,13.25,13.25,12.78,9.93,11.21,9.52,8.88,6.29,6.37,3.52,Upgrade
6,PS Ratio,0.26,0.26,0.32,0.35,0.36,0.29,0.27,0.32,0.24,0.17,0.24,0.23,0.41,0.50,0.46,0.60,0.45,0.43,0.36,0.27,0.20,Upgrade
7,PB Ratio,0.62,0.53,0.61,0.69,0.71,0.61,0.55,0.65,0.57,0.42,0.59,0.66,1.14,1.21,0.97,1.11,0.89,0.79,0.65,0.64,0.50,Upgrade
8,P/TBV Ratio,0.66,0.66,0.76,0.90,0.81,0.81,0.65,0.80,0.65,0.50,0.69,0.78,1.30,1.49,1.11,1.30,1.03,0.97,0.75,0.70,0.56,Upgrade
9,P/FCF Ratio,-,-,-,3.84,-,2.31,3.26,4.56,8.18,-36.65,-,-,-,-29.31,-,-,-,-,4.51,2.83,-,Upgrade
10,P/OCF Ratio,4.80,4.80,-,2.43,2.78,1.97,3.12,4.29,6.49,26.89,-,-,9.38,14.86,29.95,35.30,-,5.21,3.15,2.03,-,Upgrade
11,EV/Sales Ratio,0.39,0.36,0.33,0.44,0.36,0.35,0.35,0.43,0.35,0.33,0.41,0.36,0.52,0.68,0.61,0.95,0.73,0.82,0.77,0.66,0.51,Upgrade
12,EV/EBITDA Ratio,6.70,6.79,5.94,7.63,6.78,7.96,15.76,14.73,12.18,-,9.10,8.46,10.81,13.04,9.94,12.72,8.92,9.56,8.30,7.76,5.56,Upgrade
13,EV/EBIT Ratio,14.23,15.89,-,12.36,11.47,14.27,76.54,81.40,44.37,-,16.09,15.63,19.50,24.23,18.31,22.40,16.07,17.30,14.32,13.31,8.58,Upgrade
14,EV/FCF Ratio,-34.33,-,-,4.83,-,2.85,4.31,6.26,12.07,-70.33,-,-,-,-39.65,-,-,-,-,9.65,6.84,-,Upgrade
15,Debt / Equity Ratio,0.62,0.62,0.59,0.50,0.45,0.50,0.49,0.51,0.54,0.51,0.53,0.64,0.66,0.62,0.61,0.65,0.96,0.88,0.87,1.14,1.16,Upgrade
16,Debt / EBITDA Ratio,5.69,4.63,17.14,3.92,2.99,4.31,7.79,5.96,5.67,-,4.57,4.87,4.40,5.60,5.30,4.10,5.67,6.08,4.68,5.76,6.27,Upgrade
