,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Revenue,2810,3894,2739,3534,2620,3086,2058,2757,1517,2334
1,Revenue Growth (YoY),2.58%,10.20%,4.58%,14.52%,27.30%,11.94%,35.61%,18.12%,-8.31%,24.39%
2,Cost of Revenue,1346,1897,1254,1549,1087,1171,730.64,987.92,670.28,694.85
3,Gross Profit,1464,1997,1485,1985,1533,1915,1327,1769,847.16,1639
4,"Selling, General & Admin",955.95,1379,1029,1250,1115,1323,997.13,1229,666.97,1318
5,Research & Development,111.65,170.54,135.51,183.95,116.56,116.07,80.14,107.76,44.77,-
6,Other Operating Expenses,-17.82,-32.56,-21.68,-32.83,-20.99,-15.53,-12.83,-13.41,-21.76,-12.59
7,Operating Expenses,1064,1575,1156,1418,1225,1434,1065,1344,691.82,1286
8,Operating Income,400.62,422.6,329.92,567.15,307.73,480.62,262.23,425.21,155.34,353.07
9,Interest Expense,-23.47,-20.37,-14.88,-17.15,-16.51,-18.05,-15.99,-15.82,-17.38,-13.08
10,Interest & Investment Income,14.7,23.71,12.86,36.29,15.4,21.87,9.12,22.78,12.5,36.2
11,Earnings From Equity Investments,6.94,-8.13,25.11,30.12,12.05,37.84,22.82,2.33,14.03,17.88
12,Currency Exchange Gain (Loss),-6.69,-4.39,-3.91,-6.7,-6.59,-1.78,0.13,-1.59,-0.12,3.42
13,EBT Excluding Unusual Items,392.11,413.42,349.11,609.71,312.08,520.51,278.31,432.91,164.37,397.49
14,Gain (Loss) on Sale of Investments,-,-,-,-,-,4.55,-,-,-,-
15,Gain (Loss) on Sale of Assets,0.02,158.42,-,-1.12,-,-0.68,-,-1.11,-,-0.98
16,Other Unusual Items,0.15,-,-,0.13,-,-,-,-,-,-
17,Pretax Income,392.27,571.85,349.11,608.72,312.08,524.37,278.31,431.79,164.37,396.52
18,Income Tax Expense,85.6,79.38,66.92,94.03,71.52,80.26,49.38,90.06,30.58,52.85
19,Earnings From Continuing Operations,306.67,492.46,282.18,514.68,240.55,444.11,228.93,341.73,133.79,343.67
20,Minority Interest in Earnings,-152.18,-248.39,-156.77,-234.39,-128.57,-215.17,-122.12,-200.07,-61.87,-162.47
21,Net Income,154.5,244.07,125.41,280.29,111.99,228.94,106.81,141.66,71.92,181.2
22,Net Income to Common,154.5,244.07,125.41,280.29,111.99,228.94,106.81,141.66,71.92,181.2
23,Net Income Growth,23.19%,-12.92%,11.99%,22.43%,4.84%,61.61%,48.51%,-21.82%,-51.35%,-11.34%
24,Shares Outstanding (Basic),320,320,320,320,320,320,320,320,320,320
25,Shares Outstanding (Diluted),320,320,320,320,320,320,320,320,320,320
26,Shares Change (YoY),-,-,-,-,-,-,-,0.00%,-0.00%,0.48%
27,EPS (Basic),0.48,0.76,0.39,0.88,0.35,0.72,0.33,0.44,0.22,0.57
28,EPS (Diluted),0.48,0.76,0.39,0.88,0.35,0.72,0.33,0.44,0.22,0.57
29,EPS Growth,23.19%,-12.92%,11.99%,22.43%,4.84%,61.61%,48.51%,-21.82%,-51.35%,-11.76%
30,Free Cash Flow,-562.33,-274.79,-574.42,502.82,-216.08,544.9,-178.31,270.4,-388.41,245.62
31,Free Cash Flow Per Share,-1.76,-0.86,-1.80,1.57,-0.68,1.70,-0.56,0.85,-1.21,0.77
32,Dividend Per Share,0.072,-,-,-,-,-,-,-,-,-
33,Operating Margin,14.26%,10.85%,12.04%,16.05%,11.75%,15.58%,12.74%,15.42%,10.24%,15.13%
34,Profit Margin,5.50%,6.27%,4.58%,7.93%,4.27%,7.42%,5.19%,5.14%,4.74%,7.76%
35,Free Cash Flow Margin,-20.01%,-7.06%,-20.97%,14.23%,-8.25%,17.66%,-8.66%,9.81%,-25.60%,10.52%
36,EBITDA,526.21,528.03,448.89,644.64,413,542.43,359,484.2,233.24,403.75
37,D&A For EBITDA,125.59,105.43,118.97,77.49,105.27,61.81,96.77,58.98,77.9,50.68
38,EBIT,400.62,422.6,329.92,567.15,307.73,480.62,262.23,425.21,155.34,353.07
