,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Cash & Equivalents,2723,2892,2200,2954,2499,2748,2385,2556,2414,2745
1,Short-Term Investments,283.68,48.91,178.01,25.4,139.16,40.62,143.46,37.53,-,41.68
2,Cash & Short-Term Investments,3007,2941,2378,2979,2638,2789,2528,2594,2414,2787
3,Cash Growth,26.47%,-1.31%,-9.86%,6.84%,4.34%,7.51%,4.73%,-6.91%,3.55%,5.45%
4,Accounts Receivable,4021,3896,3620,3522,3233,2851,2555,2369,1975,2188
5,Other Receivables,-,76.94,-,59.72,-,23.19,-,38.99,-,71.23
6,Receivables,4021,3973,3620,3582,3233,2874,2555,2407,1975,2259
7,Inventory,1090,1152,835.68,915.56,844.42,904.28,696.56,703.94,753.05,542.01
8,Other Current Assets,362.3,128.72,610.4,66.68,249.87,89.92,196.14,65.67,336.28,52.84
9,Total Current Assets,8480,8194,7443,7544,6965,6657,5975,5771,5478,5640
10,"Property, Plant & Equipment",3845,3601,2948,2940,2593,2513,2355,2210,2082,1987
11,Long-Term Investments,738.42,779.51,882.63,793.46,831.71,797.16,772.04,755.03,781.53,742.43
12,Goodwill,81.53,81.53,30.76,30.76,44.04,44.04,48.55,43.88,43.88,43.88
13,Other Intangible Assets,260.24,212.12,170.22,160.88,158.51,156.5,151.92,148.36,167.63,108.38
14,Long-Term Deferred Tax Assets,237.65,220.43,228.8,222.46,222.28,214.45,204.03,200.56,229.93,265.05
15,Other Long-Term Assets,99.94,102.49,93.36,98.5,62.95,92.1,79.6,56.21,51.04,56.21
16,Total Assets,13743,13192,11797,11790,10878,10474,9586,9185,8834,8843
17,Accounts Payable,738.59,626.67,554.1,494.1,487.92,337.86,237.1,199.5,276.17,173.56
18,Accrued Expenses,3165,1954,3258,2016,2961,1795,2489,1477,2180,1462
19,Short-Term Debt,211.6,190.89,73.3,27.01,57,112.1,93,89.68,-,145.68
20,Current Portion of Long-Term Debt,148.5,5.42,14.77,10.19,526.31,505.98,4.05,0.54,85.48,45.54
21,Current Portion of Leases,17.98,20.88,25.6,28.52,49.53,53.37,43.48,29.91,31.46,27.81
22,Current Income Taxes Payable,41.03,67.53,43.33,95.73,72.89,69.4,41.54,51.23,35.41,98.22
23,Current Unearned Revenue,-,443.38,-,484.3,-,340.78,-,133.58,-,122.48
24,Other Current Liabilities,91.65,944.98,91.03,875.86,81.93,757.5,69.69,790.5,69.6,854.27
25,Total Current Liabilities,4414,4254,4060,4031,4236,3972,2977,2772,2678,2929
26,Long-Term Debt,1649,1447,858.67,786.51,155.75,144.68,608.32,572.55,583.3,596.92
27,Long-Term Leases,23.5,37.32,47.2,51.63,46.29,40.5,47.93,56.97,52.62,57.66
28,Long-Term Unearned Revenue,56.96,121.52,59.92,98.78,53.87,86.79,54.76,59.15,62.11,55.08
29,Long-Term Deferred Tax Liabilities,8.19,8.88,18.73,19.04,19.11,17.35,15.64,14.19,19.83,18.38
30,Other Long-Term Liabilities,219.17,139.73,202.89,138.8,185.27,131.71,153.11,151.16,135.29,130.63
31,Total Liabilities,6418,6052,5301,5180,4747,4443,3908,3680,3584,3840
32,Common Stock,319.88,319.88,319.88,319.88,319.88,319.88,319.88,319.88,319.88,319.88
33,Retained Earnings,2255,2202,1957,1967,1693,1703,1475,1426,1284,1257
34,Comprehensive Income & Other,2170,2171,2176,2182,2163,2157,2151,2146,2164,2183
35,Total Common Equity,4745,4693,4453,4469,4175,4179,3946,3891,3768,3759
36,Minority Interest,2580,2446,2042,2141,1956,1852,1732,1614,1483,1244
37,Shareholders' Equity,7325,7139,6496,6610,6131,6031,5678,5506,5251,5003
38,Total Liabilities & Equity,13743,13192,11797,11790,10878,10474,9586,9185,8834,8843
39,Total Debt,2051,1702,1020,903.86,834.88,856.63,796.78,749.64,752.87,873.6
40,Net Cash (Debt),956.1,1239,1358,2076,1803,1932,1731,1844,1661,1913
41,Net Cash Growth,-29.60%,-40.31%,-24.67%,7.42%,4.14%,4.76%,4.23%,-3.59%,-18.07%,-23.25%
42,Net Cash Per Share,2.99,3.87,4.25,6.49,5.64,6.04,5.41,5.77,5.19,5.98
43,Filing Date Shares Outstanding,319.87,319.87,319.87,319.87,319.87,319.87,319.87,319.87,319.87,319.87
44,Total Common Shares Outstanding,319.87,319.87,319.87,319.87,319.87,319.87,319.87,319.87,319.87,319.87
45,Working Capital,4065,3941,3383,3512,2729,2685,2998,2999,2800,2711
46,Book Value Per Share,14.83,14.67,13.92,13.97,13.05,13.07,12.34,12.16,11.78,11.75
47,Tangible Book Value,4403,4400,4252,4277,3973,3979,3745,3699,3556,3607
48,Tangible Book Value Per Share,13.77,13.75,13.29,13.37,12.42,12.44,11.71,11.56,11.12,11.28
49,Buildings,-,1289,-,1208,-,966.51,-,869.64,-,773.03
50,Machinery,-,1775,-,1403,-,1227,-,1090,-,888.17
51,Construction In Progress,-,1283,-,992.23,-,857.85,-,717.21,-,713.11
52,Leasehold Improvements,-,92.5,-,115.1,-,109.27,-,83.75,-,69.27
