,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Jan '22 Jan 1, 2022","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Operating Revenue,411.01,583.84,457.51,292.56,457.17,611.93,511.51,268.93,489.53,586.38,541.81,316.29,557.7,769.47,606.17,442.41,595.42,798.28,540.66,368.03,Upgrade
1,Other Revenue,-19.01,19.01,-,47.38,-23.32,23.32,-,67.07,-53.8,53.8,-,89.1,-31.23,31.23,-,59.6,-25.69,25.69,-,71.42,Upgrade
2,Revenue,392,602.85,457.51,339.94,433.84,635.25,511.51,336,435.74,640.18,541.81,405.4,526.47,800.7,606.17,502.01,569.73,823.98,540.66,439.45,Upgrade
3,Revenue Growth (YoY),-9.64%,-5.10%,-10.56%,1.17%,-0.43%,-0.77%,-5.59%,-17.12%,-17.23%,-20.05%,-10.62%,-19.25%,-7.59%,-2.82%,12.12%,14.24%,11.97%,23.11%,8.28%,-0.69%,Upgrade
4,Cost of Revenue,246.66,422.48,294.66,235.6,298.04,466.22,362.64,254.36,316.2,464.39,368.57,287.67,350.35,563.15,365.76,276.97,359.8,528.2,350.38,273.08,Upgrade
5,Gross Profit,145.34,180.37,162.86,104.34,135.81,169.03,148.87,81.64,119.54,175.79,173.24,117.72,176.12,237.55,240.41,225.04,209.93,295.78,190.28,166.37,Upgrade
6,"Selling, General & Admin",116.4,130.92,106.7,141.38,104.15,104.55,98.2,146.1,108.63,100.87,119.04,154.1,141.69,94.21,148.4,157.83,122.26,144.03,103.53,148.09,Upgrade
7,Research & Development,12.49,20.09,20.4,14.13,11.23,15.94,15.23,9.78,12.63,19.02,15.73,14.07,12.86,23.26,14.97,15.26,17.66,25.68,16.12,16.99,Upgrade
8,Other Operating Expenses,3.65,4.77,5.89,-1.45,1.27,-0.5,-0.17,-4.6,-0.69,-0.31,-3.68,19.86,-1.57,1.99,-0.21,23.8,-3.84,1.06,-2.53,16.49,Upgrade
9,Operating Expenses,128.27,156.75,133,160.76,108.97,122.38,112.72,159.43,118.22,119.67,131.09,194.11,143.6,120.76,163.16,201.48,127.28,176.61,115.04,186.9,Upgrade
10,Operating Income,17.07,23.62,29.86,-56.42,26.84,46.65,36.15,-77.79,1.32,56.11,42.15,-76.39,32.52,116.79,77.25,23.56,82.65,119.16,75.24,-20.53,Upgrade
11,Interest Expense,-1.08,-0.08,-1.27,-,-1.44,-1.79,-1.65,-0.21,-4.35,-1.75,-1.31,-5.57,-1.08,-3.66,-1.15,-,-1.06,-2.54,-1.05,-,Upgrade
12,Interest & Investment Income,3.25,4.94,5.13,5.98,4.16,4.15,5.7,5.42,4.39,4.31,3.22,3.4,2.89,4.29,3.13,5.77,3.46,4.74,3.02,6.01,Upgrade
13,Other Non Operating Income (Expenses),2,0.21,1.09,3.83,-6.74,5.9,1.95,-6.97,-2.66,1.56,-0.11,-4.68,-0.04,1.5,0.83,-6.72,-1.37,1.61,0.16,-6.99,Upgrade
14,EBT Excluding Unusual Items,21.24,28.69,34.81,-46.61,22.82,54.91,42.15,-79.55,-1.3,60.23,43.95,-83.25,34.29,118.93,80.06,22.61,83.68,122.98,77.38,-21.52,Upgrade
15,Impairment of Goodwill,-,-,-,-6.61,-,-,-,-0.41,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
16,Gain (Loss) on Sale of Assets,-0.35,0.35,-,-0.05,-1.17,1.17,-,5.97,-0.09,0.09,-,0.42,0.16,-0.16,-,0.04,0.06,-0.06,-,0.11,Upgrade
17,Asset Writedown,-0.61,-,-,-0.5,-,-,-,-1.6,-,-,-,-2.63,-,-,-,-0.97,-,-,-,-4.82,Upgrade
18,Other Unusual Items,-0.67,6.87,5.29,8.47,-,-,-,0.7,-,-,-,34.05,-0.87,0.87,-,34.58,-1.34,1.34,-,32.95,Upgrade
19,Pretax Income,19.61,35.91,40.1,-45.28,21.64,56.08,42.15,-74.88,-1.39,60.31,43.95,-51.42,33.58,119.64,80.06,56.26,82.4,124.26,77.38,6.72,Upgrade
20,Income Tax Expense,2.39,7.21,8.29,-13.37,4.49,8.61,8.59,-12.7,2.1,10.23,9.06,-7.2,4.31,25.78,14.17,6.74,10.84,23.4,13.25,0.32,Upgrade
21,Earnings From Continuing Operations,17.22,28.7,31.81,-31.92,17.15,47.47,33.56,-62.18,-3.48,50.08,34.89,-44.21,29.27,93.87,65.89,49.53,71.56,100.85,64.13,6.4,Upgrade
22,Minority Interest in Earnings,0.72,-0.66,0.76,1.63,1.16,-1.13,2.67,8.52,8.05,-6.75,1.7,5.25,4.34,-11.15,1.32,-0.61,4.15,-8.5,1.07,2.43,Upgrade
23,Net Income,17.95,28.04,32.57,-30.29,18.31,46.34,36.23,-53.66,4.57,43.33,36.59,-38.96,33.61,82.72,67.21,48.92,75.71,92.35,65.2,8.83,Upgrade
24,Net Income to Common,17.95,28.04,32.57,-30.29,18.31,46.34,36.23,-53.66,4.57,43.33,36.59,-38.96,33.61,82.72,67.21,48.92,75.71,92.35,65.2,8.83,Upgrade
25,Net Income Growth,-1.96%,-39.49%,-10.08%,-,300.49%,6.95%,-0.98%,-,-86.40%,-47.62%,-45.57%,-,-55.61%,-10.43%,3.09%,453.68%,6.34%,20.75%,2.08%,114.52%,Upgrade
26,Shares Outstanding (Basic),559,551,562,670,510,515,510,465,560,509,515,536,503,514,513,497,529,513,513,507,Upgrade
27,Shares Outstanding (Diluted),559,551,562,670,510,515,510,465,560,509,515,536,503,514,513,497,529,513,513,507,Upgrade
28,Shares Change (YoY),9.58%,6.81%,10.07%,44.06%,-8.77%,1.22%,-0.98%,-13.22%,11.34%,-0.89%,0.43%,7.81%,-4.94%,0.16%,-0.06%,-1.94%,3.96%,-0.03%,-0.33%,1.43%,Upgrade
29,EPS (Basic),0.03,0.05,0.06,-0.05,0.04,0.09,0.07,-0.12,0.01,0.09,0.07,-0.07,0.07,0.16,0.13,0.10,0.14,0.18,0.13,0.02,Upgrade
30,EPS (Diluted),0.03,0.05,0.06,-0.05,0.04,0.09,0.07,-0.12,0.01,0.09,0.07,-0.07,0.07,0.16,0.13,0.10,0.14,0.18,0.13,0.02,Upgrade
31,EPS Growth,-10.53%,-43.35%,-18.31%,-,339.00%,5.67%,0%,-,-87.78%,-47.15%,-45.80%,-,-53.30%,-10.58%,3.15%,464.63%,2.29%,20.78%,2.42%,111.49%,Upgrade
32,Free Cash Flow,78.2,39.92,84.37,-163.16,26.6,15.02,46.7,-142.01,91.03,125.17,97.53,-221.75,142.41,154.49,46.5,-180.47,-59.45,162.21,112.69,-113.1,Upgrade
33,Free Cash Flow Per Share,0.14,0.07,0.15,-0.24,0.05,0.03,0.09,-0.31,0.16,0.25,0.19,-0.41,0.28,0.30,0.09,-0.36,-0.11,0.32,0.22,-0.22,Upgrade
34,Dividend Per Share,-,-,-,0.180,-,-,-,0.015,-,-,-,0.060,-,-,-,0.130,-,-,-,0.100,Upgrade
35,Dividend Growth,-,-,-,1100.00%,-,-,-,-75.00%,-,-,-,-53.85%,-,-,-,30.00%,-,-,-,21.95%,Upgrade
36,Gross Margin,37.08%,29.92%,35.60%,30.69%,31.30%,26.61%,29.10%,24.30%,27.43%,27.46%,31.97%,29.04%,33.45%,29.67%,39.66%,44.83%,36.85%,35.90%,35.19%,37.86%,Upgrade
37,Operating Margin,4.35%,3.92%,6.53%,-16.60%,6.19%,7.34%,7.07%,-23.15%,0.30%,8.77%,7.78%,-18.84%,6.18%,14.59%,12.74%,4.69%,14.51%,14.46%,13.92%,-4.67%,Upgrade
38,Profit Margin,4.58%,4.65%,7.12%,-8.91%,4.22%,7.30%,7.08%,-15.97%,1.05%,6.77%,6.75%,-9.61%,6.38%,10.33%,11.09%,9.74%,13.29%,11.21%,12.06%,2.01%,Upgrade
39,Free Cash Flow Margin,19.95%,6.62%,18.44%,-48.00%,6.13%,2.37%,9.13%,-42.26%,20.89%,19.55%,18.00%,-54.70%,27.05%,19.29%,7.67%,-35.95%,-10.44%,19.69%,20.84%,-25.74%,Upgrade
40,EBITDA,32.63,30.14,45.41,-40.87,42.56,62.86,51.87,-62.07,15.64,70.98,56.47,-62.07,46.08,131.61,90.81,37.12,95.03,131.67,87.62,-8.15,Upgrade
41,EBITDA Margin,8.32%,5.00%,9.93%,-12.02%,9.81%,9.90%,10.14%,-18.47%,3.59%,11.09%,10.42%,-15.31%,8.75%,16.44%,14.98%,7.40%,16.68%,15.98%,16.21%,-1.85%,Upgrade
42,D&A For EBITDA,15.56,6.52,15.56,15.56,15.72,16.21,15.72,15.72,14.33,14.87,14.33,14.33,13.56,14.82,13.56,13.56,12.38,12.5,12.38,12.38,Upgrade
43,EBIT,17.07,23.62,29.86,-56.42,26.84,46.65,36.15,-77.79,1.32,56.11,42.15,-76.39,32.52,116.79,77.25,23.56,82.65,119.16,75.24,-20.53,Upgrade
44,EBIT Margin,4.35%,3.92%,6.53%,-16.60%,6.19%,7.34%,7.07%,-23.15%,0.30%,8.77%,7.78%,-18.84%,6.18%,14.59%,12.74%,4.69%,14.51%,14.46%,13.92%,-4.67%,Upgrade
45,Effective Tax Rate,12.16%,20.07%,20.67%,-,20.77%,15.36%,20.39%,-,-,16.96%,20.62%,-,12.84%,21.54%,17.70%,11.97%,13.15%,18.84%,17.12%,4.71%,Upgrade
46,Revenue as Reported,392,602.85,457.51,339.94,433.84,635.25,511.51,336,435.74,640.18,541.81,405.4,526.47,800.7,606.17,502.01,569.73,823.98,540.66,439.45,Upgrade
